prescribed	  criminal_triples/case_11.txt	  we	 prescribed in	 Hill	  And, more fundamentally, the Government overlooks that the inquiry we prescribed in Hill v. Lockhart focuses on a defendant's decisionmaking, which may not turn solely on the likelihood of conviction after trial
professionals	  criminal_triples/case_18.txt	  court	 relying on	 testimony from mental-health professionals	  And relying on testimony from mental-health professionals, the court found significant adaptive deficits in all three skill sets (conceptual, social, and practical)
provides	  criminal_triples/case_14.txt	  Rule 3	 provides	 consequences for litigant errors associated	  Second, Rule 3(a)(2) now provides the consequences for litigant errors associated with filing a notice of appeal
psychological	  criminal_triples/case_17.txt	  assistance	 is in	 psychological matters review	  At the hearing, defense counsel requested a continuance in order to evaluate all the new material, and asked for the assistance of someone with expertise in psychological matters to review the findings
purpose	  criminal_triples/case_16.txt	  purpose	 obtain	 unlawful benefit	  In other words, "corruptly" requires proof that the defendant not only knew he was obtaining an "unlawful benefit" but that his "objective" or "purpose" was to obtain that unlawful benefit
rare	  criminal_triples/case_13.txt	  Summary decisions	 are	 rare	  Summary decisions are "rare" and "usually reserved by this Court for situations in which . . . the decision below is clearly in error.
real	  criminal_triples/case_19.txt	  Court	 assumes away	 real issue in cases	  By doing so, the Court assumes away the real issue in these cases
reasonable	  criminal_triples/case_11.txt	  defendant	 demonstrating	 reasonable probability	  (a) When a defendant claims that his counsel's deficient performance deprived him of a trial by causing him to accept a plea, the defendant can show prejudice by demonstrating a "reasonable probability that, but for counsel's errors, he would not have pleaded guilty and would have insisted on going to trial.
receive	  criminal_triples/case_11.txt	  he	 would receive	 lighter sentence	  The attorney advised Lee that going to trial was "very risky" and that, if he pleaded guilty, he would receive a lighter sentence than he would if convicted at trial
regard	  criminal_triples/case_17.txt	  his conduct	 obvious lack of	 regard	  And his crime "was especially heinous, atrocious, or cruel": He executed the only potential eyewitness to his robbery, and his conduct during and after the crime showed an "obvious lack of regard or compassion for the life and human dignity of the victim.
rejects	  criminal_triples/case_11.txt	  defendant	 rejects	 plea	  It instead concludes that one standard applies when a defendant goes to trial (Strickland); another standard applies when a defendant accepts a plea (Hill); and yet another standard applies when counsel does not apprise the defendant of an available plea or when the defendant rejects a plea (Frye and Lafler)
reliable	  criminal_triples/case_11.txt	  possibility	 must	 In reliable proceeding must ignored	  In a presumptively reliable proceeding, "the possibility of arbitrariness, whimsy, caprice, 'nullification,' and the like" must by definition be ignored
respect	  criminal_triples/case_13.txt	  we	 must respect	 judgments	  The law reflects society's considered judgments about the balance of competing interests, and we must respect those judgments
respects	  criminal_triples/case_20.txt	  law	 is constitutional in	 respects	  The North Carolina Supreme Court reversed, concluding that the law is "constitutional in all respects.
right	  criminal_triples/case_11.txt	  he	 had	 right	  We instead consider whether the defendant was prejudiced by the "denial of the entire judicial proceeding . . . to which he had a right.
rooted	  criminal_triples/case_19.txt	  it	 fundamental and deeply rooted principle of	 justice	  Under Medina, a state rule of criminal procedure not governed by a specific rule set out in the Bill of Rights violates the Due Process Clause of the Fourteenth Amendment only if it offends a fundamental and deeply rooted principle of justice
satisfied	  criminal_triples/case_17.txt	  Alabama	 had satisfied	 requirements	  And Alabama, by "allowing Dr. Goff to examine" McWilliams, had satisfied those requirements
satisfy	  criminal_triples/case_15.txt	  nothing	 satisfy	 probable-cause requirement	  And where legal process has gone forward, but has done nothing to satisfy the probable-cause requirement, it cannot extinguish a detainee's Fourth Amendment claim
score	  criminal_triples/case_18.txt	  CCA	 had	 range of Moore 's adjusted IQ score of 74 falls	  Because the lower range of Moore's adjusted IQ score of 74 falls at or below 70, the CCA had to move on to consider Moore's adaptive functioning
seat	  criminal_triples/case_15.txt	  Manuel	 was riding in	 passenger seat	  Shortly after midnight on March 18, 2011, Manuel was riding through Joliet, Illinois, in the passenger seat of a Dodge Charger, with his brother at the wheel
served	  criminal_triples/case_19.txt	  has overturned	 has served	 all	  Recovery under the Act is available only to a defendant who has served all or part of a term of incarceration pursuant to a felony conviction, and whose conviction has been overturned for reasons other than insufficiency of evidence or legal error unrelated to actual innocence
sex	  criminal_triples/case_19.txt	  defendant	 placed on	 sex offender registry	  Compensation under the Exoneration Act includes $70,000 per year of incarceration for the wrongful conviction; additional sums per year served while the defendant is under a sentence of death, or placed on parole or probation or on a sex offender registry; compensation for child support payments due during incarceration; tuition waivers at state institutions of higher education for the exonerated person and for any children conceived or legally adopted before the incarceration; and reasonable attorney's fees for bringing an Exoneration Act claim
sharply	  criminal_triples/case_18.txt	  Court	 was sharply divided on	 conclusion	  The Court was sharply divided on that conclusion, see id., at ___-___ (slip op., at 4-7) (Alito, J., dissenting), but not on the fact that our precedent mandated such an inquiry
special	  criminal_triples/case_11.txt	  Court	 has shown	 special solicitude	  This Court has shown special solicitude for the plea process, which brings "stability" and "certainty" to "the criminal justice system.
status	  criminal_triples/case_11.txt	  criminal conviction	 affect	 his status	  Although he has lived in this country for most of his life, Lee is not a United States citizen, and he feared that a criminal conviction might affect his status as a lawful permanent resident
steal	  criminal_triples/case_18.txt	  they	 steal	 disguises	  After negotiating their respective shares of the money they intended to steal and donning disguises, the three went inside, heading straight to a courtesy booth staffed by James McCarble and Edna Scott
straightforward	  criminal_triples/case_16.txt	  Court	 rejects	 straightforward reading	  The Court rejects this straightforward reading, describing the "literal language" of the Omnibus Clause as "neutral.
strength	  criminal_triples/case_16.txt	  reasoning	 applies with	 strength	  That reasoning applies here with similar strength
strong	  criminal_triples/case_11.txt	  he	 had	 strong connections	  In the unusual circumstances of this case, Lee has adequately demonstrated a reasonable probability that he would have rejected the plea had he known that it would lead to mandatory deportation: Both Lee and his attorney testified that "deportation was the determinative issue" to Lee; his responses during his plea colloquy confirmed the importance he placed on deportation; and he had strong connections to the United States, while he had no ties to South Korea
substantive	  criminal_triples/case_13.txt	  it	 be	 substantive	  Since Pena-Rodriguez permits a trial court "to consider [certain] evidence," 580 U. S., at ___ (slip op., at 17), and does not "alte[r] the range of conduct or the class of persons that the law punishes," Schriro v. Summerlin, 542 U. S. 348, 353 (2004), it cannot be a substantive rule.2 And Tharpe does not even attempt to argue that Pena-Rodriguez established a watershed rule of criminal procedure--a class of rules that is so "narrow" that it is " 'unlikely that any has yet to emerge.' 
succeed	  criminal_triples/case_19.txt	  petitioners	 succeed on	 their process claim	  But to succeed on their procedural due process claim, petitioners must first point to a recognized property interest in that money, under state or federal law, within the meaning of the Fourteenth Amendment
success	  criminal_triples/case_11.txt	  Mandarin	 was	 success	  The Mandarin was a success, and Lee eventually opened a second restaurant nearby
sufficient	  criminal_triples/case_11.txt	  It	 defined probability as	 probability sufficient	  It defined "reasonable probability" as "a probability sufficient to undermine confidence in the outcome.
suited	  criminal_triples/case_11.txt	  rules	 suited to	 inquiry	  First, it forgets that categorical rules are ill suited to an inquiry that we have emphasized demands a "case-by-case examination" of the "totality of the evidence.
supporting	  criminal_triples/case_14.txt	  arguments	 supporting	 proposition	  To the contrary, we recognized "strong arguments" supporting the proposition that both the "initial judgment [that] imposed a sentence of imprisonment and supervised release" and the subsequent " 'sentence that impose[d] an order of restitution' " were each immediately appealable final judgments
sweeping	  criminal_triples/case_16.txt	  §	 is	 sweeping	  To be sure, §7212(a) is a sweeping obstruction statute
team	  criminal_triples/case_17.txt	  defense team	 live with	 expert 's conclusions	  And if the court-appointed expert reaches a conclusion unfavorable to the defendant on the issue of sanity or future dangerousness, Ake requires the defense team to live with the expert's unfavorable conclusions
telling	  criminal_triples/case_17.txt	  Sixth Circuit 's experience	 is telling reflection of	 Ake 's ambiguity	  The Sixth Circuit's experience, standing alone, is a telling reflection of Ake's ambiguity
town	  criminal_triples/case_20.txt	  town crier	 is with	 voice	  They allow a person with an Internet connection to "become a town crier with a voice that resonates farther than it could from any soapbox.
traditional	  criminal_triples/case_19.txt	  Brief	 measure	 Colorado scheme against traditional practice	  Indeed, petitioners invite us to measure the Colorado scheme against traditional practice, reminding us that our " 'first due process cases' " recognized that " 'traditional practice provides a touchstone for constitutional analysis,' " Brief for Petitioners 26 (quoting Honda Motor Co. v. Oberg, 512 U. S. 415, 430 (1994))
treat	  criminal_triples/case_14.txt	  I	 would treat	 clerk 's transmission	  Because I would treat the clerk's transmission of the amended judgment as tantamount to, or effectively doing service for, a second appeal notice, I would reverse the Eleventh Circuit's judgment and allow Manrique to include the restitution order in his appeal
true	  criminal_triples/case_13.txt	  statement	 was	 true	  Although he had signed it, he "never swore to [it] nor was [he] ever asked if [the] statement was true and accurate.
ultimate	  criminal_triples/case_11.txt	  ultimate outcome	 been	 different	  It instead required the defendant to show that the ultimate outcome would have been different
unique	  criminal_triples/case_15.txt	  Manuel	 is given	 benefit of unique accrual rule for prosecution claims	  First, the conflict on the malicious prosecution question was the centerpiece of Manuel's argument in favor of certiorari.1 Second, unless Manuel is given the benefit of the unique accrual rule for malicious prosecution claims, his claim is untimely, and he is not entitled to relief
us	  criminal_triples/case_13.txt	  their odiousness	 allow	 us	  But their odiousness does not excuse us from doing our job correctly, or allow us to pretend that the lower courts have not done theirs
warnings	  criminal_triples/case_11.txt	  judge 's warnings	 undermine	 claim	  Several courts have noted that a judge's warnings at a plea colloquy may undermine a claim that the defendant was prejudiced by his attorney's misadvice
well	  criminal_triples/case_11.txt	  defendant	 undo plea	 well sentencing	  The Court today holds that a defendant can undo a guilty plea, well after sentencing and in the face of overwhelming evidence of guilt, because he would have chosen to pursue a defense at trial with no reasonable chance of success if his attorney had properly advised him of the immigration consequences of his plea
written	  criminal_triples/case_16.txt	  helpful	 confirmation of	 scope of Omnibus Clause in House written	  Those who find legislative history helpful can find confirmation of the more limited scope of the Omnibus Clause in the House and Senate Reports written when Congress first enacted the Omnibus Clause
