burdens	 criminal_triples/case_20.txt	 law	 arbitrarily burdens	 registered sex offenders 	 Rather, the law "arbitrarily burdens all registered sex offenders by preventing a wide range of communication and expressive activity unrelated to achieving its purported goal.
bus	 criminal_triples/case_20.txt	 It	 is equivalent on	 bus 	 It is the equivalent of passengers on a bus comparing notes about products they have purchased
business	 criminal_triples/case_11.txt	 Lee	 graduating from	 business school 	 After graduating from a business high school in Manhattan, Lee set out on his own to Memphis, Tennessee, where he started working at a restaurant
businesses	 criminal_triples/case_11.txt	 he	 was running	 his lawful businesses 	 At the same time he was running his lawful businesses, Lee also engaged in some illegitimate activity
but	 criminal_triples/case_14.txt	 he	 reasonably but mistakenly believes	 judgment 	 As this Court explained in construing Rule 4(a)(2)'s parallel provision for civil cases, the Rule "was intended to protect the unskilled litigant who files a notice of appeal from a decision that he reasonably but mistakenly believes to be a final judgment, while failing to file a notice of appeal from the actual final judgment.
by	 criminal_triples/case_11.txt	 counsel	 by	 erroneous advice 	 Held: Lee has demonstrated that he was prejudiced by his counsel's erroneous advice
calculate	 criminal_triples/case_16.txt	 entire Tax Code	 authorizes Internal Revenue Service	 calculate 	 [T]his title" refers to Title 26, which contains the entire Tax Code and authorizes the Internal Revenue Service (IRS) to calculate, assess, and collect taxes
call	 criminal_triples/case_16.txt	 we	 shall call	 Officer Clause 	 The first clause, which we shall call the "Officer Clause," forbid
called	 criminal_triples/case_13.txt	 Tharpe	 called Despite	 order 	 Despite a no-contact order, Tharpe called her and told her that if she wanted to " 'play dirty' " he would show her " 'what dirty was.' 
callously	 criminal_triples/case_13.txt	 its disposition	 callously delays	 justice 	 And its unusual disposition of his case callously delays justice for Jaquelin Freeman, the black woman who was brutally murdered by Tharpe 27 years ago
calls	 criminal_triples/case_15.txt	 Illinois	 calls	 related information provided by alleged purchaser 	 Oliver testified at what Illinois calls a preliminary examination and apparently related the information provided by the alleged purchaser
came	 criminal_triples/case_15.txt	 test	 came back for	 controlled substance 	 The test came back negative for any controlled substance, leaving the officers with no evidence that Manuel had committed a crime
campaigning	 criminal_triples/case_20.txt	 campaigning	 protect	 fundamental right vote 	 The State relies on Burson v. Freeman, 504 U. S. 191, but that case considered a more limited restriction--prohibiting campaigning within 100 feet of a polling place--in order to protect the fundamental right to vote
can	 criminal_triples/case_11.txt	 defendant	 can show	 prejudice 	 (a) When a defendant claims that his counsel's deficient performance deprived him of a trial by causing him to accept a plea, the defendant can show prejudice by demonstrating a "reasonable probability that, but for counsel's errors, he would not have pleaded guilty and would have insisted on going to trial.
candle	 criminal_triples/case_19.txt	 candle	 amounts	 gained 	 A successful petitioner under the Exoneration Act can recover reasonable attorney's fees, §13-65-103(2)(e)(IV), but neither a defendant nor counsel is likely to assume the risk of loss when amounts to be gained are not worth the candle
canon	 criminal_triples/case_16.txt	 he	 canon against	 surplusage 	 Cf. Marx v. General Revenue Corp., 568 U. S. 371, 385 (2013) ("[T]he canon against surplusage 'assists only where a competing interpretation gives effect to every clause and word of a statute' ")
cans	 criminal_triples/case_18.txt	 he	 survived	 eating from trash cans after two bouts 	 Cast out of his home, he survived on the streets, eating from trash cans, even after two bouts of food poisoning
canvassed	 criminal_triples/case_18.txt	 Court	 canvassed	 policies 	 Instead, consistent with our settled approach, the Court canvassed "the legislative policies of various States," as well as "the holdings of state courts," because it was state policies that provided "essential instruction" for determining the scope of the constitutional guarantee
capabilities	 criminal_triples/case_18.txt	 persons	 strengths in	 social capabilities 	 E.g., AAIDD-11, at 47 ("significant limitations in conceptual, social, or practical adaptive skills [are] not outweighed by the potential strengths in some adaptive skills"); DSM-5, at 33, 38 (inquiry should focus on "[d]eficits in adaptive functioning"; deficits in only one of the three adaptive-skills domains suffice to show adaptive deficits); see Brumfield, 576 U. S., at ___ (slip op., at 15) ("[I]ntellectually disabled persons may have 'strengths in social or physical capabilities, strengths in some adaptive skill areas, or strengths in one aspect of an adaptive skill in which they otherwise show an overall limitation.' 
capacity	 criminal_triples/case_16.txt	 employee	 acting in	 official capacity 	 "Whoever corruptly or by force or threats of force (including any threatening letter or communication) endeavors to intimidate or impede any officer or employee of the United States acting in an official capacity under this title, or in any other way corruptly or by force or threats of force (including any threatening letter or communication) obstructs or impedes, or endeavors to obstruct or impede, the due administration of this title, shall, upon conviction thereof, be fined not more than $5,000, or imprisoned not more than 3 years, or both, except that if the offense is committed only by threats of force, the person convicted thereof shall be fined not more than $3,000, or imprisoned not more than 1 year, or both
capital	 criminal_triples/case_12.txt	 Alabama jury	 found	 Madison guilty of capital murder 	 An Alabama jury found Madison guilty of capital murder
car	 criminal_triples/case_13.txt	 Tharpe	 aimed	 shotgun at car 	 Tharpe aimed a shotgun at the car and ordered his wife to get into his truck
carefully	 criminal_triples/case_20.txt	 law	 is	 carefully tailored 	 Among other things, the court explained that the law is "carefully tailored . . . to prohibit registered sex offenders from accessing only those Web sites that allow them the opportunity to gather information about minors.
carried	 criminal_triples/case_16.txt	 act	 carried out by	 IRS employees 	 [P]articular administrative proceeding" is defined negatively as "not . . . every act carried out by IRS employees in the course of their 'continuous, ubiquitous, and universally known' administration of the Tax Code.
case	 criminal_triples/case_11.txt	 case	 was	 bad 	 Lee's attorney testified that he thought Lee's case was a "bad case to try" because Lee's defense to the charge was weak
cases	 criminal_triples/case_11.txt	 precedents	 are consistent with	 our cases 	 These precedents are consistent with our cases governing the right to effective assistance of counsel in other contexts
cash	 criminal_triples/case_11.txt	 they	 found	 cash 	 After obtaining a warrant, the officials searched Lee's house, where they found drugs, cash, and a loaded rifle
cast	 criminal_triples/case_15.txt	 malice requirement	 would cast net In	 cases 	 In other cases, the malice requirement would cast too wide a net
casual	 criminal_triples/case_20.txt	 introduction	 easily encompasses	 casual exchange 	 The term "social introduction" easily encompasses any casual exchange, and the term "information exchanges" seems to apply to any site that provides an opportunity for a visitor to post a statement or comment that may be read by other visitors
catalog	 criminal_triples/case_18.txt	 SEM-generated range	 accurately reflected	 prisoner 's IQ .1 in its catalog 	 Hall provided no definitive guidance on this sort of approach: recognizing the inherent imprecision of IQ tests, but considering additional evidence to determine whether an SEM-generated range of scores accurately reflected a prisoner's actual IQ.1 Indeed, in its catalog of States that "ha[d] taken a position contrary to that of Florida," the Court in Hall included a State that granted trial courts discretion to draw "reasonable inferences" about IQ scores and, where appropriate, decline to consider the full range of the SEM
catch	 criminal_triples/case_16.txt	 IRS	 catch onto	 his scheme 	 "Reasonably foreseeable" is again defined negatively as "not . . . that the defendant knew the IRS may catch onto his unlawful scheme eventually.
catchall	 criminal_triples/case_16.txt	 Omnibus Clause	 serves as	 catchall 	 In context, the Omnibus Clause logically serves as a "catchall" for the obstructive conduct the subsection sets forth, not for every violation that interferes with routine administrative procedures such as the processing of tax returns, receipt of tax payments, or issuance of tax refunds
categorical	 criminal_triples/case_11.txt	 categorical rules	 are	 ill 	 First, it forgets that categorical rules are ill suited to an inquiry that demands a "case-by-case examination" of the "totality of the evidence.
categorically	 criminal_triples/case_20.txt	 them	 Placing set off	 categorically limits from registered sex offenders 	 Placing this set of websites categorically off limits from registered sex offenders prohibits them from receiving or engaging in speech that the First Amendment protects and does not appreciably advance the State's goal of protecting children from recidivist sex offenders
categories	 criminal_triples/case_18.txt	 Moore 's performance	 fell	 two deviations below mean in three skill categories 	 Moore's performance fell roughly two standard deviations below the mean in all three skill categories
cause	 criminal_triples/case_13.txt	 Tharpe 's allegation	 establish	 cause 	 Tharpe's allegation of ineffective assistance of counsel was insufficient to establish cause because he had "failed to establish the requisite deficiency or prejudice.
causes	 criminal_triples/case_18.txt	 CCA	 suggested Among	 causes for Moore 's adaptive deficits 	 Among alternative causes for Moore's adaptive deficits, the CCA suggested, were an abuse-filled childhood, undiagnosed learning disorders, multiple elementary-school transfers, racially motivated harassment and violence at school, and a history of academic failure, drug abuse, and absenteeism
caution	 criminal_triples/case_18.txt	 clinicians	 caution against	 reliance on adaptive strengths 	 The CCA also stressed Moore's improved behavior in prison, but clinicians caution against reliance on adaptive strengths developed in controlled settings
cautioned	 criminal_triples/case_15.txt	 we	 have cautioned against	 stretch 	 And we have cautioned against "stretch[ing] the Fourth Amendment beyond its words and beyond the meaning of arrest.
cautious	 criminal_triples/case_20.txt	 we	 be	 cautious 	 The Court is correct that we should be cautious in applying our free speech precedents to the internet
cell	 criminal_triples/case_20.txt	 defendant	 began on	 social networking cell phone application 	 260, 261 (CA3 2016), the defendant "began interacting with a minor [victim] on the gay social networking cell phone application 'Jack'd.' 
centerpiece	 criminal_triples/case_15.txt	 centerpiece	 is in	 favor of certiorari 	 First, the conflict on the malicious prosecution question was the centerpiece of Manuel's argument in favor of certiorari.1 Second, unless Manuel is given the benefit of the unique accrual rule for malicious prosecution claims, his claim is untimely, and he is not entitled to relief
central	 criminal_triples/case_18.txt	 Our decisions	 recognize	 central significance 	 Our decisions addressing capital punishment for the intellectually disabled recognize the central significance of state consensus
centuries	 criminal_triples/case_19.txt	 T he States	 is grounded in	 centuries of common-law tradition 	 [T]he States have considerable expertise in matters of criminal procedure and the criminal process is grounded in centuries of common-law tradition.
century	 criminal_triples/case_20.txt	 entirety	 are	 21st century equivalent of public streets 	 But if the entirety of the internet or even just "social media" sites16 are the 21st century equivalent of public streets and parks, then States may have little ability to restrict the sites that may be visited by even the most dangerous sex offenders
certainty	 criminal_triples/case_11.txt	 stability	 certainty to	 justice system 	 This Court has shown special solicitude for the plea process, which brings "stability" and "certainty" to "the criminal justice system.
certificate	 criminal_triples/case_11.txt	 District Court	 granted	 certificate 	 Viewing its resolution of the issue as debatable among jurists of reason, the District Court granted a certificate of appealability
challenge	 criminal_triples/case_11.txt	 challenge	 will	 will highly fact-intensive undertaking 	 Under the Court's standard, a challenge to a guilty plea will be a highly fact-intensive, defendant-specific undertaking
challenged	 criminal_triples/case_14.txt	 he	 nonetheless challenged	 restitution amount 	 When he nonetheless challenged the restitution amount before the Eleventh Circuit, the Government argued that he had forfeited his right to do so by failing to file a second notice of appeal
challenging	 criminal_triples/case_15.txt	 He	 challenging	 constitutionality 	 He then brought a §1983 suit, challenging the constitutionality of the search that led to the discovery of the drugs on which his criminal charge was based
chance	 criminal_triples/case_11.txt	 chance	 may look	 attractive 	 When those consequences are, from the defendant's perspective, similarly dire, even the smallest chance of success at trial may look attractive
changed	 criminal_triples/case_11.txt	 evidence	 changed outcome in	 absence of counsel 's error 	 In particular, the "assessment" will primarily turn on "a prediction whether," in the absence of counsel's error, "the evidence" of the defendant's innocence or guilt "likely would have changed the outcome" of the proceeding
changes	 criminal_triples/case_17.txt	 issue	 been mooted because of	 statutory changes 	 40 (respondent conceding that "this issue really has been mooted over the last 30-some-odd years because of statutory changes")
characteristics	 criminal_triples/case_19.txt	 restitution	 has	 unique characteristics 	 Nor does the Court consider how restitution's unique characteristics might affect the balance that it strikes under Mathews
characterized	 criminal_triples/case_19.txt	 istorical practice	 is probative	 can characterized 	 And "[h]istorical practice is probative of whether a procedural rule can be characterized as fundamental.
characterizes	 criminal_triples/case_17.txt	 McWilliams	 characterizes as	 norm in our adversarial system 	 These limitations are at odds with the defense-expert model, which McWilliams characterizes as "the norm in our adversarial system.
charge	 criminal_triples/case_11.txt	 Lee	 has	 defense to charge 	 At an evidentiary hearing, both Lee and his plea-stage counsel testified that "deportation was the determinative issue" to Lee in deciding whether to accept a plea, and Lee's counsel acknowledged that although Lee's defense to the charge was weak, if he had known Lee would be deported upon pleading guilty, he would have advised him to go to trial
charges	 criminal_triples/case_15.txt	 policeman	 based on	 unfounded charges 	 The §1983 plaintiff in Albright complained of various pretrial restraints imposed after a court found probable cause to issue an arrest warrant, and then bind him over for trial, based on a policeman's unfounded charges
charging	 criminal_triples/case_15.txt	 sworn complaint	 charging Manuel with	 possession substance 	 On the basis of those false statements, another officer filed a sworn complaint charging Manuel with unlawful possession of a controlled substance
chat	 criminal_triples/case_20.txt	 defendant	 is with	 his 12-year-old victim on social network chat site called 	 3d 219, 224 (a defendant "initiated conversations" with his 12-year-old victim "on a social network chat site called 'Kik' " and later sent sexually graphic photographs of himself to the victim and received sexually graphic photos from her)
checking	 criminal_triples/case_20.txt	 officer	 checking	 court records 	 By checking court records, the officer discovered that a traffic citation for petitioner had been dismissed around the time of the post
child	 criminal_triples/case_11.txt	 he	 leaving as	 child 	 In contrast to these strong connections to the United States, there is no indication that he had any ties to South Korea; he had never returned there since leaving as a child
childhood	 criminal_triples/case_18.txt	 CCA	 were	 childhood 	 Among alternative causes for Moore's adaptive deficits, the CCA suggested, were an abuse-filled childhood, undiagnosed learning disorders, multiple elementary-school transfers, racially motivated harassment and violence at school, and a history of academic failure, drug abuse, and absenteeism
choice	 criminal_triples/case_15.txt	 timeliness	 hinges on	 choice between their proposed dates 	 The timeliness of Manuel's suit hinges on the choice between their proposed dates
choices	 criminal_triples/case_14.txt	 defendant	 has	 two choices 	 As I see it, a defendant wishing to appeal his sentence and conviction when a restitution determination has been deferred has two choices: (1) He may immediately appeal his conviction and sentence of imprisonment, and later appeal the restitution order when made; or (2) he may await the restitution order and then appeal, through a single notice, his conviction, sentence of imprisonment, and restitution order
chose	 criminal_triples/case_13.txt	 Eleventh Circuit	 chose	 dispose 	 The question of prejudice--the ground on which the Eleventh Circuit chose to dispose of Tharpe's application--is not the only question relevant to the broader inquiry whether Tharpe should receive a COA
chosen	 criminal_triples/case_11.txt	 defendant	 undo plea	 he would have chosen 	 The Court today holds that a defendant can undo a guilty plea, well after sentencing and in the face of overwhelming evidence of guilt, because he would have chosen to pursue a defense at trial with no reasonable chance of success if his attorney had properly advised him of the immigration consequences of his plea
chronology	 criminal_triples/case_15.txt	 chronology	 is in	 case 	 Here is the chronology of relevant events in this case
circuits	 criminal_triples/case_15.txt	 Taylor	 here is broad consensus among	 circuits 	 See id., at 643; Hernandez-Cuevas v. Taylor, 723 F. 3d 91, 99 (CA1 2013) ("[T]here is now broad consensus among the circuits that the Fourth Amendment right to be free from seizure but upon probable cause extends through the pretrial period").4 Still, the court decided, Manuel had failed to offer a sufficient reason for overturning settled Circuit precedent; his argument, albeit "strong," was "better left for the Supreme Court.
circumstance	 criminal_triples/case_17.txt	 aggravating circumstances	 outweigh	 McWilliams ' health issues did rise to level of mitigating circumstance 	 The court wrote that even if McWilliams' mental health issues "did rise to the level of a mitigating circumstance, the aggravating circumstances would far outweigh this as a mitigating circumstance.
circumstances	 criminal_triples/case_11.txt	 possibility	 is irrelevant in	 such circumstances 	 The Government urges that, in such circumstances, the possibility of an acquittal after trial is "irrelevant to the prejudice inquiry," pointing to our statement in Strickland that "[a] defendant has no entitlement to the luck of a lawless decisionmaker.
citation	 criminal_triples/case_20.txt	 traffic citation	 been dismissed around	 time 	 By checking court records, the officer discovered that a traffic citation for petitioner had been dismissed around the time of the post
cited	 criminal_triples/case_15.txt	 cases	 cited by	 Court 	 But other forms of "legal process," for example, a grand jury indictment or a determination of probable cause at a preliminary examination or hearing, do not fit within the concept of a "seizure," and the cases cited by the Court do not suggest otherwise
cites	 criminal_triples/case_18.txt	 Court	 cites	 AAIDD 's direction 	 In support of this proposition, the Court cites the AAIDD's direction that "significant limitations in conceptual, social, or practical adaptive skills [are] not outweighed by the potential strengths in some adaptive skills.
citing	 criminal_triples/case_14.txt	 petitioner	 citing	 United States 	 Finally, petitioner argues in the alternative that any defect in his notice of appeal should be overlooked as harmless error, citing Lemke v. United States, 346 U. S. 325 (1953) (per curiam)
citizen	 criminal_triples/case_11.txt	 he	 has become	 U. S. citizen 	 In the 35 years he has spent in this country, he has never returned to South Korea, nor has he become a U. S. citizen, living instead as a lawful permanent resident
citizens	 criminal_triples/case_18.txt	 they	 may fall outside	 Texas citizens ' consensus 	 Mild levels of intellectual disability, although they may fall outside Texas citizens' consensus, nevertheless remain intellectual disabilities, see Hall, 572 U. S., at ___-___ (slip op., at 17-18); Atkins, 536 U. S., at 308, and n. 3; AAIDD-11, at 153, and States may not execute anyone in "the entire category of [intellectually disabled] offenders," Roper, 543 U. S., at 563-564 (emphasis added); see supra, at 9
civil	 criminal_triples/case_14.txt	 Court	 construing	 Rule 4 parallel provision for civil cases 	 As this Court explained in construing Rule 4(a)(2)'s parallel provision for civil cases, the Rule "was intended to protect the unskilled litigant who files a notice of appeal from a decision that he reasonably but mistakenly believes to be a final judgment, while failing to file a notice of appeal from the actual final judgment.
claim	 criminal_triples/case_11.txt	 claim	 will often involve	 claim during course 	 A claim of ineffective assistance of counsel will often involve a claim of attorney error "during the course of a legal proceeding"--for example, that counsel failed to raise an objection at trial or to present an argument on appeal
claimant	 criminal_triples/case_15.txt	 claimant	 detained pursuant to	 process 	 See Wallace, supra, at 397 (holding that a claim for false imprisonment under the Fourth Amendment accrues when "the claimant becomes detained pursuant to legal process")
claimed	 criminal_triples/case_15.txt	 evidence technician	 claimed	 that 	 There, an evidence technician tested the pills and got the same negative result, but claimed in his report that one of the pills tested "positive for the probable presence of ecstasy.
claiming	 criminal_triples/case_15.txt	 technician	 lied	 claiming 	 But the technician lied in his report, claiming that one of the pills was "found to be . . . positive for the probable presence of ecstasy.
claims	 criminal_triples/case_13.txt	 deference	 reviewing claims of	 juror bias 	 See Skilling v. United States, 561 U. S. 358, 396 (2010) ("In reviewing claims [of juror bias], the deference due to district courts is at its pinnacle: 'A trial court's findings of juror impartiality may be overturned only for manifest error' " (quoting Mu'Min v. Virginia, 500 U. S. 415, 428 (1991)))
clarify	 criminal_triples/case_18.txt	 Court 's errors	 do clarify	 scope 	 Nor do the Court's identified errors clarify the scope of the "flexibility" we are told States retain in this area
clarifying	 criminal_triples/case_13.txt	 would summary reissuance	 is with	 sentence clarifying 	 In fact, "[a]n appropriately self-respecting response to today's summary vacatur would be summary reissuance of the same opinion," ibid., with a sentence clarifying that the Eleventh Circuit agrees with the District Court's decision on cause
class	 criminal_triples/case_18.txt	 he	 Often was separated from	 rest of class 	 Often, he was separated from the rest of the class and told to draw pictures
classrooms	 criminal_triples/case_18.txt	 CCA	 referred in	 normal classrooms during his school career 	 Addressing that question here, the CCA referred to Moore's education in "normal classrooms during his school career," his father's reactions to his academic challenges, and his sister's perceptions of Moore's intellectual abilities
clause	 criminal_triples/case_16.txt	 clause	 makes	 it felony corruptly or 	 A clause in §7212(a) of the Internal Revenue Code makes it a felony "corruptly or by force" to "endeavo[r] to obstruct or imped[e] the due administration of this title.
clauses	 criminal_triples/case_16.txt	 Internal Revenue Code provision	 has	 two clauses 	 The Internal Revenue Code provision at issue, §7212(a), has two substantive clauses
clear	 criminal_triples/case_11.txt	 Strickland	 made	 clear 	 Strickland made clear that the "result of the proceeding" refers to the outcome of the defendant's criminal prosecution as a whole
clearly	 criminal_triples/case_12.txt	 state trial court 's adjudication	 involved	 unreasonable application of clearly established Federal law 	 As a state prisoner, Madison is entitled to federal habeas relief under the Antiterrorism and Effective Death Penalty Act of 1996 (AEDPA) only if the state trial court's adjudication of his incompetence claim "was contrary to, or involved an unreasonable application of, clearly established Federal law, as determined by" this Court, or else was "based on an unreasonable determination of the facts in light of the evidence presented" in state court
clerk	 criminal_triples/case_14.txt	 District Court clerk	 transmitted	 judgment 	 Without awaiting another appeal notice, the District Court clerk transmitted the amended judgment, five days after its entry, to the Court of Appeals, which filed that judgment on the docket of the appeal from the conviction and sentence already pending in that court
client	 criminal_triples/case_11.txt	 client	 has	 right remain in United States 	 Deportation is always "a particularly severe penalty," Padilla, 559 U. S., at 365 (internal quotation marks omitted), and we have "recognized that 'preserving the client's right to remain in the United States may be more important to the client than any potential jail sentence,' " id., at 368 (quoting St. Cyr, 533 U. S., at 322; alteration and some internal quotation marks omitted); see also Padilla, 559 U. S., at 364 ("[D]eportation is an integral part--indeed, sometimes the most important part--of the penalty that may be imposed on noncitizen defendants who plead guilty to specified crimes.
clinical	 criminal_triples/case_18.txt	 CCA 's consideration	 prevailing	 clinical standards 	 (c) The CCA's consideration of Moore's adaptive functioning also deviated from prevailing clinical standards and from the older clinical standards the CCA deemed applicable
clinically	 criminal_triples/case_18.txt	 individual 's IQ score	 falls within	 clinically established range 	 Rather, in line with Hall, we require that courts continue the inquiry and consider other evidence of intellectual disability where an individual's IQ score, adjusted for the test's standard error, falls within the clinically established range for intellectual-functioning deficits
clinician	 criminal_triples/case_18.txt	 The clinician	 has	 diagnostic focus 	 Compare, e.g., Brief for AAIDD et al. as Amici Curiae 17 ("The clinician's diagnostic focus does not--and cannot--involve any form of 'balancing' deficits against the abilities or strengths which the particular individual may also possess" (emphasis added)) with Hagan, Drogin, & Guilmette, Assessing Adaptive Functioning in Death Penalty Cases after Hall and DSM-5, 44 J. Am
clinicians	 criminal_triples/case_18.txt	 clinicians	 caution against	 reliance on adaptive strengths 	 The CCA also stressed Moore's improved behavior in prison, but clinicians caution against reliance on adaptive strengths developed in controlled settings
close	 criminal_triples/case_18.txt	 IQ score	 is	 close above 	 Hall instructs that, where an IQ score is close to, but above, 70, courts must account for the test's "standard error of measurement.
closed	 criminal_triples/case_20.txt	 act	 is	 closed 	 On the contrary, nothing but the first act of the great drama is closed' ")
coalesced	 criminal_triples/case_15.txt	 ules	 coalesced under	 Fourth Amendment 	 Id., at 274; see id., at 290 (Souter, J., concurring in judgment) ("[R]ules of recovery for such harms have naturally coalesced under the Fourth Amendment")
coerced	 criminal_triples/case_20.txt	 United States	 coerced	 child 	 See, e.g., Himko v. English, 2016 WL 7645584, *1 (ND Fla., Dec. 5, 2016) (a convicted rapist and registered sex offender "contacted a sixteen-year-old girl using . . . Facebook" and then exchanged explicit text messages and photographs with her), report and recommendation adopted, 2017 WL 54246 (Jan. 4, 2017); Roberts v. United States, 2015 WL 7424858, *2-*3 (SD Ohio, Nov. 23, 2015) (the defendant "met a then 14-year-old child online via a social networking website called vampirefreaks.com" and then enticed the child to his home and "coerced the child to perform oral sex on him"), report and recommendation adopted, 2016 WL 112647 (Jan. 8, 2016), certificate of appealability denied, No. 16-3050 (CA6 June 15, 2016); State v. Murphy, 2016-0901, p. 3 (La
cognizant	 criminal_triples/case_13.txt	 Court	 is cognizant of	 weakness of Tharpe 's claims 	 The Court is cognizant of the weakness of Tharpe's claims
collateral	 criminal_triples/case_11.txt	 Guilty pleas	 are therefore entitled to	 protections against collateral attack 	 Guilty pleas, like completed trials, are therefore entitled to the protections against collateral attack that the Strickland prejudice standard affords
collect	 criminal_triples/case_16.txt	 Secretary	 collect	 taxes 	 And it authorizes the Secretary to collect and levy taxes
collection	 criminal_triples/case_16.txt	 Levy	 refers to	 specific mode of collection 	 Levy refers to "a specific mode of collection under which the Secretary of the Treasury distrains and seizes a recalcitrant taxpayer's property.
collectors	 criminal_triples/case_16.txt	 authority	 vested in	 tax collectors 	 In doing so, it failed to heed what this Court recognized in a similar case: "[T]he authority vested in tax collectors may be abused, as all power is subject to abuse
colloquy	 criminal_triples/case_11.txt	 Lee	 demonstrated as	 much at his plea colloquy d 	 Lee demonstrated as much at his plea colloquy: When the judge warned him that a conviction "could result in your being deported," and asked "[d]oes that at all affect your decision about whether you want to plead guilty or not," Lee answered "Yes, Your Honor.
combat	 criminal_triples/case_20.txt	 State	 seeks	 combat 	 They stated that the law impermissibly "creates a criminal prohibition of alarming breadth and extends well beyond the evils the State seeks to combat.
come	 criminal_triples/case_17.txt	 It	 will come as	 surprise 	 It will come as a nasty surprise to Alabama that the Court has ruled against it on the very question we declined to review--and without giving the State a fair chance to respond.
commencement	 criminal_triples/case_11.txt	 it	 deferred	 commencement 	 Based on that assurance, Lee accepted the plea and the District Court sentenced him to a year and a day in prison, though it deferred commencement of Lee's sentence for two months so that Lee could manage his restaurants over the holiday season
commences	 criminal_triples/case_15.txt	 deprivation	 occurs	 legal process commences 	 And so too, a later decision indicates, those objecting to a pretrial deprivation of liberty may invoke the Fourth Amendment when (as here) that deprivation occurs after legal process commences
comment	 criminal_triples/case_20.txt	 comment function	 is	 undoubtedly appears 	 And since a comment function is undoubtedly a "mechanis[m] to communicate with other users," ibid., it appears to follow that any website with such a function satisfies this requirement
comments	 criminal_triples/case_15.txt	 we	 remand issue with	 following brief comments 	 But with the following brief comments, we remand that issue to the court below
commercial	 criminal_triples/case_20.txt	 commercial social networking Web site	 is	 defined 	 A "commercial social networking Web site" is defined as a website that meets four criteria
commission	 criminal_triples/case_17.txt	 counsel	 also received	 updated records from commission 's evaluation 	 Just before the hearing, counsel also received updated records from the commission's evaluation and previously subpoenaed mental health records from the Alabama Department of Corrections
committing	 criminal_triples/case_13.txt	 Tharpe	 committing	 two capital felonies 	 As aggravating factors, the jury found that Tharpe murdered Freeman while committing two other capital felonies--the aggravated kidnapings of his wife and Freeman--and that the murder was outrageously or wantonly vile, horrible, or inhuman
common	 criminal_triples/case_15.txt	 court	 should look to	 common law of torts 	 In doing so, the court should look to the common law of torts for guidance, Carey v. Piphus, 435 U. S. 247, 257-258, while also closely attending to the values and purposes of the constitutional right at issue
commonplace	 criminal_triples/case_20.txt	 law	 applies to	 commonplace networking sites 	 First, while the Court need not decide the statute's precise scope, it is enough to assume that the law applies to commonplace social networking sites like Facebook, LinkedIn, and Twitter
communicate	 criminal_triples/case_20.txt	 comment section	 Finally is mechanism	 users communicate 	 Finally (4), the back-and-forth comment section is a mechanism for users to communicate among themselves
communicating	 criminal_triples/case_20.txt	 internet	 unavailable ways	 communicating 	 First, children often use the internet in a way that gives offenders easy access to their personal information--by, for example, communicating with strangers and allowing sites to disclose their location.1 Second, the internet provides previously unavailable ways of communicating with, stalking, and ultimately abusing children
communication	 criminal_triples/case_16.txt	 attempt	 is	 where corruptly by force by communication made 	 It says that §7212 "covers all cases where the officer is intimidated or injured; that is, where corruptly, by force or threat of force, directly or by communication, an attempt is made to impede the administration of the internal-revenue laws.
community	 criminal_triples/case_18.txt	 Atkins	 be informed by	 community 's framework 	 While Atkins and Hall left to the States "the task of developing appropriate ways to enforce" the restriction on executing the intellectually disabled, Hall, 572 U. S., at ___ (internal quotation marks omitted), States' discretion is not "unfettered," id., at ___, and must be "informed by the medical community's diagnostic framework," id., at ___-___
company	 criminal_triples/case_16.txt	 he	 used	 company 's income 	 He also admitted that he shredded documents, did not keep track of the company's income or expenses, and used the company's income for personal bills
compared	 criminal_triples/case_11.txt	 See	 was favorable one to	 defendant compared 	 See id., at 129 (describing the State's case as "formidable" and observing that "[t]he bargain counsel struck" in the plea agreement was "a favorable one" to the defendant compared to what might have happened at trial)
comparison	 criminal_triples/case_15.txt	 prosecution	 were	 comparison 	 And even if malicious prosecution were the better comparison, the City continues, a court should decline to adopt that tort's favorable-termination element and associated accrual rule in adjudicating a §1983 claim involving pretrial detention
compelled	 criminal_triples/case_20.txt	 I	 am compelled	 it sweeps 	 I am therefore compelled to conclude that, while the law before us addresses a critical problem, it sweeps far too broadly to satisfy the demands of the Free Speech Clause.1
compensate	 criminal_triples/case_19.txt	 Exoneration Act	 compensate	 defendant for loss of her liberty 	 Colorado argued on brief that if the Exoneration Act provides sufficient process to compensate a defendant for the loss of her liberty, the Act should also suffice "when a defendant seeks compensation for the less significant deprivation of monetary assessments paid pursuant to a conviction that is later overturned.
compensation	 criminal_triples/case_19.txt	 their property	 compensation for	 its temporary deprivation 	 But Nelson and Madden seek the return of their property, not compensation for its temporary deprivation
competency	 criminal_triples/case_17.txt	 connection	 is with	 his competency 	 470 U. S., at 71-73 (state experts who examined Ake and testified he was dangerous evaluated him only in connection with his competency to stand trial)
competing	 criminal_triples/case_19.txt	 long practice	 has struck	 balance between competing interests of State 	 Where long practice has struck a particular balance between the competing interests of the State and those charged with crimes, we should not lightly disturb that determination
completed	 criminal_triples/case_17.txt	 majority	 completed	 detour 	 Having completed an arduous detour around the question that we agreed to decide, the majority encounters an inconvenient roadblock: The Court of Appeals has already determined that any error of the sort the majority identifies today was harmless
