(February 29 2016, Decided at_time, June 27 2016)
(person, Second can or recklessly harm, particular person)
(person, can harm, particular person)
(person, can or harm person as, result of force)
(person, can harm object as, result)
(person, can intentionally or recklessly harm, particular person)
(person, Second can harm, person)
(person, can or harm, object)
(person, Second can intentionally or harm, object)
(person, can or recklessly harm person as, result)
(person, can intentionally or recklessly harm, object)
(person, can intentionally or harm person as, result of force)
(person, Second can or harm person as, result of force)
(person, Second can or recklessly harm object as, result)
(person, can intentionally or harm, person)
(person, can intentionally or harm, particular person)
(person, Second can intentionally or harm object as, result)
(person, can intentionally or harm object as, result)
(person, can intentionally or recklessly harm, person)
(person, can or recklessly harm, object)
(person, Second can harm person as, result of force)
(person, can harm object as, result of force)
(person, can intentionally or harm person as, result)
(person, Second can intentionally or harm object as, result of force)
(person, can or harm, particular person)
(person, Second can or recklessly harm person as, result)
(person, can or recklessly harm, person)
(person, can or recklessly harm person as, result of force)
(person, Second can or recklessly harm, object)
(person, can intentionally or recklessly harm object as, result of force)
(person, can or recklessly harm object as, result)
(person, Second can intentionally or harm, particular person)
(person, Second can intentionally or recklessly harm, person)
(person, can intentionally or recklessly harm person as, result)
(person, can intentionally or recklessly harm person as, result of force)
(person, Second can intentionally or harm person as, result of force)
(person, Second can intentionally or recklessly harm person as, result of force)
(person, Second can or harm, person)
(person, can intentionally or harm, object)
(person, Second can or recklessly harm, person)
(person, Second can harm object as, result)
(person, Second can intentionally or recklessly harm, particular person)
(person, Second can or recklessly harm object as, result of force)
(person, Second can or harm, object)
(person, Second can or harm, particular person)
(person, can harm person as, result)
(person, Second can intentionally or recklessly harm, object)
(person, Second can intentionally or harm person as, result)
(person, can or recklessly harm object as, result of force)
(person, thereby applying, force)
(person, thereby recklessly applying force to, person)
(person, could throw, punch)
(person, recklessly applying, force)
(baseball bat, applying, force)
(baseball bat, recklessly applying force to, person)
(baseball bat, applying force to, person)
(person, thereby applying force to, person)
(baseball bat, recklessly applying, force)
(person, thereby recklessly applying, force)
(person, could swing baseball bat close to, too someone)
(person, could swing, baseball bat)
(baseball bat, thereby applying force to, person)
(person, could swing baseball bat close to, someone)
(person, could throw punch at, person)
(person, recklessly applying force to, person)
(baseball bat, thereby applying, force)
(baseball bat, thereby recklessly applying force to, person)
(person, could throw punch at, particular person)
(person, applying force to, person)
(person, applying, force)
(baseball bat, thereby recklessly applying, force)
(different mental states, give rise to, three categories of conduct)
(different states, give rise to, three relevant categories)
(different states, give rise to, three categories of conduct)
(states, give rise to, three relevant categories)
(mental states, give rise to, three relevant categories of conduct)
(states, give rise to, three relevant categories of conduct)
(different states, give rise to, three relevant categories of conduct)
(different mental states, give, rise)
(mental states, give rise to, three relevant categories)
(states, give, rise)
(mental states, give rise to, three categories of conduct)
(mental states, give rise to, three categories)
(different mental states, give rise to, three categories)
(different mental states, give rise to, three relevant categories)
(different states, give, rise)
(states, give rise to, three categories)
(different mental states, give rise to, three relevant categories of conduct)
(states, give rise to, three categories of conduct)
(different states, give rise to, three categories)
(mental states, give, rise)
(person, intentionally apply, force)
(person, apply, force)
(person, might create, force)
(person, intentionally apply force against, object)
(person, might intentionally create, force)
(person, apply force against, object)
(kick, recklessly hitting, piece)
(person, might create, force)
(person, might also intentionally create, force)
(kick, hitting, piece of furniture)
(kick, hitting, piece)
(kick, is in, air)
(kick, recklessly hitting, piece of furniture)
(person, might intentionally create, force)
(person, might also create, force)
(use, most naturally refers In, my view)
(person, intentionally creates, force)
(person, creates, force)
(use, refers In, my view)
(use, naturally refers In, my view)
(person, intentionally creates, force)
(person, applies, it)
(person, creates, force)
(person, recklessly applies, it)
(conduct, constitutes, use of force)
(reckless conduct, constitutes, use of force)
(I, part, ways)
(conduct, use of, physical force)
(conduct, constitutes, use)
(I, part, ways with majority 's conclusion)
(conduct, use of, force)
(person, creates, force)
(conduct, constitutes, use of physical force)
(reckless conduct, constitutes, use)
(reckless conduct, use of, physical force)
(reckless conduct, use of, force)
(reckless conduct, constitutes, use of physical force)
(ways, is with, majority 's conclusion)
(majority, with, conclusion)
(person, recklessly creates, force)
(force, harm, particular person)
(force, harm, person)
(person, unleashes, force)
(person, intentionally unleashes, force)
(cases, constitute, use under § 921)
(cases, constitute, use)
(cases, use of, force)
(cases, use under, § 921)
(cases, use of, physical force)
(cases, constitute, use of physical force)
(cases, constitute, use of force under § 921)
(cases, constitute, use of physical force under § 921)
(cases, constitute, use of force)
(cases, use under, 33)
(law, traditionally treats, conduct)
(law, traditionally treats conduct, intended in two circumstances)
(law, treats conduct, intended in two circumstances)
(law, traditionally treats conduct, intended)
(law, treats conduct, intended)
(law, treats, conduct)
(law, intended in, two circumstances)
(conduct, is, intentional)
(conduct, is, First intentional)
(actor, produce, specific result)
(actor, produce, result)
(he, knows with, practical certainty)
(result, follow from, his conduct)
(he, knows with, certainty)
(Torts § 8A, of Restatement is, Second)
(15, at Restatement is, Comment b)
(15, at Restatement is, Second)
(he, is, certain)
(his friend, be, injured)
(move, is, so dangerous)
(move, is, dangerous)
(he, is, practically certain)
(he, even acted with, only knowledge)
(his friend, be, injured)
(person, injure, his friend)
(he, acted with, knowledge)
(he, acted with, only knowledge)
(person, intended Under, common law)
(he, even acted with, knowledge)
(person, intended Under, law)
(type, Thus is use of, force)
(type, is, use)
(type, Thus is still use of, force)
(person, acts rather than, knowingly purposefully)
(type, is, still use)
(conduct, type of is, Thus still use)
(type, Thus is still use of, physical force)
(type, is still use of, force)
(type, is use of, physical force)
(conduct, type of is, still use)
(conduct, type of is, Thus use)
(conduct, type of is, use)
(type, is still use of, physical force)
(type, Thus is use of, physical force)
(type, is, Thus still use)
(type, is, Thus use)
(type, is use of, force)
(person, acts rather than, purposefully)
(majority, gives, two examples)
(person, throws plate in, anger)
(person, throws, plate)
(person, throws plate against, wall his wife is standing)
(person, throws plate against, wall where his wife is standing)
(shard, injures, her)
(close, is with, behind effect of catch her fingers in jamb)
(catch her fingers, is in, jamb)
(Door Slammer, slams door following, close)
(Door Slammer, slams, door shut with his girlfriend)
(Door Slammer, slams door following, close behind with effect)
(Door Slammer, slams door following, close behind with effect of catch her fingers in jamb)
(Door Slammer, slams, door)
(Door Slammer, slams door following, close behind with effect of catch her fingers)
(Door Slammer, slams, door shut)
(they, Thus employed, force)
(they, employed, force)
(they, intentionally employed, force)
(they, recklessly caused, injury)
(they, Thus intentionally employed, force)
(they, recklessly caused injury with, force)
(they, caused, injury)
(they, recklessly caused, physical injury)
(they, caused, physical injury)
(they, caused injury with, force)
(Door Slammer, has used, force)
(Angry Plate Thrower, has used, force against plate)
(Angry Plate Thrower, has used, force)
(Door Slammer, has used against, door)
(Door Slammer, has used force against, door)
(use, be, committed)
(use, be committed by, someone)
(use, comes within, ii)
(having, relationship with, victim)
(having, familial relationship with, victim)
(familial relationship, is with, victim)
(use, comes within, 33)
(physical force, use of be, family member)
(use, be against, family member)
(force, use of be, family member)
(husband, throws, plate)
(husband, scare, her)
(husband, throws plate at, wall near his wife)
(husband, throws plate at, wall)
(contact, is with, her person)
(it, becomes, battery)
(first person, has, criminal intent toward second)
(349-350, at LaFave is, supra)
(Black, has, Law)
(person, acts in, manner)
(law, will impute, that)
(person, acts in, violent manner)
(law, Thus will impute, that)
(law, will often impute, that)
(law, Thus will often impute, that)
(Congress, legislates against, backdrop)
(Congress, legislates against, backdrop of common law)
(Congress, legislates against, backdrop of law)
(cases, would qualify as, use of physical force against family member .4)
(cases, would qualify as, use of physical force)
(cases, would qualify as, use)
(cases, would qualify as, use of force)
(cases, would qualify as, use of force against family member .4)
(majority, for, approach)
(distraction, causes father to, rear end)
(distraction, causes, father)
(distraction, causes father to, end)
(accident, causes, police officer 's car)
(police officer, has, car)
(S. W., 3d, 88 Tex.)
(385 S. W., 3d, 88 Tex.)
(harm, were, reckless)
(harm, were, In cases reckless)
(resulting harm, were, In cases reckless)
(harm, were reckless In, cases)
(resulting harm, were reckless In, cases)
(resulting harm, were, reckless)
(§ 921, of reading is, ii)
(majority, 's reading is, ii)
(majority, Under, reading of § 921)
(they, active employment of, something)
(they, employment of, something)
(they, employment of, something for purpose)
(they, employment of, something for particular purpose)
(they, active employment of, something for particular purpose)
(they, active employment of, something for purpose)
(force, harm, their family members)
(force, harm, family members)
(person, commits, violent act)
(person, act against, family member)
(person, violent act against, family member)
(person, commits, act)
(person, commits, act against family member)
(person, intentionally commits, act against family member)
(person, intentionally commits, act)
(person, commits, violent act against family member)
(person, intentionally commits, violent act)
(person, intentionally commits, violent act against family member)
(majority 's definition, is, overbroad)
(majority 's definition, is, Accordingly overbroad)
(majority, has, definition)
(majority, reaching, its contrary conclusion)
(majority, reaching, its conclusion)
(majority, confuses, concepts)
(majority, confuses, various concepts)
(majority, decides, discussed)
(majority, First decides, discussed)
(law, will impute, that)
(majority, perhaps rein in, its overly broad conception of use of force)
(majority, Second rein in, its broad conception of use)
(majority, Second perhaps rein in, its overly broad conception of use)
(majority, Second perhaps rein in, its conception of use)
(majority, Second rein in, its conception of use of force)
(majority, perhaps rein in, its broad conception of use of force)
(majority, perhaps rein in, its conception of use of force)
(majority, perhaps rein in, its overly broad conception)
(majority, Second rein in, its conception of use)
(majority, rein in, its overly broad conception of use)
(majority, Second rein in, its overly broad conception of use)
(majority, Second rein in, its broad conception of use of force)
(majority, Second perhaps rein in, its conception)
(majority, rein in, its broad conception of use of force)
(majority, Second perhaps rein in, its overly broad conception)
(majority, Second perhaps rein in, its broad conception of use of force)
(majority, perhaps rein in, its conception of use)
(majority, rein in, its conception of use)
(majority, rein in, its overly broad conception)
(majority, Second perhaps rein in, its conception of use of force)
(majority, perhaps rein in, its conception)
(volitional, constitute, uses of force)
(majority, Second perhaps rein in, its broad conception)
(majority, rein in, its overly broad conception of use of force)
(majority, Second rein in, its overly broad conception)
(majority, perhaps rein in, its broad conception of use)
(majority, Second perhaps rein in, its overly broad conception of use of force)
(majority, Second rein in, its conception)
(majority, Second rein in, its broad conception)
(volitional, constitute uses at, 6)
(majority, perhaps rein in, its broad conception)
(majority, Second perhaps rein in, its broad conception of use)
(majority, rein in, its broad conception of use)
(volitional, constitute, uses)
(majority, Second rein in, its overly broad conception of use of force)
(majority, rein in, its broad conception)
(majority, rein in, its conception of use of force)
(majority, rein in, its conception)
(majority, perhaps rein in, its overly broad conception of use)
(portions, conflate, conduct with mens rea)
(portions, misapprehends, meaning)
(portions, conflate, volitional conduct with intentional mens rea)
(majority, of, analysis)
(volitional conduct, is with, intentional mens rea)
(portions, misapprehends, relevant meaning)
(portions, misapprehends, meaning of accident)
(portions, misapprehends, relevant meaning of accident)
(portions, conflate, conduct with intentional mens rea)
(portions, conflate, conduct)
(portions, conflate, volitional conduct with mens rea)
(portions, conflate, volitional conduct)
(majority, overlooking, difference between mens rea for force)
(majority, blurs, distinction)
(majority, overlooking, difference)
(majority, blurs, distinction between recklessness)
(majority, overlooking, difference between mens rea)
(majority, is saying, that)
(majority, Put in, language)
(majority, Put in, language of mens rea)
(majority, fails, explain)
(majority, gives, Angry Plate Thrower)
(majority, gives, Door Slammer)
(Model Penal Code, has, influence)
(reckless assault, includes, recklessly caused physical injury)
(assault, includes, recklessly caused physical injury)
(Policeman, are guilty of, assault)
(Policeman, are guilty as, Angry Plate Thrower)
(Reckless Policeman, are, as guilty as Angry Plate Thrower)
(Reckless Policeman, are, as guilty of assault as Angry Plate Thrower)
(Text-Messaging Dad, are, guilty)
(Reckless Policeman, are, guilty of assault)
(Reckless Policeman, are, guilty of assault as Angry Plate Thrower)
(Policeman, are as guilty of, assault)
(Policeman, are, guilty)
(Reckless Policeman, are as guilty of, assault)
(Reckless Policeman, are, guilty)
(Policeman, are, as guilty of assault)
(Policeman, are, as guilty of assault as Angry Plate Thrower)
(Text-Messaging Dad, are guilty as, Angry Plate Thrower)
(Reckless Policeman, are, as guilty)
(Policeman, are, as guilty as Angry Plate Thrower)
(Reckless Policeman, are, as guilty of assault)
(Policeman, are, guilty as Angry Plate Thrower)
(Text-Messaging Dad, are as guilty as, Angry Plate Thrower)
(Policeman, are, guilty of assault)
(Reckless Policeman, are guilty as, Angry Plate Thrower)
(Reckless Policeman, are guilty of, assault)
(Text-Messaging Dad, are, as guilty of assault as Angry Plate Thrower)
(Text-Messaging Dad, are guilty of, assault)
(Text-Messaging Dad, are, as guilty)
(Text-Messaging Dad, are as guilty of, assault)
(Policeman, are, as guilty)
(Text-Messaging Dad, are, guilty of assault as Angry Plate Thrower)
(Reckless Policeman, are as guilty as, Angry Plate Thrower)
(Policeman, are, guilty of assault as Angry Plate Thrower)
(Policeman, are as guilty as, Angry Plate Thrower)
(Reckless Policeman, are, guilty as Angry Plate Thrower)
(person, has used, force)
(person, acts with, purpose)
(majority, has, examples)
(person, has intentionally used, force)
(force, is, involved)
(harm, conduct, that)
(intentional wrong, is, designed)
(wrong, inflict, harm)
(intentional wrong, inflict, harm)
(wrong, is, designed)
(Torts, of Restatement is, Second)
(590, at § is, Comment f)
(recklessness, looks, former suffices for use of force)
(recklessness, looks, former suffices)
(majority, of, analysis)
(recklessness, looks, former suffices for use)
(recklessness, looks enough, former suffices for use)
(recklessness, looks enough, former suffices for use of force)
(recklessness, looks enough, former suffices)
(former, suffices, latter does)
(former, suffices, just latter does)
(former, suffices for, use)
(former, suffices for, use of force)
(he, intentionally produces, result)
(person, acts with, certainty)
(person, acts with, practical certainty)
(he, produces, result)
(law, explained above, supra)
(law, explained at, 7)
(person, acts with, knowledge)
(people, rarely have, certitude)
(people, have, perfect certitude)
(people, rarely have certitude in, ordinary life)
(people, rarely have certitude in, life)
(people, have certitude in, life)
(people, rarely have, perfect certitude)
(people, have certitude in, ordinary life)
(people, have, certitude)
(actor 's conduct, loses, character of intent)
(actor, has, conduct)
(actor 's conduct, loses, character)
(actor 's conduct, loses character, probability decreases)
(actor 's conduct, becomes, recklessness)
(actor 's conduct, becomes, mere recklessness)
(Torts § 8A, of Restatement is, Second)
(15, at Restatement is, Comment b)
(15, at Restatement is, Second)
(distinction, defining, use)
(distinction, is, key)
(he, has actively employed, force for instrumental purpose)
(he, employ, force)
(he, force for, purpose)
(he, force for, instrumental purpose)
(he, cause, harm)
(he, has actively employed, force)
(person, acts with, certainty)
(he, has employed, force for purpose)
(he, has actively employed, force for purpose)
(he, has employed, force for instrumental purpose)
(he, has employed, force)
(person, acts with, practical certainty)
(injury, is, accidental)
(accidental byproduct, is In, case of reckless wrongdoing)
(he, actively employ, thing)
(person, acts with, certainty)
(intent, will, in law will imputed)
(person, acts with, practical certainty)
(intent, will, will imputed)
(he, employ, thing)
(majority, adds, two additional requirements)
(majority, limit, its definition)
(majority, limit, its definition of use)
(majority, adds, two requirements)
(neither, will limit, breadth of majority 's adopted understanding)
(neither, will limit, breadth of majority 's adopted understanding of use of force)
(neither, will limit, breadth of majority 's adopted understanding of use)
(neither, breadth of, majority 's adopted understanding of use of physical force)
(neither, will limit, breadth of majority 's understanding of use of physical force)
(requirements, will cause, confusion)
(majority, of, adopted understanding of use of physical force)
(neither, breadth of, majority 's adopted understanding of use of force)
(additional requirements, will cause, confusion)
(neither, breadth of, majority 's understanding)
(neither, will limit, breadth of majority 's understanding of use)
(neither, breadth of, majority 's adopted understanding of use)
(neither, will limit, breadth of majority 's understanding)
(neither, breadth of, majority 's adopted understanding)
(neither, breadth of, majority 's understanding of use of force)
(neither, will limit, breadth of majority 's adopted understanding of use of physical force)
(neither, will limit, breadth of majority 's understanding of use of force)
(neither, breadth of, majority 's understanding of use)
(neither, breadth of, majority 's understanding of use of physical force)
(neither, will limit, breadth)
(majority, provides, two examples)
(his grip, person with, soapy hands)
(person, loses, his grip)
(his grip, person with, hands)
(person, is with, soapy hands)
(he, hold, open)
(he, is trying, hold)
(he, is trying, hold for his girlfriend)
(he, hold for, his girlfriend)
(majority, In, view)
(majority, distinguishes act requirement with respect to, consequences)
(majority, distinguishes, act requirement from state of intention)
(majority, distinguishes act requirement with respect to, harmful consequences)
(majority, distinguishes, volitional act requirement from state of intention)
(majority, distinguishes, act requirement from mental state of intention)
(majority, distinguishes act requirement with respect to, consequences of his conduct)
(majority, distinguishes, act requirement from mental state)
(majority, distinguishes, volitional act requirement from state)
(majority, distinguishes act requirement with respect to, consequences of his volitional conduct)
(majority, distinguishes, volitional act requirement from mental state of intention)
(majority, distinguishes act requirement with respect to, harmful consequences of his conduct)
(majority, distinguishes, volitional act requirement from mental state)
(majority, distinguishes, volitional act requirement)
(majority, distinguishes, act requirement)
(majority, distinguishes, act requirement from state)
(majority, distinguishes act requirement with respect to, harmful consequences of his volitional conduct)
(he, hurl plate at, his wife)
(he, hurl plate at, wife)
(majority 's use, is inconsistent with, its legal definition)
(majority 's use, is inconsistent with, its definition)
(majority 's use, is inconsistent with, its traditional legal definition)
(majority, has, use of volitional)
(majority 's use, is, inconsistent)
(majority 's use, is inconsistent with, its traditional definition)
(wife, on, foot)
(act, is, voluntary)
(n act, is, voluntary contraction)
(n act, is voluntary contraction of, muscles)
(n act, is, used)
(n act, is, ordinarily used)
(n act, is, contraction)
(n act, is contraction of, muscles)
(they, be, unwilled movements)
(they, be, movements)
(they, be, muscular movements)
(they, would need, muscular movements)
(they, would need, movements)
(they, be, unwilled muscular movements)
(they, would need, unwilled muscular movements)
(they, would need, unwilled movements)
(majority, has confounded, mens rea)
(majority, has confounded mens rea, calling)
(majority, has confounded, mens rea generally necessary)
(force, is in, cases)
(majority, has confounded, minimum mens rea)
(majority, has confounded, minimum mens rea necessary)
(majority, has confounded, mens rea necessary)
(majority, calling, force nonvolitional)
(majority, calling, force in cases nonvolitional)
(majority, has confounded, minimum mens rea generally necessary)
(requirement, poses, dilemma)
(requirement, poses, dilemma for majority)
(assault, is in, States)
(example, speeding through, intersection)
(majority, has, rule)
(majority, must accept, majority 's rule is)
(Text-Messaging Dad, using, force against his son)
(Text-Messaging Dad, is, guilty)
(Text-Messaging Dad, using, force)
(Text-Messaging Dad, is, as guilty)
(majority 's rule, include, reckless assault)
(use, be intentional, act of violence results)
(use, be intentional, even intentional act of violence results in)
(use, be intentional, even intentional act results in)
(use, be intentional, even intentional act results)
(use, be intentional, intentional act of violence results in)
(use, be intentional, even act of violence results)
(use, be intentional, even act of violence results in)
(use, be intentional, intentional act results)
(its act requirement, is, requirement)
(use, be intentional, act results in)
(its volitional act requirement, is, actually requirement)
(use, be intentional, intentional act of violence results)
(use, be intentional, act of violence results in)
(use, be intentional, even act results in)
(its act requirement, is, actually requirement)
(use, be intentional, even act results)
(use, be, intentional)
(use, be intentional, intentional act results in)
(use, be intentional, act results)
(its volitional act requirement, is, requirement)
(use, be intentional, even intentional act of violence results)
(majority, refuses of, course)
(majority, refuses, do)
(majority, refuses, do so)
(majority, is, Thus left)
(assault, use under, § 921)
(assault, use under, 33)
(majority, misapplying, principles of law)
(majority, misapplying, basic principles of criminal law)
(majority, is, left)
(majority, misapplying, principles of criminal law)
(majority, misapplying, basic principles of law)
(majority, misapplying, principles)
(majority, misapplying, basic principles)
(majority, has, attempt distinguish from accident)
(someone, was, blameless)
(someone, was blameless for, example)
(result, was, unintended)
(car accident, is accident, driver acted negligently)
(car accident, is accident, just driver acted)
(car accident, is accident, just driver acted negligently)
(car accident, is, accident)
(car accident, is accident, driver acted)
(mere accident, rein in, majority 's understanding)
(accident, rein in, majority 's overly broad understanding of use of physical force)
(majority, in, overly broad understanding of use of physical force)
(accident, rein in, majority 's overly broad understanding)
(accident, rein in, majority 's overly broad understanding of use of force)
(mere accident, rein in, majority 's broad understanding of use of force)
(mere accident, rein in, majority 's broad understanding of use)
(mere accident, rein in, majority 's overly broad understanding of use of force)
(accident, rein in, majority 's understanding)
(mere accident, rein in, majority 's understanding of use of force)
(mere accident, rein in, majority 's broad understanding of use of physical force)
(accident, rein in, majority 's broad understanding of use)
(accident, rein in, majority 's broad understanding)
(accident, rein in, majority 's understanding of use)
(mere accident, rein in, majority 's understanding of use of physical force)
(mere accident, rein in, majority 's overly broad understanding of use)
(mere accident, rein in, majority 's overly broad understanding of use of physical force)
(accident, rein in, majority 's understanding of use of physical force)
(accident, rein in, majority 's understanding of use of force)
(mere accident, rein in, majority 's understanding of use)
(accident, rein in, majority 's overly broad understanding of use)
(accident, rein in, majority 's broad understanding of use of physical force)
(mere accident, rein in, majority 's broad understanding)
(accident, rein in, majority 's broad understanding of use of force)
(mere accident, rein in, majority 's overly broad understanding)
(different language, in A is, ii)
(Congress, wanted in, reckless conduct)
(§ 921 A, is in, different language)
(anyone, convicted under, state law)
(language, tracking, Model Penal Code)
(offense, have, use of physical force)
(Congress, instead defined misdemeanor crime, requiring)
(Congress, instead defined, misdemeanor crime)
(offense, use of, force)
(Congress, instead defined, misdemeanor crime of domestic violence)
(Congress, defined, misdemeanor crime)
(Congress, defined misdemeanor crime, requiring)
(offense, use of, physical force)
(offense, have, use of force)
(Congress, defined, misdemeanor crime of violence)
(Congress, defined, misdemeanor crime of domestic violence)
(offense, have, use)
(Congress, instead defined, misdemeanor crime of violence)
(use, has, well-understood meaning applying only to intentional acts)
(use, has, meaning)
(use, has, meaning applying only to acts)
(use, has, well-understood meaning applying to acts designed)
(use, has, well-understood meaning applying only to intentional acts designed)
(use, has, meaning applying to acts)
(use, has, well-understood meaning)
(use, has, well-understood meaning applying to intentional acts)
(use, has, well-understood meaning applying to intentional acts designed)
(use, has, meaning applying to intentional acts designed)
(use, has, well-understood meaning applying only to acts)
(use, has, well-understood meaning applying to acts)
(use, has, meaning applying only to acts designed)
(use, has, well-understood meaning applying only to acts designed)
(use, has, meaning applying)
(use, has, meaning applying to acts designed)
(use, has, well-understood meaning applying)
(use, has, meaning applying only to intentional acts)
(use, has, meaning applying only to intentional acts designed)
(use, has, meaning applying to intentional acts)
(doubt, remains over, reading of use)
(majority, reading, statute)
(doubt, remains over, reading)
(doubt, remains over, reading of use of physical force)
(doubt, remains over, reading of use of force)
(It, imposes lifetime ban for, intentional nonconsensual)
(It, imposes lifetime ban for, nonconsensual)
(It, imposes lifetime ban for, nonconsensual touching of family member)
(It, imposes lifetime ban for, nonconsensual of family member)
(It, imposes lifetime ban for, intentional nonconsensual of family member)
(It, imposes lifetime ban for, single nonconsensual)
(It, imposes lifetime ban for, nonconsensual touching)
(It, imposes lifetime ban for, single nonconsensual touching of family member)
(It, imposes lifetime ban for, intentional nonconsensual touching of family member)
(It, imposes lifetime ban for, single intentional nonconsensual)
(It, imposes lifetime ban for, single intentional nonconsensual touching)
(It, imposes, lifetime ban)
(It, imposes, lifetime ban on gun ownership)
(It, imposes lifetime ban for, single nonconsensual touching)
(It, imposes lifetime ban for, single intentional nonconsensual of family member)
(It, imposes lifetime ban for, intentional nonconsensual touching)
(It, imposes lifetime ban for, single intentional nonconsensual touching of family member)
(It, imposes lifetime ban for, single nonconsensual of family member)
(she, is cited under, ordinance)
(she, is, cited by police under local ordinance)
(she, is, cited)
(she, is cited by, police)
(she, is cited under, local ordinance)
(she, is, cited by police under ordinance)
(majority, expand, that)
(554 U. S. 570 624 627 635 2008, is In, District of Columbia)
(right, is, fundamental)
(595, at Heller is, 554 U. S.)
(States, have imposed, narrow limitations)
(States, have imposed limitations on, individual 's exercise)
(States, have imposed, limitations)
(individual, on, exercise of right keep)
(laws, divest, individual)
(laws, divest, individual of his Second Amendment rights)
(laws, broadly divest, individual of his Amendment rights)
(laws, however broadly divest, individual)
(laws, divest, individual of his Amendment rights)
(laws, however divest, individual of his Second Amendment rights)
(laws, however divest, individual)
(laws, however divest, individual of his Amendment rights)
(laws, broadly divest, individual of his Second Amendment rights)
(laws, however broadly divest, individual of his Second Amendment rights)
(laws, however broadly divest, individual of his Amendment rights)
(laws, broadly divest, individual)
(Heller, approved in, dicta)
(individual, has, right keep)
(It, imposes, lifetime ban)
(27 CFR, §, 2015)
(CFR, §, 2015)
(individuals, right to, trial)
(majority, expands, § 922 9 's sweep)
(conviction, can trigger, lifetime ban)
(conviction, can now trigger, lifetime ban)
(single conviction, can now trigger lifetime ban Under, majority 's reading)
(majority, Under, reading)
(single conviction, can trigger, lifetime ban)
(single conviction, can trigger lifetime ban Under, majority 's reading)
(single conviction, can now trigger, lifetime ban on gun ownership)
(single conviction, can now trigger, lifetime ban)
(conviction, can trigger lifetime ban Under, majority 's reading)
(conviction, can trigger, lifetime ban on gun ownership)
(conviction, can now trigger, lifetime ban on gun ownership)
(conviction, can now trigger lifetime ban Under, majority 's reading)
(single conviction, can trigger, lifetime ban on gun ownership)
(it, may, may true)
(such incidents, are, prosecuted)
(incidents, are, prosecuted)
(such incidents, are, rarely prosecuted)
(incidents, are, rarely prosecuted)
(person, lose by, single conviction for infraction punishable by fine)
(person, lose by, conviction for infraction punishable only by fine)
(person, lose forever by, single conviction for infraction punishable by fine)
(person, lose forever by, single conviction)
(person, lose forever by, single conviction for infraction)
(person, lose by, conviction)
(person, lose by, single conviction)
(person, lose forever by, conviction for infraction)
(person, lose by, single conviction for infraction)
(person, lose forever by, conviction for infraction punishable)
(person, lose by, conviction for infraction punishable by fine)
(person, lose forever by, conviction for infraction punishable only by fine)
(person, lose by, conviction for infraction punishable)
(person, lose by, single conviction for infraction punishable)
(person, lose forever by, conviction)
(person, lose forever by, conviction for infraction punishable by fine)
(person, lose forever by, single conviction for infraction punishable only by fine)
(person, lose forever by, single conviction for infraction punishable)
(person, lose by, single conviction for infraction punishable only by fine)
(person, lose by, conviction for infraction)
(us, expansively causing, single injury)
(us, expansively causing, single minor injury)
(us, causing, single minor injury)
(us, causing, injury)
(us, expansively causing, injury)
(us, expansively causing, single minor reckless injury)
(us, expansively causing, minor reckless injury)
(us, causing, offensive touching)
(us, expansively causing, minor injury)
(us, causing, single injury)
(us, expansively causing, touching)
(us, causing, single minor reckless injury)
(us, expansively causing, reckless injury)
(us, causing, single reckless injury)
(us, expansively causing, single reckless injury)
(us, causing, minor reckless injury)
(us, expansively causing, offensive touching)
(us, causing, touching)
(us, causing, reckless injury)
(us, causing, minor injury)
(Highland Park, v. Friedman is, ___ 2015)
(Congress, enacting, § 922)
(Congress, enacting, 9)
(Congress, enacting, g)
(Congress, was, worried)
(family members, abusing family members through, acts of violence)
(family members, abusing, other family members)
(family members, abusing family members through, acts)
(family members, abusing, family members)
(family members, keeping, their guns)
(those, convicted of, batteries)
(those, convicted of, reckless batteries)
(majority, under, approach)
(Maine 's statute, punishes, such conduct)
(Maine, has, statute)
(Maine 's statute, punishes, conduct)
(Government, is, When must prove in gun possession case)
(Government, is, must prove in later gun possession case)
(Government, is, When must prove in later gun possession case)
(Government, is, When so must prove)
(Government, is, When so must prove in gun possession case)
(Government, is, must prove in gun possession case)
(Government, is, When so must prove in later gun possession case)
(Government, is, so must prove in gun possession case)
(Government, is, When must prove)
(Government, is, must prove)
(Government, is, so must prove)
(Government, is, so must prove in later gun possession case)
(victim, perpetrator of, assault)
(United States, 3d per, curiam)
(curiam, per 3d is, CA9 2006)
(Court, has followed suit In, cases stretching back over century)
(Court, has followed suit In, cases stretching over century)
(Court, usually discussing, verb form of word)
(Court, usually discussing, form)
(Court, has followed suit In, cases stretching)
(Court, has followed suit In, cases)
(Court, discussing, verb form)
(Court, discussing, verb form of word)
(Court, has followed, suit)
(Court, usually discussing, form of word)
(Court, discussing, form)
(Court, discussing, form of word)
(Court, has followed suit In, cases stretching back)
(Court, usually discussing, verb form)
(o, use, means)
(one, to, service)
(one, to, service)
(§ 16, includes, reckless behavior)
(differences, is in, their contexts)
(divergent readings, is in, light of differences)
(§ 921, in force is, A)
(federal appeals courts, reach, only force)
(federal appeals courts, reach, only violent force)
(appeals courts, usually read, same term)
(appeals courts, reach, only force)
(appeals courts, reach, only violent force)
(federal appeals courts, read term in, § 16)
(appeals courts, read, term)
(federal appeals courts, read, term)
(appeals courts, read, same term)
(§ 921, in force is, 33)
