(October 4 2017, Decided at_time, January 22 2018)
(factor, is more readily susceptible to, innocent explanation than one viewed as part)
(factor, is more susceptible to, explanation than one viewed)
(factor, is, often susceptible)
(factor, is susceptible to, innocent explanation than one viewed as part of totality)
(factor, is readily susceptible to, innocent explanation than one viewed as part)
(factor, is more susceptible to, innocent explanation than one viewed as part of totality)
(factor, is, susceptible)
(factor, is more susceptible to, innocent explanation than one viewed)
(factor, is often more readily susceptible to, innocent explanation than one viewed as part of totality)
(factor, is often more susceptible to, innocent explanation than one viewed as part of totality)
(factor, is more susceptible to, explanation than one viewed as part)
(274, at Arvizu is, supra)
(officers, lacked, probable cause arrest)
(District, are, entitled on all of claims)
(District, are, Accordingly entitled to summary judgment)
(District, are, Accordingly entitled on all partygoers ' claims)
(District, are, Accordingly entitled to summary judgment on all partygoers ' claims)
(District, are, Accordingly entitled on all of claims)
(District, are, Accordingly entitled on all claims)
(District, are, Accordingly entitled to summary judgment on all of claims)
(District, are, Accordingly entitled to summary judgment on all claims)
(District, are, entitled to summary judgment on all of claims)
(District, are, Accordingly entitled on all of partygoers ' claims)
(District, are, entitled on all claims)
(District, are, Accordingly entitled)
(District, are, entitled to summary judgment)
(District, are, entitled to summary judgment on all claims)
(District, are, entitled)
(District, are, entitled to summary judgment on all of partygoers ' claims)
(District, are, entitled to summary judgment on all partygoers ' claims)
(District, are, entitled on all partygoers ' claims)
(District, are, Accordingly entitled to summary judgment on all of partygoers ' claims)
(District, are, entitled on all of partygoers ' claims)
(Our conclusion, resolve, case)
(probable cause, arrest, partygoers)
(Our conclusion, is, sufficient)
(Court, erred as, here)
(Court, erred on, merits)
(Court, erred on, merits of claim)
(Court, erred on, merits of constitutional claim)
(We, exercise, that)
(D. C. Circuit, has, analysis)
(they, violated, federal right)
(unlawfulness, was, established)
(unlawfulness, was established at, time)
(they, violated, right)
(unlawfulness, was, clearly established)
(unlawfulness, was clearly established at, time)
(officers, are, entitled)
(officers, are entitled Under, our precedents)
(they, violated, statutory right)
(they, violated, federal statutory right)
(officer, of, conduct)
(law, was, clear)
(law, was clear at, time)
(law, was sufficiently clear at, time of officer 's conduct)
(law, was clear at, time of officer 's conduct)
(law, was, sufficiently clear)
(law, was sufficiently clear at, time)
(officer, of, conduct)
(demanding standard, protects, all)
(standard, protects, all)
(legal principle, clear foundation in, precedent)
(legal principle, sufficiently clear foundation in, then-existing precedent)
(principle, have, foundation in then-existing precedent)
(principle, have, sufficiently clear foundation)
(principle, foundation in, then-existing precedent)
(principle, have, sufficiently clear foundation in precedent)
(principle, have, clear foundation in precedent)
(legal principle, foundation in, then-existing precedent)
(principle, foundation in, precedent)
(legal principle, have, foundation in then-existing precedent)
(clear foundation, is in, then-existing precedent)
(principle, sufficiently clear foundation in, precedent)
(principle, have, clear foundation)
(principle, have, sufficiently clear foundation in then-existing precedent)
(principle, clear foundation in, then-existing precedent)
(principle, have, clear foundation in then-existing precedent)
(legal principle, have, clear foundation)
(legal principle, have, sufficiently clear foundation)
(legal principle, foundation in, precedent)
(legal principle, have, clear foundation in precedent)
(principle, have, foundation)
(legal principle, have, sufficiently clear foundation in then-existing precedent)
(legal principle, have, sufficiently clear foundation in precedent)
(legal principle, have, foundation in precedent)
(legal principle, sufficiently clear foundation in, precedent)
(legal principle, have, clear foundation in then-existing precedent)
(principle, clear foundation in, precedent)
(legal principle, have, foundation)
(principle, have, foundation in precedent)
(legal principle, clear foundation in, then-existing precedent)
(principle, sufficiently clear foundation in, then-existing precedent)
(741-742, at al-Kidd is, supra)
(rule, must, must law)
(rule, must, must settled law)
(reasonable official, interpret, it)
(precedent, must, must clear)
(precedent, must, must clear enough)
(plaintiff, seeks, apply)
(legal principle, clearly prohibit, officer 's conduct)
(officer, has, conduct)
(legal principle, prohibit, officer 's conduct)
(principle, clearly prohibit, officer 's conduct)
(principle, prohibit, officer 's conduct)
(rule 's contours, must, must defined)
(rule 's contours, must, must so well defined)
(rule 's contours, must, must well defined)
(it, is clear to, officer)
(it, is clear to, reasonable officer)
(rule, has, contours)
(it, is, clear)
(his conduct, was, unlawful)
(curiam, per Mullenix is, ___ 2015)
(curiam, per Mullenix is, 577 U. S. ___)
(___, at Plumhoff is, supra)
(officer, of, conduct)
(641, at Anderson is, supra)
(rule, must resolve In, context of arrest)
(rule, must resolve In, context of warrantless arrest)
(rule, must obviously resolve In, context of arrest)
(rule, must obviously resolve In, context of warrantless arrest)
(rule, must obviously resolve In, context)
(rule, must resolve In, context)
(___, at Mullenix is, supra)
(alterations, is in, original)
(specificity, is especially important in, Fourth Amendment context)
(specificity, is important in, Fourth Amendment context)
(specificity, is important in, Amendment context)
(specificity, is, especially important)
(specificity, is, important)
(specificity, is especially important in, Amendment context)
(___, at Mullenix is, supra)
(assessment, is in, particular factual contexts)
(232, at Gates is, 462 U. S.)
(It, is, incapable)
(It, is incapable of, definition)
(It, is incapable into, percentages)
(It, is, incapable of definition into percentages)
(It, is incapable of, precise definition)
(It, is, incapable of precise definition into percentages)
(371, at Pringle is, 540 U. S.)
(standard, applies in, situation)
(standard, applies in, situation encountered)
(standard, applies in, precise situation)
(officers, will find Given, its imprecise nature)
(officers, will often find Given, its imprecise nature)
(officers, will find, it know)
(general standard, applies in, situation)
(officers, will often find, it know)
(standard, applies in, precise situation encountered)
(general standard, applies in, precise situation encountered)
(officers, will find Given, its nature)
(officers, will often find Given, its nature)
(general standard, applies in, precise situation)
(general standard, applies in, situation encountered)
(officer, was, where held)
(officer, acting under, circumstances)
(officer, acting under, similar circumstances)
(officer, violated, Amendment)
(officer, violated, Fourth Amendment)
(officer, was, held)
(curiam, slip at, 6)
(___, at Plumhoff is, supra)
(there, be case directly on, point)
(officer, of, conduct)
(curiam, per Brosseau is, 543 U. S. 194 199 2004)
(body, is, usually necessary)
(body, clearly establish, answer)
(body, is, necessary)
(body, establish answer with respect to, probable cause)
(body, establish, answer)
(body, clearly establish answer with respect to, probable cause)
(officers, were, entitled)
(we, readily conclude Under, principles)
(officers, were entitled to, qualified immunity)
(we, conclude Under, principles)
(officers, were entitled to, immunity)
(640, at Anderson is, 483 U. S.)
(neighbors, had identified as, vacant)
(officers, found, group)
(officers, group of, people)
(officers, found, group of people)
(group, is in, house)
(partygoers, were treating as, vacant)
(some, hid at, sight)
(some, hid at, sight of law enforcement)
(owner, confirmed, fact)
(officers, lacked, probable cause)
(officers, are entitled, they conclude)
(officers, lacked, actual probable cause)
(officers, are entitled to, immunity)
(probable cause, s, present)
(probable cause, arrest, partygoers)
(officers, are, entitled)
(actual probable cause, arrest, partygoers)
(officers, are entitled, they reasonably conclude)
(officers, are entitled to, qualified immunity)
(partygoers, have identified, single precedent)
(partygoers, have identified, precedent)
(___, at Pauly is, supra)
(199, at Brosseau is, supra)
(officers, were, entitled)
(officers, were thus entitled to, immunity)
(officers, were entitled to, qualified immunity)
(officers, were entitled to, immunity)
(officers, were thus entitled to, qualified immunity)
(officers, were, thus entitled)
(suspect 's purpose, vitiates, probable cause)
(suspect 's good purpose, vitiates, probable cause)
(suspect, has, purpose)
(suspect 's purpose, arrest, her)
(suspect 's good purpose, arrest, her)
(bona fide belief, vitiates, probable cause)
(uncontroverted evidence, vitiate, probable cause)
(panel majority, concluded in, two-sentence paragraph without explanation)
(panel majority, concluded in, paragraph without explanation)
(evidence, vitiate, probable cause)
(panel majority, treating, invitation)
(panel majority, treating invitation as, uncontroverted evidence)
(panel majority, treating invitation as, evidence)
(panel majority, treating, invitation)
(it, vitiated, probable cause)
(it, automatically vitiated, probable cause)
(228, at Hunter is, 502 U. S.)
(panel majority, relied on, decision)
(trespassing, is in, locked construction site near midnight)
(panel majority, relied on, single decision)
(.8 defendant, is in, Smith)
(belief, is, complete)
(trial court, has, refusal give)
(defendant, reasonable basis for, alleged bona fide belief)
(defendant, reasonable basis for, his alleged bona fide belief)
(they, were, trespassing)
(they, were, invited)
(they, were invited to, house)
(it, would, would have clear to reasonable officer)
(partygoers ' bona fide belief, was uncontroverted in, circumstances)
(partygoers ' bona fide belief, was, uncontroverted)
(partygoers, entered, home against will of owner)
(partygoers, entered, home against will)
(partygoers, home against, will of owner)
(partygoers, home against, will)
(partygoers, entered, home)
(officers, infer based, based solely his conduct .9 In Tillman Metropolitan Area Transit Authority)
(officers, infer based, based his conduct .9 In Tillman Metropolitan Area Transit Authority)
(officers, infer, suspect 's state of mind)
(suspect, has, guilty state of mind)
(officers, infer based, based solely his conduct .9)
(officers, had, probable cause believe)
(officers, infer based, based his conduct .9)
(District case law, suggested for, example)
(officers, infer, suspect 's state)
(officers, infer, suspect 's guilty state of mind)
(officers, infer, suspect 's guilty state)
(based his conduct .9, is In, Tillman Metropolitan Area Transit Authority)
(court, rejected, argument)
(officers, rely on, inference)
(officers, rely on, ordinary inference)
(it, be case, circumstances demonstrated so clearly)
(it, be case, circumstances nonetheless demonstrated)
(it, be unusual case, where circumstances nonetheless demonstrated so clearly)
(circumstances, proving, unlawful act)
(it, be case, circumstances nonetheless demonstrated so clearly)
(it, be unusual case, circumstances demonstrated)
(it, be unusual case, circumstances nonetheless demonstrated)
(it, be unusual case, circumstances nonetheless demonstrated so clearly)
(circumstances, proving, act)
(it, be case, circumstances nonetheless demonstrated clearly)
(police, probable cause for, arrest)
(it, be unusual case, circumstances demonstrated clearly)
(it, be case, circumstances demonstrated clearly)
(it, be case, where circumstances demonstrated so clearly)
(it, be unusual case, where circumstances demonstrated clearly)
(it, be case, where circumstances nonetheless demonstrated)
(it, be case, circumstances demonstrated)
(it, be case, where circumstances nonetheless demonstrated clearly)
(it, be unusual case, where circumstances demonstrated)
(it, be case, where circumstances nonetheless demonstrated so clearly)
(it, be, unusual)
(circumstances, undoubtedly proving, act)
(it, be unusual case, where circumstances nonetheless demonstrated)
(it, be unusual case, circumstances nonetheless demonstrated clearly)
(circumstances, undoubtedly proving, unlawful act)
(it, be unusual case, circumstances demonstrated so clearly)
(it, be case, where circumstances demonstrated clearly)
(it, be unusual case, where circumstances nonetheless demonstrated clearly)
(it, be case, where circumstances demonstrated)
(it, be unusual case, where circumstances demonstrated so clearly)
(officer, has, conduct)
(case, is, unusual)
(fact, is, important)
(___, at Pauly is, 580 U. S.)
(officers, disregard, innocent explanations ,10)
(officers, are, free)
(officer, looking at, time)
(officer, looking at, entire landscape)
(reasonable officer, looking at, entire legal landscape)
(reasonable officer, looking at, entire landscape)
(reasonable officer, looking at, time)
(officer, permitting, arrests)
(officer, permitting here, arrests)
(reasonable officer, permitting, arrests)
(officer, looking at, landscape)
(reasonable officer, looking at, time arrests)
(officer, looking at, entire legal landscape)
(officer, looking at, legal landscape)
(reasonable officer, looking at, legal landscape)
(reasonable officer, looking at, landscape)
(reasonable officer, permitting here, arrests)
(officer, looking at, time arrests)
(suspect, has, guilty state of mind)
(precedents, Indeed suggested, opposite)
(several precedents, Indeed suggested, opposite)
(precedents, suggested, opposite)
(several precedents, suggested, opposite)
(officers, were, entitled)
(officers, were entitled to, summary judgment based)
(officers, were thus entitled to, summary judgment)
(officers, were thus entitled to, summary judgment based on qualified immunity)
(officers, were entitled to, summary judgment based on immunity)
(officers, were thus entitled to, summary judgment based)
(officers, were entitled to, summary judgment based on qualified immunity)
(officers, were thus entitled to, summary judgment based on immunity)
(officers, were entitled to, summary judgment)
(officers, were, thus entitled)
(case, is remanded for, further proceedings consistent)
(judgment, is, therefore reversed)
(case, is remanded for, further proceedings)
(case, is remanded for, further proceedings consistent with opinion)
(case, is, remanded)
(case, is remanded for, proceedings consistent)
(case, is remanded for, proceedings)
(case, is remanded for, proceedings consistent with opinion)
(judgment, is, reversed)
(It, is, ordered)
(It, is, so ordered)
(I, reversing judgment for, District of Columbia)
(officers, are entitled to, immunity)
(I, concur for, reason alone)
(I, reversing, judgment)
(I, agree with, majority)
(I, reversing, judgment of Court of Appeals)
(I, concur for, reason)
(I, concur in, Court 's judgment)
(Court, in, judgment)
(I, reversing judgment for, District)
(officers, are, entitled)
(I, reversing, judgment of Court)
(officers, are entitled to, qualified immunity)
(Court, has, decision)
(majority, with, decision reach)
(It, is, possible)
(our qualified-immunity decision, resolve, claims)
(our decision, resolve, claims)
(lower courts, handle, state-law claims in instance)
(remaining state-law claims, is in, first instance)
(courts, handle, remaining state-law claims in first instance)
(lower courts, handle, state-law claims)
(courts, handle, remaining state-law claims)
(lower courts, handle, remaining state-law claims in first instance)
(lower courts, handle, claims)
(lower courts, handle, remaining claims in instance)
(courts, handle, claims in instance)
(lower courts, handle, remaining claims in first instance)
(courts, are, well equipped)
(lower courts, are, well equipped)
(lower courts, handle, remaining claims)
(lower courts, handle, remaining state-law claims in instance)
(courts, handle, remaining state-law claims in instance)
(courts, handle, remaining claims)
(courts, handle, claims in first instance)
(lower courts, handle, state-law claims in first instance)
(courts, handle, state-law claims in instance)
(courts, handle, claims)
(lower courts, are, equipped)
(lower courts, handle, claims in first instance)
(courts, handle, state-law claims)
(courts, are, equipped)
(courts, handle, state-law claims in first instance)
(lower courts, handle, claims in instance)
(lower courts, handle, remaining state-law claims)
(courts, handle, remaining claims in first instance)
(courts, handle, remaining claims in instance)
(Court, assessing, probable cause)
(police, is in, fact)
(case, described in, opinion of Court)
(Court, continue, ignore)
(case, well described in, opinion)
(case, described in, opinion)
(case, described in, opinion of Court of Appeals ,1)
(case, well described in, opinion of Court)
(case, well described in, opinion of Court of Appeals ,1)
(His instruction, was based on, error)
(His instruction, was, based)
(His instruction, was based on, error of law)
(premises owner, 's consent is, uncontested fact in case)
(uncontested fact, is in, case)
(premises owner, of, consent)
(premises owner 's consent, fact in, case)
(party-goers, did have, location)
(party-goers, did have, right location)
(party-goers, be inside, location)
(party-goers, be inside, right location)
(unlawful entry, is in, District of Columbia)
(his entry, was, unwanted)
(arrestees, knew under, Sergeant Suber 's view)
(Sergeant Suber, under, view of law)
(arrestees, knew under, Sergeant Suber 's view of law)
(should have known, was, irrelevant)
(They, could, could arrested)
(he, comprehended law, even they believed)
(he, comprehended law, they believed)
(he, comprehended, law)
(they, were charged at, police station)
(they, Instead were charged with, disorderly conduct)
(they, were, Instead charged at police station with disorderly conduct)
(they, were charged with, disorderly conduct)
(they, were, charged at police station with disorderly conduct)
(they, were charged with, conduct)
(they, were, charged at police station with conduct)
(they, Instead were charged at, police station)
(they, were, Instead charged at police station with conduct)
(they, were, Instead charged)
(they, were, charged)
(they, Instead were charged with, conduct)
(charge, was, unwarranted)
(Sergeant Suber, specifically advised, his superiors)
(Sergeant Suber, advised, his superiors)
(I, am, concerned)
(Court, has, jurisprudence)
(arresting officer, has, state of mind)
(Court, is in, Whren)
(police officer, has, reason acting in at least circumstances)
(reexamination, is in, future case)
(I, would leave for, reexamination in future case)
(I, would leave for, reexamination)
(I, would leave, open)
(Court, of, precedent)
(disposition, gained by, plaintiffs-respondents)
(defendants-petitioners, are, sheltered)
(defendants-petitioners, are, therefore sheltered)
(defendants-petitioners, are sheltered by, immunity)
(defendants-petitioners, are sheltered by, qualified immunity)
(defendants-petitioners, are therefore sheltered by, qualified immunity)
(defendants-petitioners, are therefore sheltered by, immunity)
(partygoers, attempt In, their merits)
(partygoers, attempt In, their merits brief)
(Court, Under, Rule 15.2)
(facts, are sufficient, parties moved)
(undisputed facts, are sufficient, parties moved)
(facts, are, Furthermore sufficient)
(facts, are, sufficient)
(facts, are sufficient, parties moved for summary judgment)
(undisputed facts, resolve, immunity)
(undisputed facts, are, sufficient)
(undisputed facts, are, Furthermore sufficient)
(undisputed facts, resolve, probable cause)
(facts, Furthermore are sufficient, parties moved)
(facts, resolve, probable cause)
(facts, resolve, immunity)
(facts, resolve, qualified immunity)
(undisputed facts, are sufficient, parties moved for summary judgment)
(parties, moved for, summary judgment)
(undisputed facts, Furthermore are sufficient, parties moved)
(undisputed facts, resolve, qualified immunity)
(facts, Furthermore are sufficient, parties moved for summary judgment)
(undisputed facts, Furthermore are sufficient, parties moved for summary judgment)
(arrest, is lawful, standard)
(probable cause, arrest for, offense)
(arrest, is, lawful)
(probable cause, is, standard)
(officer, had, probable cause arrest for offense)
(probable cause, is, objective standard)
(arrest, is lawful, objective standard)
(cause, is, objective)
(entry, is only offense, District its officers discuss)
(unlawful entry, is only offense, District discuss in their briefs)
(we, limit, our analysis)
(entry, is offense, its officers discuss in their briefs)
(unlawful entry, is offense, District its officers discuss)
(entry, is only offense, District discuss in their briefs to Court)
(unlawful entry, is only offense, District its officers discuss)
(unlawful entry, is offense, District its officers discuss in their briefs to Court)
(District, discuss in, their briefs to Court)
(entry, is offense, its officers discuss in their briefs to Court)
(unlawful entry, is only offense, District discuss in their briefs to Court)
(unlawful entry, is only offense, its officers discuss)
(entry, is offense, District discuss in their briefs)
(entry, is only offense, its officers discuss in their briefs)
(its officers, discuss in, their briefs)
(entry, is offense, District its officers discuss in their briefs to Court)
(unlawful entry, is offense, District discuss)
(unlawful entry, is offense, its officers discuss in their briefs)
(unlawful entry, is only offense, its officers discuss in their briefs)
(unlawful entry, is offense, District its officers discuss in their briefs)
(entry, is offense, its officers discuss)
(entry, is offense, District discuss in their briefs to Court)
(entry, is offense, District its officers discuss in their briefs)
(entry, is offense, District discuss)
(entry, is only offense, District its officers discuss in their briefs to Court)
(entry, is only offense, District discuss in their briefs)
(unlawful entry, is only offense, District its officers discuss in their briefs)
(unlawful entry, is only offense, its officers discuss in their briefs to Court)
(unlawful entry, is only offense, District discuss)
(unlawful entry, is offense, its officers discuss in their briefs to Court)
(unlawful entry, is only offense, District its officers discuss in their briefs to Court)
(entry, is offense, District its officers discuss)
(unlawful entry, is offense, District discuss in their briefs)
(District, discuss in, their briefs)
(we, likewise limit, our analysis)
(entry, is only offense, District discuss)
(entry, is only offense, District its officers discuss in their briefs)
(its officers, discuss in, their briefs to Court)
(unlawful entry, is offense, District discuss in their briefs to Court)
(entry, is only offense, its officers discuss)
(unlawful entry, is offense, its officers discuss)
(entry, is only offense, its officers discuss in their briefs to Court)
(District Court, denied summary judgment, were triable issues regarding qualified immunity)
(District Court, denied summary judgment against, other three)
(District Court, denied summary judgment, were issues)
(District Court, granted, summary judgment)
(District Court, denied summary judgment, were triable issues regarding immunity)
(District Court, denied summary judgment, were issues regarding qualified immunity)
(District Court, denied, summary judgment)
(District Court, denied summary judgment, were triable issues)
(District Court, denied summary judgment, were issues regarding immunity)
(partygoers, dismissed, their claims against three officers)
(partygoers, voluntarily dismissed, their claims against three officers)
(partygoers, voluntarily dismissed, their claims)
(partygoers, dismissed, their claims)
(neighbors, used, term vacant)
(complaining neighbors, used, term vacant)
(officer, could infer based on, smell)
(reasonable officer, could infer based on, smell)
(marijuana, been used in, house)
(marijuana, been, used)
(odor, be evidence of, character)
(odor, be, evidence)
(odor, be evidence of, persuasive character)
(odor, be evidence of, most persuasive character)
(narcotics, odor of be, evidence)
(officers, could consider, drug use)
(officers, could consider, drug use inside house)
(officers, could consider as, evidence)
(officers, could consider drug use as, evidence)
(their presence, was, unwelcome)
(We, addressing, immunity)
(We, addressing, merits of underlying claim)
(We, addressing, qualified immunity)
(We, addressing, merits)
(We, addressing, merits of underlying constitutional claim)
(We, continue, stress)
(We, addressing, merits of claim)
(We, addressing, merits of constitutional claim)
(court, be dispositive source of, law)
(court, be, dispositive)
(court, be dispositive source of, established law)
(court, be source of, law)
(court, be source of, clearly established law)
(appeals decisions, court of be, dispositive source)
(appeals decisions, court of be, source)
(court, be source of, established law)
(court, be, dispositive source)
(court, be, source)
(court, be dispositive source of, clearly established law)
(667, at Reichle is, supra)
(panel majority, mention, any of them)
(panel majority, mention, any)
(suspect, to, story)
(suspect, has, implausible explanation possessing)
(Court 's account, goes beyond, those re-cited)
(Court 's account, goes beyond, those)
(Court 's account, goes beyond, those re-cited by Court)
(Court, has, account of undisputed facts)
(Court 's account, goes beyond, those re-cited by Court of Appeals)
