(October 7 2015, Decided at_time, January 20 2016)
(jurors, will accord mercy In, last analysis)
(they, deem, it)
(jurors, withhold, mercy)
(jurors, will accord, mercy)
(jurors, will accord mercy In, analysis)
(they, deem appropriate, it)
(we, upheld death sentence, trial court failed)
(trial court, provide jury with, guidance)
(we, upheld, death sentence)
(we, upheld death sentence, even trial court failed)
(trial court, provide jury with, express guidance)
(trial court, provide jury with, guidance on concept of mitigation)
(trial court, provide jury with, guidance on concept)
(trial court, provide jury with, express guidance on concept)
(Buchanan, In S. is, 1998)
(trial court, provide, jury)
(trial court, provide jury with, express guidance on concept of mitigation)
(522 U. S. 269, is In, Buchanan)
(it, was, constitutionally deficient)
(we, reaffirmed in, Weeks)
(we, Likewise reaffirmed in, Weeks)
(evidence, support, it)
(it, was, deficient)
(State, structure in, particular way)
(it, was constitutionally deficient, you find)
(it, instruct, jurors)
(juries, mitigating, evidence)
(it, was deficient, you find)
(State, structure in, way)
(it, instruct jurors, consider)
(it, avoid, confusion)
(Ambiguity, gives, rise)
(Ambiguity, gives, rise to error)
(Ambiguity, gives only, rise to constitutional error)
(Ambiguity, is in, capital-sentencing instructions)
(Ambiguity, gives only, rise)
(Ambiguity, gives, rise to constitutional error)
(Ambiguity, gives only, rise to error)
(defendants ' argument, rests on, assumption)
(defense, prove, circumstances beyond doubt)
(it, require, defense)
(defendants ' argument, rests As, matter)
(defendants ' argument, rests As, initial matter)
(it, be, unconstitutional)
(defense, prove, mitigating circumstances beyond doubt)
(defense, prove, circumstances)
(defense, prove, mitigating circumstances beyond reasonable doubt)
(defense, prove, mitigating circumstances)
(defense, prove, circumstances beyond reasonable doubt)
(record, belies, defendants ' contention)
(jurors, apply, standard)
(instructions, caused, jurors)
(record, Assuming, deciding)
(jurors, apply, standard of proof)
(defendants, focus upon, instruction)
(defendants, focus upon, following instruction)
(Instr, is in, No. 14-452)
(circumstances, be proved beyond, reasonable doubt)
(mitigating circumstances, also be proved beyond, reasonable doubt)
(mitigating circumstances, be, also proved)
(circumstances, be, proved)
(circumstances, also be proved beyond, doubt)
(circumstances, also be proved beyond, reasonable doubt)
(circumstances, be proved beyond, doubt)
(mitigating circumstances, also be proved beyond, doubt)
(mitigating circumstances, be, proved)
(circumstances, be, also proved)
(mitigating circumstances, be proved beyond, doubt)
(mitigating circumstances, be proved beyond, reasonable doubt)
(1148, at Kan. is, 329 P. 3d)
(It, seems, opposite)
(It, seems, quite opposite)
(It, seems to, us)
(conclusion, be, proved beyond doubt)
(conclusion, be, proved)
(they, outweigh, mitigating circumstances)
(they, outweigh, circumstances)
(conclusion, be, proved beyond reasonable doubt)
(same description, is, contained)
(same description, is contained in, three instructions)
(description, is contained in, three other instructions)
(same description, is contained in, App)
(description, is contained in, three instructions)
(same description, is contained in, three other instructions)
(description, is contained in, App)
(description, is, contained)
(9, see, Kan.)
(10, unsurprisingly see, Kan.)
(it, recites, Kansas statute)
(10, see, Kan.)
(9, unsurprisingly see, Kan.)
(We, reject, Kansas Supreme Court 's decision)
(jurors, were, left)
(jurors, speculate as to, burden)
(jurors, were left, speculate)
(jurors, speculate as to, correct burden)
(Kansas Supreme Court, has, decision)
(1148, at Kan. is, 329 P. 3d)
(381, at Boyde is, supra)
(instructions, told, jurors)
(instructions, repeatedly told, jurors)
(jurors, consider, mitigating factor)
(Jurors, prevent, their consideration of constitutionally relevant evidence)
(Jurors, prevent, consideration of constitutionally relevant evidence)
(capital-sentencing proceeding, violated, defendants ' Eighth Amendment right)
(capital-sentencing proceeding, violated, defendants ' Eighth Amendment right to sentencing determination)
(capital-sentencing proceeding, violated, defendants ' Eighth Amendment right to individualized sentencing determination)
(joint capital-sentencing proceeding, violated, defendants ' Eighth Amendment right to sentencing determination)
(joint capital-sentencing proceeding, is in, Carrs ' cases)
(joint capital-sentencing proceeding, violated, defendants ' Eighth Amendment right to individualized sentencing determination)
(We, turn next to, contention)
(joint capital-sentencing proceeding, violated, defendants ' Eighth Amendment right)
(717, at Kan. is, 331 P. 3d)
(defendant 's mitigating evidence, put thumb on, death 's scale)
(mitigating evidence, put, thumb)
(one defendant 's mitigating evidence, put thumb in, violation)
(mitigating evidence, put thumb because of, joint sentencing proceeding)
(one defendant 's mitigating evidence, put, thumb)
(mitigating evidence, put thumb in, violation)
(mitigating evidence, put thumb because of, sentencing proceeding)
(Kansas Supreme Court, agreed with, defendants)
(mitigating evidence, put thumb for, other)
(one defendant 's mitigating evidence, put thumb in, violation of other 's Eighth Amendment rights)
(defendant 's mitigating evidence, put thumb because of, sentencing proceeding)
(one defendant 's mitigating evidence, put thumb because of, joint sentencing proceeding)
(mitigating evidence, put thumb in, violation of other 's Eighth Amendment rights)
(one defendant 's mitigating evidence, put thumb for, other)
(one defendant, has, mitigating evidence)
(other, of, Eighth Amendment rights)
(defendant 's mitigating evidence, put thumb because of, joint sentencing proceeding)
(one defendant 's mitigating evidence, put thumb because of, sentencing proceeding)
(defendant 's mitigating evidence, put thumb for, other)
(mitigating evidence, put thumb on, death 's scale)
(death, on, scale)
(defendant 's mitigating evidence, put thumb in, violation of other 's Eighth Amendment rights)
(one defendant 's mitigating evidence, put thumb on, death 's scale)
(defendant 's mitigating evidence, put, thumb)
(defendant 's mitigating evidence, put thumb in, violation)
(he, was prejudiced by, his brother 's portrayal of him)
(he, was, prejudiced by his brother 's portrayal of him as older brother)
(Reginald, has, contention)
(he, was, prejudiced by his brother 's portrayal of him as corrupting brother)
(he, was, prejudiced by his brother 's portrayal as corrupting brother)
(It, accepted, Reginald 's contention)
(he, was, prejudiced)
(he, was, prejudiced by his brother 's portrayal of him as brother)
(he, was, prejudiced by his brother 's portrayal as corrupting older brother)
(he, was prejudiced as, corrupting brother)
(he, was, prejudiced by his brother 's portrayal as brother)
(he, was, prejudiced by his brother 's portrayal as older brother)
(he, was prejudiced as, brother)
(he, was prejudiced by, his brother 's portrayal)
(brother, by, portrayal of him)
(he, was, prejudiced by his brother 's portrayal of him as corrupting older brother)
(he, was prejudiced as, older brother)
(he, was prejudiced as, corrupting older brother)
(Reginald, admitted to, her)
(brother, by, cross-examination of sister)
(Reginald, was prejudiced by, his brother 's cross-examination)
(he, was, shooter)
(Reginald, was, prejudiced)
(it, consider, Carrs ' relative culpability)
(Kansas Supreme Court, also launched, broader attack on joint proceedings)
(Kansas Supreme Court, also launched, attack on proceedings)
(Kansas Supreme Court, also launched, broader attack on proceedings)
(jury, consider, Carrs ' relative moral culpability)
(Kansas Supreme Court, launched, broader attack)
(it, consider, Carrs ' culpability)
(jury, consider, Carrs ' moral culpability)
(Kansas Supreme Court, launched, broader attack on proceedings)
(Kansas Supreme Court, also launched, attack)
(Kansas Supreme Court, launched, attack on joint proceedings)
(Kansas Supreme Court, launched, broader attack on joint proceedings)
(they, were, entitled)
(it, consider, Carrs ' relative moral culpability)
(jury, consider, Carrs ' relative culpability)
(it, consider, Carrs ' moral culpability)
(Kansas Supreme Court, launched, attack on proceedings)
(Kansas Supreme Court, launched, attack)
(jury, consider, Carrs ' culpability)
(joinder, rendered, jury consider)
(Kansas Supreme Court, also launched, broader attack)
(Kansas Supreme Court, also launched, attack on joint proceedings)
(they, were entitled to, mercy)
(718-719, at Kan. is, 331 P. 3d)
(defendant 's claim, is at, bottom)
(claim, is at, bottom)
(Eighth Amendment, is, inapposite)
(joint trial, clouded, jury 's consideration)
(joint trial, clouded, jury 's consideration of evidence)
(trial, clouded, jury 's consideration of mitigating evidence)
(trial, clouded, jury 's consideration of evidence like mercy)
(trial, clouded, jury 's consideration of mitigating evidence like mercy)
(joint trial, clouded, jury 's consideration of evidence like mercy)
(jury, has, consideration of mitigating evidence like mercy)
(trial, clouded, jury 's consideration of evidence)
(joint trial, clouded, jury 's consideration of mitigating evidence)
(trial, clouded, jury 's consideration)
(joint trial, clouded, jury 's consideration of mitigating evidence like mercy)
(we, held in, Romano)
(governing, admissibility at, capital sentencing proceedings)
(governing, admissibility of, evidence)
(test, prescribed for, violation attributable evidence admitted)
(test, prescribed by, Romano)
(test, prescribed for, violation)
(test, prescribed for, violation attributable evidence admitted capital-sentencing proceeding)
(test, prescribed for, constitutional violation attributable evidence admitted capital-sentencing proceeding)
(sentencing proceeding, is with, unfairness)
(test, prescribed for, violation attributable evidence improperly admitted)
(test, prescribed for, violation attributable evidence improperly admitted capital-sentencing proceeding)
(test, prescribed for, constitutional violation attributable evidence improperly admitted capital-sentencing proceeding)
(test, prescribed for, constitutional violation)
(test, prescribed for, constitutional violation attributable)
(jury, has, imposition of death penalty)
(test, prescribed for, violation attributable evidence)
(test, prescribed for, constitutional violation attributable evidence)
(test, prescribed for, constitutional violation attributable evidence admitted)
(test, prescribed for, violation attributable)
(test, prescribed for, constitutional violation attributable evidence improperly admitted)
(jury, has, consideration of sentence amount to denial of due process)
(other, of, sentence)
(law, is, applicable)
(it, give consideration to, defendant)
(law, is applicable to, him)
(each, was, entitled)
(evidence, is in, penalty phase limited to only one defendant)
(each, was entitled, have)
(Instr, is in, No. 14-450)
(defendant-specific instructions, aggravating, circumstances)
(instructions, aggravating, circumstances)
(court, instructed, one for murdered occupant of Birchwood house)
(court, instructed, jury)
(jury, followed, instructions)
(13, at Romano is, supra)
(presumption, was, defeated by logic 300 Kan. at 280 at 719)
(presumption, was, defeated 300 Kan. at 280 at 719)
(conclusion, is, untenable)
(presumption, was, defeated by logic 300 Kan. at 280)
(presumption, was, defeated by logic Kan. at 280 at 719)
(jurors, followed, instructions)
(presumption, was, defeated Kan. at 280)
(contrary conclusion, is, untenable)
(presumption, was, defeated Kan. at 280 at 719)
(presumption, was, defeated by logic Kan. at 280)
(presumption, was, defeated 300 Kan. at 280)
(Carrs, implausibly liken, prejudice resulting from sentencing proceeding)
(Carrs, liken, prejudice resulting from joint sentencing proceeding)
(Carrs, implausibly liken, prejudice resulting from joint sentencing proceeding)
(codefendant, of, confession implicating)
(Carrs, liken, prejudice resulting from sentencing proceeding)
(Carrs, liken, prejudice)
(Carrs, liken, prejudice resulting from joint sentencing proceeding to prejudice)
(Carrs, liken, prejudice resulting from sentencing)
(Carrs, liken, prejudice resulting from sentencing proceeding to prejudice)
(Carrs, liken, prejudice resulting)
(Carrs, liken, prejudice resulting from joint sentencing)
(Carrs, implausibly liken, prejudice resulting from joint sentencing)
(Carrs, implausibly liken, prejudice resulting from joint sentencing proceeding to prejudice)
(Carrs, implausibly liken, prejudice)
(Carrs, implausibly liken, prejudice resulting from sentencing proceeding to prejudice)
(Carrs, implausibly liken, prejudice resulting)
(Carrs, implausibly liken, prejudice resulting from sentencing)
(jury, from, mind)
(jury 's mind, from sort is, Richardson)
(jurors, follow, their instructions)
(particular violation, evidence of, most persuasive sort ineradicable as practical matter from jury 's mind justified)
(practical matter, as sort is, Richardson)
(defendant, of, confrontation rights)
(234, at Weeks is, 528 U. S.)
(We, extend, that)
(mitigating evidence, is in, capital-sentencing proceedings)
(defendants ' conduct, arises out of, chain)
(joined defendants ' criminal conduct, arises out of, single chain)
(defendants ' criminal conduct, arises out of, single chain)
(joined defendants ' conduct, arises out of, single chain of events)
(defendants ' criminal conduct, arises out of, chain)
(Joint proceedings, are, permissible)
(defendants ' criminal conduct, arises out of, chain of events)
(joined defendants ' conduct, arises out of, chain of events)
(defendants ' conduct, arises out of, chain of events)
(joined defendants ' conduct, arises out of, chain)
(joined defendants ' criminal conduct, arises out of, single chain of events)
(defendants ' conduct, arises out of, single chain)
(joined defendants ' conduct, arises out of, single chain)
(joined defendants ' criminal conduct, arises out of, chain)
(defendants ' criminal conduct, arises out of, single chain of events)
(defendants ' conduct, arises out of, single chain of events)
(joined defendants ' criminal conduct, arises out of, chain of events)
(Joint trial, may enable, jury arrive at its conclusions)
(respective responsibilities, is in, sentencing)
(Joint trial, may enable, jury arrive more reliably)
(Joint trial, may enable, jury arrive reliably)
(Joint trial, may enable, jury arrive at its conclusions regarding guilt)
(Joint trial, may enable, jury arrive)
(Joint trial, may enable, jury arrive reliably at its conclusions regarding guilt)
(Joint trial, may enable, jury arrive reliably at its conclusions)
(Joint trial, may enable, jury arrive more reliably at its conclusions)
(418, at Buchanan is, supra)
(codefendants, might have, theories of mitigation)
(codefendants, might have, theories)
(codefendants, might have, antagonistic theories of mitigation)
(codefendants, theories of, mitigation)
(codefendants, might have, antagonistic theories)
(codefendants, antagonistic theories of, mitigation)
(those, used in, Carrs sentencing proceeding)
(odds, forbid, joinder in capital-sentencing proceedings)
(joinder, is in, capital-sentencing proceedings)
(odds, forbid, joinder)
(their fates, determined by, single jury)
(their fates, determined by, jury)
(It, is, improper)
(13-14, at Romano is, supra)
(It, vacate, death sentence)
(extravagant speculation, would lead to, conclusion)
(prejudicial evidence, rendered, Carr brothers ' joint sentencing proceeding unfair)
(prejudicial evidence, rendered, Carr brothers ' joint sentencing proceeding fundamentally unfair)
(prejudicial evidence, rendered, Carr brothers ' sentencing proceeding fundamentally unfair)
(prejudicial evidence, rendered, Carr brothers ' sentencing proceeding unfair)
(evidence, rendered, Carr brothers ' joint sentencing proceeding unfair)
(evidence, rendered, Carr brothers ' sentencing proceeding unfair)
(evidence, rendered, Carr brothers ' joint sentencing proceeding fundamentally unfair)
(evidence, rendered, Carr brothers ' sentencing proceeding fundamentally unfair)
(sister, has, retracted statement)
(It, is beyond, reason)
(jury, has, death verdicts)
(Reginald, of, handcuffs)
(jury, has, viewing of handcuffs)
(defendants, acts of, almost inconceivable cruelty)
(defendants, was, described)
(defendants, acts of, inconceivable cruelty)
(defendants, acts of, cruelty)
(we, granted, State 's petition)
(we, granted, State 's petition for writ of certiorari)
(we, granted, State 's petition for writ)
(State, has, petition for writ of certiorari for cases)
(we, granted, State 's petition for writ of certiorari for Carrs ' cases)
(we, review, whether)
(we, granted, State 's petition for writ for Carrs ' cases)
(statements, are recorded in, police reports referred)
(statements, are recorded in, police reports referred in proceedings)
(statements, are recorded in, police reports referred by State in penalty-phase proceedings)
(statements, are recorded in, police reports referred to in proceedings)
(statements, are recorded in, police reports referred to by State in proceedings)
(statements, are recorded in, police reports referred to by State)
(statements, are recorded in, police reports referred in penalty-phase proceedings)
(statements, are recorded in, police reports referred to by State in penalty-phase proceedings)
(defendants, be, allowed)
(statements, are recorded in, police reports)
(statements, are recorded in, police reports referred by State)
(statements, are recorded in, police reports referred by State in proceedings)
(statements, are recorded in, police reports referred to)
(statements, are, recorded)
(statements, are recorded in, police reports referred to in penalty-phase proceedings)
(724, at Kan. is, 331 P. 3d)
(cross-examination, regarding, police reports)
(judgments, are, reversed)
(cases, are, remanded)
(It, is, ordered)
(It, is, so ordered)
(opinion, is subject to, revision in print of United States Reports)
(opinion, is subject to, formal revision in preliminary print)
(opinion, is subject to, revision)
(opinion, is subject to, formal revision)
(opinion, is subject to, revision in print)
(opinion, is subject to, formal revision before publication)
(opinion, is subject to, formal revision in print of United States Reports)
(formal revision, is in, preliminary print of United States Reports)
(opinion, is subject to, revision before publication in preliminary print)
(opinion, is subject to, formal revision before publication in preliminary print)
(opinion, is subject to, formal revision before publication in print of United States Reports)
(opinion, is subject to, revision before publication)
(opinion, is subject to, formal revision in print)
(opinion, is, subject)
(opinion, is subject to, revision in preliminary print)
(opinion, is subject to, revision before publication in print)
(opinion, is subject to, formal revision in preliminary print of United States Reports)
(opinion, is subject to, revision before publication in preliminary print of United States Reports)
(opinion, is subject to, revision in preliminary print of United States Reports)
(opinion, is subject to, formal revision before publication in print)
(opinion, is subject to, revision before publication in print of United States Reports)
(opinion, is subject to, formal revision before publication in preliminary print of United States Reports)
(Readers, notify, Reporter)
(Readers, notify, Reporter of Decisions)
(Supreme Court, is in, order)
(Readers, are, requested)
(typographical formal errors, of States is, Washington)
(typographical formal errors, of States is, D. C. 20543)
(State, has overprotected, its citizens)
(cases, prevent, States)
(cases, serving, laboratories experimenting)
(cases, serving, necessary laboratories experimenting)
(I, would dismiss, writs)
(cases, serving, as laboratories experimenting)
(States, cases like, these)
(I, would dismiss writs, granted)
(I, would dismiss writs, improvidently granted)
(cases, serving, as necessary laboratories experimenting)
(I, would dismiss writs For, reasons)
(Kansas Supreme Court, vacated, three death sentences)
(constitutional errors, is in, penalty phases of their trials)
(three men, were, tried)
(jury, applied, instruction)
(instructions, therefore created, likelihood)
(instructions, created, likelihood)
(jury, applied, challenged instruction)
(instructions, created, reasonable likelihood)
(instructions, therefore created, reasonable likelihood)
(1144-1148, at Kan. is, 329 P. 3d)
(they, were, tried)
(they, were jointly tried at, penalty phase)
(Kansas Supreme Court, also vacated, Carr brothers ' death sentences)
(Kansas Supreme Court, vacated, Carr brothers ' death sentences)
(they, were, jointly tried)
(they, were tried at, penalty phase)
(trying, jointly violated, Eighth Amendment right)
(Eighth Amendment right, trying, them)
(trying, therefore violated, Eighth Amendment right to individualized sentencing)
(trying, violated, Eighth Amendment right to sentencing)
(trying, therefore violated, Eighth Amendment right)
(other brother, has, case)
(trying, therefore violated, Eighth Amendment right to sentencing)
(trying, jointly violated, Eighth Amendment right to sentencing)
(trying, violated, Eighth Amendment right)
(trying, jointly violated, Eighth Amendment right to individualized sentencing)
(trying, therefore jointly violated, Eighth Amendment right)
(trying, therefore jointly violated, Eighth Amendment right to individualized sentencing)
(trying, violated, Eighth Amendment right to individualized sentencing)
(trying, therefore jointly violated, Eighth Amendment right to sentencing)
(1212, at Kan. is, 329 P. 3d)
(717-720, at Kan. is, 331 P. 3d)
(State, has, interest for federal court intervene)
(majority, reverses Kansas Supreme Court on, points)
(majority, now reverses Kansas Supreme Court on, points)
(state court, question of, federal law)
(state court, decided, question of law)
(state court, wrongly decided, question)
(state court, Even decided, question)
(state court, decided, important question)
(state court, Even wrongly decided, question)
(state court, decided, question)
(state court, Even decided, important question)
(state court, decided, important question of law)
(state court, Even decided, important question of law)
(state court, important question of, federal law)
(state court, Even wrongly decided, important question)
(state court, important question of, law)
(state court, Even decided, question of law)
(state court, Even wrongly decided, question of federal law)
(state court, Even wrongly decided, question of law)
(state court, decided, important question of federal law)
(state court, Even decided, important question of federal law)
(state court, decided, question of federal law)
(state court, wrongly decided, important question)
(state court, wrongly decided, question of federal law)
(state court, wrongly decided, question of law)
(state court, question of, law)
(state court, Even decided, question of federal law)
(state court, wrongly decided, important question of law)
(state court, Even wrongly decided, important question of law)
(state court, wrongly decided, important question of federal law)
(state court, Even wrongly decided, important question of federal law)
(we, reserving, grants)
(we, grant, certiorari)
(we, instead reserving, grants)
(we, reserving, such grants)
(we, instead reserving, such grants)
(We, issuing, opinions)
(state courts, grant relief to, criminal defendants)
(lower court, reinstate, its holding)
(state courts, grant, relief)
(court, reinstate, its holding)
(state courts, grant relief to, defendants)
(court, is, able)
(lower court, is, able)
(We, expend, resources)
(State, between, executive)
(State, has, structure of government)
(State 's structure, sort out, it)
(particular concern, is in, cases like these)
(we, lose, valuable data)
(jury confusion, of likelihood is, empirical question best answered with evidence from many state courts)
(we, lose, data)
(it, buttress, conclusion)
(state court, has, overprotection of federal rights)
(it, is, natural)
(experimentation, is, essential)
(States, rights above, constitutional floor)
(States, rights above, floor)
(States, individual rights above, constitutional floor)
(States, individual rights above, floor)
(Constitutional Rights, of Guardians is, 548-550 1986)
(role, is important in, criminal arena)
(role, is, particularly important)
(role, is important in, arena)
(protections, important to, fair trial)
(role, is particularly important in, arena)
(role, is particularly important in, criminal arena)
(role, is, important)
(Justice, of Dept. is, Federal Justice Statistics 2011-2012)
(grant, disrupting, sort of state experimentation)
(grant, lead to, unexpected costs)
(unnecessary grant, lead to, costs)
(unnecessary grant, disrupting, sort of state experimentation)
(majority, has, opinion in cases)
(unnecessary grant, lead to, unexpected costs)
(grant, lead to, costs)
(unnecessary grant, disrupting, sort)
(majority 's opinion, is in, cases)
(grant, disrupting, sort)
(majority, has, actual holding)
(Eighth Amendment, has, nothing say)
(majority, nonetheless uses, Court 's considerable influence)
(majority, uses, Court 's considerable influence)
(majority, nonetheless uses, Court 's influence)
(majority, uses, Court 's influence)
(Court, has, considerable influence)
(judgment call, assessing, mitigation)
(it, apply standard to, determination)
(it, apply, standard)
(it, apply standard to, mitigating-factor determination)
(it, apply, standard of proof)
(it, is, possible)
(it, is, even possible)
(Brief, is in, No. 14-452)
(States, recommend, instruction)
(States, even recommend, instruction)
(majority, has, discussion of severance)
(Eighth Amendment, severance of, capital penalty proceedings)
(proceedings, be worse for, defendants)
(odds, forbid, joinder in capital-sentencing proceedings)
(severed proceedings, be worse for, defendants)
(proceedings, be, worse)
(severed proceedings, be, worse)
(joinder, is in, capital-sentencing proceedings)
(odds, forbid, joinder)
(Mississippi, has, sentencing regimes)
(request, upon § is, 2013)
(defendants, must, must tried)
(defendants, must, must tried in capital cases)
(defendants, must, must tried separately in capital cases)
(defendants, must, must tried separately)
(capital defendants, shall, shall tried separately)
(good cause, is shown for, trial)
(cause, is shown for, joint trial)
(good cause, is shown for, joint trial)
(good cause, is, shown)
(cause, is, shown)
(capital defendants, shall, shall tried)
(cause, is shown for, trial)
(basis, is in, experience)
(it, rarely erases, its thoughts on virtues of procedural protection at issue)
(it, cases like, one)
(it, fully erases, its thoughts on virtues of procedural protection)
(it, fully erases, its thoughts)
(it, rarely fully erases, its thoughts on virtues of protection)
(it, erases, its thoughts on virtues of procedural protection at issue)
(it, sends back cases with, slate)
(it, fully erases, its thoughts on virtues)
(it, fully erases, its thoughts on virtues of procedural protection at issue)
(it, rarely erases, its thoughts on virtues)
(it, rarely erases, its thoughts on virtues of protection)
(it, erases, its thoughts on virtues of procedural protection)
(it, erases, its thoughts on virtues of protection at issue)
(it, erases, its thoughts on virtues of protection)
(it, rarely fully erases, its thoughts on virtues)
(it, fully erases, its thoughts on virtues of protection)
(it, rarely fully erases, its thoughts on virtues of procedural protection at issue)
(it, rarely fully erases, its thoughts on virtues of protection at issue)
(it, sends, cases)
(it, erases, its thoughts)
(it, rarely fully erases, its thoughts on virtues of procedural protection)
(it, rarely erases, its thoughts on virtues of protection at issue)
(it, sends cases with, clean slate)
(it, sends back cases with, clean slate)
(it, sends, cases like one)
(it, erases, its thoughts on virtues)
(it, fully erases, its thoughts on virtues of protection at issue)
(it, sends back, cases like one)
(it, sends cases with, slate)
(it, rarely erases, its thoughts)
(it, sends back, cases)
(it, rarely fully erases, its thoughts)
(it, rarely erases, its thoughts on virtues of procedural protection)
(Kansas Supreme Court, has, opinion)
(Kansas Supreme Court 's opinion, have salience for, other States)
(Kansas Supreme Court 's opinion, have, salience)
(Kansas Supreme Court 's opinion, have salience for, States)
(Kansas Supreme Court 's opinion, is, unlikely)
(Kansas Supreme Court 's opinion, have, much salience)
(Kansas Supreme Court 's opinion, is unlikely As, result)
(Kansas Supreme Court, was, wrong)
(capital defendant, has, Eighth Amendment right to individualized sentencing ensuring)
(state statute, has, distinction)
(Kansas court, has, decision on jury instruction question aimed to preserv)
(1147, at Kan. is, 329 P. 3d)
(Kansas Supreme Court 's decision, was thus informed by, combination)
(Kansas Supreme Court 's decision, was thus informed by, combination of considerations)
(Kansas Supreme Court 's decision, was, informed)
(Kansas Supreme Court 's decision, was informed by, combination)
(Kansas Supreme Court 's decision, was, thus informed)
(Kansas Supreme Court 's decision, was thus informed by, combination of federal considerations)
(Kansas Supreme Court, has, decision)
(Kansas Supreme Court 's decision, was informed by, combination of considerations)
(Kansas Supreme Court 's decision, was informed by, combination of federal considerations)
(State, on, unique statutory scheme)
(Kansas Supreme Court 's opinion, rested on, language)
(Kansas Supreme Court, has, opinion)
(Kansas Supreme Court 's opinion, rested on, specific language)
(Kansas Supreme Court 's opinion, ordering of, State 's instructions)
(State, of, instructions)
(Kansas Supreme Court 's opinion, rested largely on, language)
(Kansas Supreme Court 's opinion, rested largely on, specific language)
(States ' jury instructions, have, same effect)
(States ' jury instructions, have, effect)
(Other States ' jury instructions, may, may less likely)
(Other States ' jury instructions, have, effect)
(States ' jury instructions, may, may less likely)
(Other States ' jury instructions, have, same effect)
(Other States ' jury instructions, may, may likely)
(States ' jury instructions, may, may likely)
(jury instructions, is in, capital cases)
(Kansas Supreme Court, has, earlier demands for change to jury instructions in capital cases)
(individual juror, in, sentencing decision)
(Kansas Supreme Court, considered In, 2001 case)
(Kansas Supreme Court, considered, ny instruction dealing with consideration)
(jury instructions ny instruction, dealing with, consideration mitigating circumstances)
(Kansas Supreme Court, considered, ny instruction dealing with consideration of circumstances)
(Kansas Supreme Court, considered, ny instruction)
(juror, in, sentencing decision)
(jury instructions ny instruction, dealing with, consideration)
(individual juror, is in, juror 's sentencing decision)
(Kansas Supreme Court, considered, ny instruction dealing with consideration of mitigating circumstances)
(Kansas Supreme Court, considered, ny instruction dealing)
(jury instructions ny instruction, dealing with, consideration circumstances)
(Kansas pattern instructions, include, 2)
(Kansas pattern instructions, were, then revised)
(Kansas pattern instructions, include, consideration)
(Kansas pattern instructions, were, then revised inexplicably)
(Kansas pattern instructions, were, revised inexplicably)
(Kansas pattern instructions, were, revised)
(1145, at Kan. is, 329 P. 3d)
(837, were, finally changed in 2011)
(837, were, changed in 2011)
(Kansas Supreme Court, reiterated, two requirements for jury instruction)
(837, were, changed)
(837, were, finally changed)
(Gleason, were, tried in 10-year delay between Kansas Supreme Court 's initial admonition)
(jury instructions, were, when edited)
(Gleason, were, tried in delay between Kansas Supreme Court 's initial admonition)
(jury instructions, were, finally edited)
(Gleason, were, tried in delay)
(Gleason, were, tried)
(jury instructions, were, edited)
(jury instructions, were, when finally edited)
(Kansas Supreme Court, between, initial admonition)
(Gleason, were, tried in 10-year delay)
(Gleason, were, tried in delay between Kansas Supreme Court 's admonition)
(Gleason, were, tried in 10-year delay between Kansas Supreme Court 's admonition)
(Kansas Supreme Court, has, opinion in Gleason)
(Kansas Supreme Court 's opinion, is in, Gleason)
(Kansas Supreme Court, has, repeated recognition of required content)
(Kansas Supreme Court 's decision, is particularly unlikely Given, context)
(Kansas Supreme Court 's decision, is, particularly unlikely)
(Kansas Supreme Court 's decision, is unlikely Given, context)
(Kansas Supreme Court, has, decision)
(Kansas Supreme Court 's decision, undermine, other States)
(Kansas Supreme Court 's decision, undermine, Federal Constitution)
(Kansas Supreme Court 's decision, is, unlikely)
(Kansas Supreme Court 's decision, undermine, States)
(same, goes for, severance question)
(Kansas Supreme Court 's decision, depended on, especially subset of evidence)
(Kansas Supreme Court 's decision, depended on, especially damning subset of aggravating evidence)
(Kansas Supreme Court 's decision, depended on, damning subset of evidence)
(Kansas Supreme Court 's decision, depended on, damning subset of aggravating evidence)
(Kansas Supreme Court 's decision, depended on, especially subset)
(Kansas Supreme Court 's decision, depended on, subset)
(Kansas Supreme Court 's decision, depended on, especially damning subset)
(Kansas Supreme Court 's decision, depended on, damning subset)
(Kansas Supreme Court 's decision, depended on, especially damning subset of evidence)
(Kansas Supreme Court 's decision, depended on, especially subset of aggravating evidence)
(Kansas Supreme Court, has, decision)
(one brother, was bad influence on, other)
(Kansas Supreme Court 's decision, depended on, subset of evidence)
(Kansas Supreme Court 's decision, depended on, subset of aggravating evidence)
(same evidence, may, where may admitted)
(same evidence, may, may admitted in joint)
(may limited significance, is in, States)
(evidence, may, may admitted in joint)
(evidence, may, where may admitted in joint)
(difference, may of, may significance)
(same evidence, may, where may admitted in joint)
(difference, may of, may limited significance)
(same evidence, may, may admitted)
(evidence, may, may admitted)
(evidence, may, where may admitted)
(L. Palmer, Penalty in, United States)
(The Death Penalty, is in, United States)
(It, thus seems, couched in language)
(Kansas Supreme Court, has, opinion)
(It, thus seems, couched)
(it, even was couched in, language)
(It, seems, even couched)
(It, thus seems, couched in language of Federal Constitution)
(It, thus seems to, me)
(It, seems, couched)
(It, thus seems, even couched in language of Federal Constitution)
(It, thus seems, even couched in language)
(It, thus seems, unlikely)
(Kansas Supreme Court 's opinion, proven, instructive)
(It, seems, even couched in language)
(It, seems to, me)
