(October 13 2015, Decided at_time, January 25 2016)
(Teague, has, general rule of nonretroactivity for new constitutional rules of criminal procedure)
(Teague 's rule, was, exercise)
(Teague 's general rule, was, exercise)
(nonretroactivity, general rule of was, exercise)
(new procedural rules, retroactive on, state collateral review)
(States, make, new rules retroactive)
(States, are, free)
(States, make, new procedural rules retroactive)
(States, make, procedural rules retroactive)
(Teague, has, retroactivity bar limit s)
(rules, retroactive on, state collateral review)
(States, make, new rules retroactive on state collateral review)
(new rules, retroactive on, state collateral review)
(procedural rules, retroactive on, state collateral review)
(States, make, rules retroactive on state collateral review)
(States, make, procedural rules retroactive on state collateral review)
(States, make, new procedural rules retroactive on state collateral review)
(States, make, rules retroactive)
(Amicus, however reads, much into statements)
(Amicus, reads, too much into statements)
(Amicus, however reads, too much)
(Amicus, reads, much)
(Amicus, however reads, much)
(Amicus, reads, too much)
(Amicus, however reads, too much into statements)
(Amicus, reads, much into statements)
(Danforth, had, reason address)
(States, are, required)
(Teague, has, general rule of nonretroactivity)
(Teague 's two exceptions, binding on, States)
(Danforth majority, limited, its analysis to Teague 's retroactivity bar)
(Teague 's two exceptions, binding as, matter)
(Teague 's exceptions, binding as, matter of constitutional law)
(Teague 's two exceptions, binding as, matter of law)
(Teague 's two exceptions, binding as, matter of constitutional law)
(Teague 's exceptions, binding as, matter of law)
(Teague 's exceptions, binding on, States)
(Teague, to, general retroactivity bar)
(Danforth majority, limited, its analysis to Teague 's general retroactivity bar)
(Danforth majority, leaving, open question)
(Danforth majority, limited, its analysis)
(Danforth majority, leaving, question)
(Teague 's exceptions, binding as, matter)
(Teague, has, two exceptions)
(part, left, open)
(Court, must address In, case)
(part, left in, Danforth)
(rule, controls, outcome)
(new rule, controls, outcome)
(state collateral review courts, give, retroactive effect)
(Constitution, requires, state collateral review courts)
(new substantive rule, controls, outcome of case)
(substantive rule, controls, outcome)
(rule, controls, outcome of case)
(state collateral review courts, give, effect)
(substantive rule, outcome of, case)
(new rule, controls, outcome of case)
(substantive rule, controls, outcome of case)
(state collateral review courts, give effect to, rule)
(new substantive rule, controls, outcome)
(new substantive rule, outcome of, case)
(rule, outcome of, case)
(new rule, outcome of, case)
(Teague 's conclusion, is, understood)
(Teague 's conclusion, is best understood, resting upon premises)
(Teague 's conclusion, resting upon, constitutional premises)
(Teague 's conclusion, is understood, resting upon constitutional premises)
(establishing, retroactivity of, rules)
(Teague, has, conclusion establishing)
(Teague 's conclusion, is best understood, resting upon constitutional premises)
(Teague 's conclusion, is best understood, resting)
(Teague 's conclusion, is understood, resting upon premises)
(establishing, retroactivity of, new substantive rules)
(Teague 's conclusion, is, best understood)
(Teague 's conclusion, is understood, resting)
(establishing, retroactivity of, new rules)
(establishing, retroactivity of, substantive rules)
(Teague 's conclusion, resting upon, premises)
(command, binding on, state courts)
(constitutional command, binding on, state courts)
(constitutional command, is like, federal law)
(command, is like, federal law)
(Teague, to, first exception for substantive rules)
(Teague, of, exception for watershed rules of procedure)
(rules, have regardless, effect)
(addressing, nature of, rules)
(substantive rules, have, effect)
(substantive rules, have, retroactive effect)
(Court, has, precedents)
(rules, have, effect)
(addressing, nature of, substantive rules)
(substantive rules, have regardless, retroactive effect)
(rules, have regardless, retroactive effect)
(substantive rules, have regardless, effect)
(rules, have, retroactive effect)
(category, originated in, Justice Harlan 's approach)
(category, originated in, Justice Harlan 's approach to retroactivity)
(Justice Harlan, in, approach to retroactivity)
(Teague, adopted, reasoning)
(opinion concurring, is in, part)
(opinion concurring, is in, judgments)
(Justice Harlan, defined, rules)
(Justice Harlan, defined, substantive rules)
(692, at Mackey is, supra)
(first exception, be, understood)
(prohibiting, category of, punishment)
(first exception, set in, Teague)
(forbidding, criminal punishment of, primary conduct)
(prohibiting, category for, class of defendants)
(first exception, cover, rules)
(forbidding, criminal punishment of, certain primary conduct)
(forbidding, punishment of, primary conduct)
(exception, set forth in, Teague)
(first exception, set forth in, Teague)
(forbidding, criminal punishment of, conduct)
(Court, decided, four months)
(first exception, cover rules because of, their status)
(exception, cover rules because of, their status)
(prohibiting, certain category of, punishment)
(forbidding, criminal punishment of, certain conduct)
(Court, decided, four months after Teague)
(exception, cover, rules)
(prohibiting, category for, class)
(forbidding, punishment of, certain conduct)
(exception, set in, Teague)
(forbidding, punishment of, conduct)
(Court, decided In, Penry)
(exception, be, understood)
(prohibiting, certain category for, class)
(forbidding, punishment of, certain primary conduct)
(prohibiting, certain category for, class of defendants)
(Justice Harlan 's first exception, spoke in, terms of guarantees accorded by Constitution)
(Justice Harlan 's first exception, spoke in, terms of substantive guarantees)
(Justice Harlan 's first exception, spoke in, terms of substantive categorical guarantees accorded)
(Justice Harlan 's first exception, spoke in, terms of categorical guarantees accorded)
(Justice Harlan 's first exception, spoke in, terms of substantive guarantees accorded)
(Justice Harlan 's exception, spoke in, terms of substantive categorical guarantees accorded by Constitution)
(Justice Harlan 's exception, spoke in, terms)
(Justice Harlan 's exception, spoke in, terms of substantive categorical guarantees accorded)
(Justice Harlan 's exception, spoke in, terms of substantive categorical guarantees)
(Justice Harlan 's exception, spoke in, terms of categorical guarantees accorded by Constitution)
(Justice Harlan 's first exception, spoke in, terms of categorical guarantees)
(Justice Harlan 's first exception, spoke in, terms of substantive guarantees accorded by Constitution)
(Justice Harlan 's exception, spoke in, terms of substantive guarantees accorded by Constitution)
(Justice Harlan 's first exception, spoke in, terms of guarantees accorded)
(Justice Harlan 's first exception, spoke in, terms of guarantees)
(Justice Harlan 's first exception, spoke in, terms)
(Justice Harlan 's first exception, spoke in, terms of substantive categorical guarantees)
(Justice Harlan 's exception, spoke in, terms of guarantees)
(Justice Harlan 's first exception, spoke in, terms of categorical guarantees accorded by Constitution)
(Justice Harlan 's exception, spoke in, terms of guarantees accorded)
(Justice Harlan 's exception, spoke in, terms of guarantees accorded by Constitution)
(Justice Harlan 's first exception, spoke in, terms of substantive categorical guarantees accorded by Constitution)
(Justice Harlan 's exception, spoke in, terms of substantive guarantees accorded)
(Justice Harlan 's exception, spoke in, terms of categorical guarantees accorded)
(Justice Harlan 's exception, spoke in, terms of categorical guarantees)
(Justice Harlan, has, first exception)
(Justice Harlan 's exception, spoke in, terms of substantive guarantees)
(certain conduct, inflicting, punishment)
(conduct, inflicting, certain punishment)
(Constitution, impose, penalty)
(conduct, inflicting, punishment)
(Constitution, impose, certain penalty)
(certain conduct, inflicting, certain punishment)
(conviction, is, by definition unlawful)
(sentence, is unlawful by, definition)
(conviction, is, unlawful)
(proscription penalty, barred by, Constitution)
(resulting conviction, is, unlawful)
(sentence, is, unlawful)
(State, enforces, proscription barred)
(State, enforces, proscription barred by Constitution)
(resulting conviction, is, by definition unlawful)
(resulting conviction, is unlawful by, definition)
(State, enforces, penalty)
(State, enforces, proscription)
(conviction, is unlawful by, definition)
(Procedural rules, enhance, accuracy)
(rules, are designed in, contrast)
(Procedural rules, enhance, accuracy of conviction)
(rules, enhance, accuracy of conviction)
(rules, enhance, accuracy)
(rules, are, designed)
(Procedural rules, are, designed)
(defendant, has, culpability)
(Procedural rules, are designed in, contrast)
(353, at Schriro is, 542 U. S.)
(313, at Teague is, supra)
(someone, convicted with, use of procedure)
(rules, been, acquitted otherwise)
(rules, merely raise, possibility)
(someone, convicted with, use)
(rules, raise, possibility)
(rules, been, acquitted)
(someone, convicted with, use of invalidated procedure)
(352, at Schriro is, supra)
(procedural error, has infected, trial)
(resulting conviction, may, may still accurate)
(sentence, may, may accurate)
(conviction, may, may accurate)
(extension, confinement 's, defendant)
(conviction, may, may still accurate)
(resulting conviction, may, may accurate)
(sentence, may, may still accurate)
(error, has infected, trial)
(defendant, has, continued confinement)
(Teague, are, continued)
(rules, are, indeed retroactive continued)
(new rules, are, indeed continued)
(new rules, are, indeed retroactive continued)
(new substantive rules, are, indeed continued)
(substantive rules, are, indeed continued)
(substantive rules, are, retroactive continued)
(substantive rules, are, continued)
(rules, are, retroactive continued)
(new substantive rules, are, retroactive continued)
(new rules, are, continued)
(new rules, are, retroactive continued)
(Teague, are, retroactive continued)
(rules, are, indeed continued)
(substantive rules, are, indeed retroactive continued)
(new substantive rules, are, indeed retroactive continued)
(new substantive rules, are, continued)
(Teague, are, indeed retroactive continued)
(rules, are, continued)
(Teague, are, indeed continued)
(his arguments, is in, original proceeding)
(habeas petitioner, attacked, constitutionality)
(exception, was made in, Even pre-1953 era of federal habeas)
(exception, was made in, Even era)
(exception, however was made in, era)
(exception, was made in, pre-1953 era of habeas)
(exception, was made in, Even pre-1953 era of restricted federal habeas)
(exception, was made in, era of restricted federal habeas)
(exception, however was made in, Even era of restricted habeas)
(exception, however was made in, pre-1953 era)
(exception, however was made in, Even era of restricted federal habeas)
(exception, was made in, Even pre-1953 era of restricted habeas)
(exception, however was made in, Even pre-1953 era of federal habeas)
(exception, however was made in, era of habeas)
(exception, was made in, pre-1953 era of restricted federal habeas)
(exception, was made in, Even era of restricted federal habeas)
(exception, was made in, pre-1953 era)
(exception, was made in, Even era of restricted habeas)
(exception, however was made in, pre-1953 era of restricted federal habeas)
(exception, was made in, Even pre-1953 era of habeas)
(exception, however was made in, pre-1953 era of habeas)
(exception, however was made in, Even era)
(exception, was made in, era of restricted habeas)
(exception, was made in, era)
(exception, was, however made)
(exception, was, made)
(exception, was made in, Even era of habeas)
(exception, was made in, pre-1953 era of federal habeas)
(exception, however was made in, era of restricted federal habeas)
(he, had, had convicted)
(exception, was made in, Even pre-1953 era)
(exception, however was made in, era of restricted habeas)
(exception, however was made in, Even pre-1953 era)
(exception, however was made in, pre-1953 era of federal habeas)
(exception, was made in, pre-1953 era of restricted habeas)
(exception, however was made in, era of federal habeas)
(exception, however was made in, pre-1953 era of restricted habeas)
(exception, however was made in, Even era of federal habeas)
(exception, however was made in, Even era of habeas)
(exception, however was made in, Even pre-1953 era of restricted federal habeas)
(exception, was made in, era of federal habeas)
(exception, however was made in, Even pre-1953 era of habeas)
(exception, was made in, Even era of federal habeas)
(exception, however was made in, Even pre-1953 era of restricted habeas)
(exception, was made in, era of habeas)
(defendant, has, conviction)
(party, is, imprisoned)
(m ere error, is in, judgment)
(petitioners, attacked judgments In, Siebold)
(petitioners, however attacked, judgments on ground)
(petitioners, attacked, judgments on ground)
(petitioners, attacked, judgments)
(petitioners, however attacked judgments In, Siebold)
(petitioners, however attacked, judgments)
(it, affects foundation, taken)
(it, affects, foundation of proceedings)
(it, affects foundation, well taken)
(position, is, taken)
(it, foundation of, whole proceedings)
(it, foundation of, proceedings)
(it, affects, foundation)
(position, is, well taken)
(it, affects, foundation of whole proceedings)
(judgment, may, may final)
(laws, are, unconstitutional)
(logic, governs, challenge)
(logic, challenge to, punishment)
(logic, governs, challenge to punishment)
(Constitution, deprives, States)
(Court, has concluded, discussed)
(same logic, governs, challenge to punishment)
(Constitution, deprives States of, authority impose)
(same logic, governs, challenge)
(same logic, challenge to, punishment)
(330, at Penry is, supra)
(tribunal, lacked jurisdiction in, usual sense)
(tribunal, lacked, jurisdiction)
(tribunal, lacked jurisdiction in, sense)
(sentence, void as, result)
(conviction, imposed in, violation substantive rule)
(conviction, imposed in, violation rule)
(conviction, imposed in, violation)
(It, follows as, principle)
(It, follows as, general principle)
(decisions, however have, bearing)
(decisions, have, bearing)
(decisions, have bearing on, analysis necessary)
(decisions, have bearing on, analysis)
(decisions, have, important bearing)
(decisions, however have bearing on, analysis)
(decisions, however have bearing on, analysis necessary)
(decisions, however have, important bearing)
(decisions, however have bearing on, analysis necessary in case)
(decisions, have bearing on, analysis necessary in case)
(Siebold Court, explained In, support of its holding)
(Siebold Court, explained In, support)
(penalty, imposed pursuant to, unconstitutional law)
(penalty, imposed pursuant to, law)
(conclude, would undercut, Constitution 's guarantees)
(Constitution, has, substantive guarantees)
(conclude, would undercut, Constitution 's substantive guarantees)
(Justice Harlan, made point in, United States Coin)
(Justice Harlan, made, point)
(principle, should govern application for, reasons explained)
(principle, yet should govern application on, collateral review)
(same principle, should govern application on, collateral review)
(same principle, should govern application for, reasons)
(principle, should govern, application of substantive rules)
(same principle, yet should govern application on, collateral review)
(same principle, application of, substantive rules)
(principle, yet should govern, application of substantive rules)
(same principle, should govern, application)
(same principle, should govern application for, reasons explained in opinion)
(same principle, should govern application for, reasons explained)
(same principle, yet should govern, application of substantive rules)
(same principle, yet should govern, application of rules)
(same principle, yet should govern application for, reasons explained)
(principle, yet should govern, application)
(principle, yet should govern application for, reasons explained in opinion)
(same principle, application of, rules)
(same principle, yet should govern, application)
(same principle, should govern, application of substantive rules)
(principle, yet should govern application for, reasons)
(reasons, explained in, opinion)
(principle, should govern, application of rules)
(principle, should govern application for, reasons)
(principle, yet should govern, application of rules)
(principle, should govern application for, reasons explained in opinion)
(principle, application of, rules)
(same principle, should govern, application of rules)
(same principle, yet should govern application for, reasons explained in opinion)
(principle, should govern application on, collateral review)
(principle, should govern, application)
(principle, application of, substantive rules)
(same principle, yet should govern application for, reasons)
(principle, yet should govern application for, reasons explained)
(habeas petitioner, has, conduct)
(punishment, barred by, Constitution)
(prisoner, suffer, punishment barred)
(prisoner, suffer, punishment)
(prisoner, suffer, punishment barred by Constitution)
(state collateral proceeding, is open to, claim)
(state collateral proceeding, is open to, claim controlled by law)
(state collateral proceeding, is, open)
(state collateral proceeding, is open to, claim controlled)
(state collateral proceeding, is open to, claim controlled by federal law)
(218, at Yates is, 484 U. S.)
(state collateral review proceedings, permit, prisoners)
(prisoners, challenge, lawfulness of their confinement)
(prisoners, challenge, lawfulness)
(weighty interests, application of, substantive rules)
(weighty interests, retroactive application of, substantive rules)
(State 's weighty interests, application of, substantive rules)
(State 's weighty interests, retroactive application of, substantive rules)
(State 's weighty interests, retroactive application of, rules)
(weighty interests, retroactive application of, rules)
(State 's weighty interests, application of, rules)
(weighty interests, application of, rules)
(Teague, warned against, intrusiveness)
(marshal resources, to forc is, ing)
(Constitution, deprives State, impose)
(Constitution, deprives, State of power)
(Constitution, deprives, State)
(Constitution, State of, power)
(Louisiana, follows, basic Supremacy Clause principles)
(Louisiana, follows, Supremacy Clause principles)
(State 's collateral review procedures, are, open to claims as matter)
(State 's collateral review procedures, are, open)
(State 's collateral review procedures, are, open to claims as substantive matter)
(State 's collateral review procedures, are, open to claims as substantive matter under Eighth Amendment)
(State 's collateral review procedures, are open to, claims)
(State 's collateral review procedures, are open under, Eighth Amendment)
(State 's collateral review procedures, are open as, matter)
(State 's collateral review procedures, are, open as matter under Eighth Amendment)
(State, has, collateral review procedures)
(State 's collateral review procedures, are, open to claims as matter under Eighth Amendment)
(State 's collateral review procedures, are, open to claims under Eighth Amendment)
(State 's collateral review procedures, are, open as substantive matter under Eighth Amendment)
(State 's collateral review procedures, are open as, substantive matter)
(rendered petitioner, has, life-without-parole sentence illegal)
(Graham, sentence 's, rendered petitioner)
(Court 's decision, is in, Graham)
(3d 928 928-929, considering, claim)
(Court, has, decision in Graham)
(3d 928 928-929, considering, claim on collateral review)
(Miller, announced, substantive rule)
(Miller, announced, rule)
(Louisiana Supreme Court, erred, failing)
(Miller, announced, substantive constitutional rule)
(Miller, announced, constitutional rule)
(jurisdiction, review, determination)
(Miller, has, prohibition on mandatory life without parole for juvenile offenders)
(rule, regulate s, stated above)
(procedural rule, regulate, s)
(procedural rule, regulate s, stated)
(procedural rule, regulate s, stated above)
(rule, regulate s, stated)
(rule, regulate, s)
(defendant, has, culpability)
(353, at Schriro is, 542 U. S.)
(rule, prohibits, category for class)
(rule, forbids punishment in, contrast)
(prohibits, certain category for, class)
(rule, forbids, criminal punishment of primary conduct)
(rule, prohibits, category)
(rule, forbids, punishment of primary conduct)
(substantive rule, prohibits, category)
(substantive rule, prohibits, category of punishment for class of defendants)
(prohibits, certain category for, class of defendants)
(rule, prohibits, certain category for class of defendants)
(prohibits, certain category because of, their status)
(rule, prohibits, category for class of defendants)
(rule, prohibits, certain category)
(rule, forbids, punishment of conduct)
(rule, prohibits, category of punishment for class of defendants)
(prohibits, category of, punishment)
(prohibits, category for, class)
(rule, prohibits, certain category of punishment)
(substantive rule, prohibits, certain category for class)
(substantive rule, prohibits, certain category of punishment for class)
(substantive rule, prohibits, category of punishment for class)
(substantive rule, prohibits, category of punishment)
(rule, forbids, criminal punishment of certain conduct)
(rule, forbids, punishment of certain primary conduct)
(rule, forbids, punishment of certain conduct)
(rule, forbids, criminal punishment)
(substantive rule, prohibits, certain category of punishment for class of defendants)
(rule, prohibits, certain category of punishment for class)
(substantive rule, prohibits, certain category for class of defendants)
(rule, prohibits, certain category of punishment for class of defendants)
(rule, prohibits, category of punishment for class)
(rule, forbids, punishment)
(rule, prohibits, category of punishment)
(prohibits, certain category of, punishment)
(substantive rule, prohibits, category for class)
(prohibits, category for, class of defendants)
(rule, forbids, criminal punishment of certain primary conduct)
(prohibits, category because of, their status)
(substantive rule, prohibits, category for class of defendants)
(rule, prohibits, certain category for class)
(substantive rule, prohibits, certain category)
(rule, forbids, criminal punishment of conduct)
(substantive rule, prohibits, certain category of punishment)
(330, at Penry is, 492 U. S.)
(353, at Schriro is, supra)
(foundation stone, was, Court 's line)
(Court, has, line of precedent holding)
(foundation stone, was, Court 's line of precedent)
(Miller, for, analysis)
(supra, held, that)
(Protection, is, substantive guarantee)
(Protection, is guarantee of, Eighth Amendment)
(defendant, has, sentence)
(Protection, is, central guarantee)
(Protection, is central guarantee of, Eighth Amendment)
(Protection, is substantive guarantee of, Eighth Amendment)
(Protection, is, central substantive guarantee)
(Protection, is central substantive guarantee of, Eighth Amendment)
(Protection, is, guarantee)
(Miller, took principle as, its premise)
(Miller, took, principle established in Roper)
(children, are different from, adults for purposes of sentencing)
(children, are, constitutionally different)
(children, are different from, adults)
(Miller, took, principle)
(children, are, different)
(children, are different from, adults for purposes)
(principle, established in, Roper)
(children, are constitutionally different from, adults)
(children, are constitutionally different from, adults for purposes)
(children, are constitutionally different from, adults for purposes of sentencing)
(Miller, took principle as, its starting premise)
(Miller, took, principle established)
(68, at Graham is, supra)
(children, from, diminished culpability)
(differences, result from, children 's diminished culpability)
(differences, result from, children 's culpability)
(children, have, lack of maturity)
(children, First have, lack of maturity)
(children, have, sense)
(sense, leading to, recklessness)
(children, First have, underdeveloped sense of responsibility)
(children, have, underdeveloped sense)
(children, First have, underdeveloped sense)
(children, have, underdeveloped sense of responsibility)
(children, have, sense of responsibility)
(children, have, lack)
(children, First have, lack)
(children, First have, sense of responsibility)
(underdeveloped sense, leading to, recklessness)
(children, First have, sense)
(they, have limited, control)
(they, control over, their environment)
(they, have limited, control over their environment)
(they, have limited, control over their own environment)
(they, control over, their own environment)
(his actions, less likely, evidence)
(his actions, less likely, evidence of depravity)
(his traits, are, less fixed)
(his actions, be evidence of, irretrievable depravity)
(his actions, less likely, evidence of irretrievable depravity)
(his actions, likely, evidence)
(child, has, character)
(his actions, likely, evidence of irretrievable depravity)
(his actions, likely, evidence of depravity)
(his actions, be evidence of, depravity)
(his traits, are, fixed)
(his actions, be, evidence)
(attributes, imposing, life)
(Miller, recognized As, corollary to child 's culpability)
(attributes, imposing life without, parole)
(justifications, attributes of, youth)
(distinctive attributes, imposing life without, parole on offenders)
(distinctive attributes, diminish, justifications)
(attributes, imposing life without, parole on offenders)
(justifications, distinctive attributes of, youth)
(distinctive attributes, diminish, penological justifications)
(penological justifications, attributes of, youth)
(distinctive attributes, imposing life without, parole on juvenile offenders)
(penological justifications, distinctive attributes of, youth)
(distinctive attributes, imposing life without, parole)
(Miller, recognized As, corollary)
(Miller, recognized As, corollary to child 's lesser culpability)
(attributes, imposing life without, parole on juvenile offenders)
(distinctive attributes, imposing, life)
(child, to, lesser culpability)
(attributes, diminish, justifications)
(attributes, diminish, penological justifications)
(retribution, relates to, offender 's blameworthiness)
(offender, to, blameworthiness)
(adolescent development, diminishes, likelihood)
(development, diminishes, likelihood)
(ordinary development, diminishes, likelihood)
(need, is, lessened)
(ordinary adolescent development, diminishes, likelihood)
(need, is, lessened too)
(72, at Graham is, 560 U. S.)
(Rehabilitation, is, satisfactory)
(considerations, underlay, Court 's holding in Miller)
(Court, has, holding in Miller)
(considerations, underlay, Court 's holding)
(Court 's holding, is in, Miller)
(differences, sentencing, them)
(children, are, different)
(sentencing judge, sentencing, juvenile)
(differences, irrevocably sentencing, them)
(sentencing judge, take into, account)
(children, are, how different)
(lifetime, is in, prison)
(rehabilitation, is, impossible)
(life, is, justified)
(appropriate occasions, sentencing juveniles to, harshest possible penalty)
(children, of, diminished culpability for change)
(Miller, made in, light of children 's culpability)
(appropriate occasions, sentencing, juveniles)
(Miller, made in, light of children 's culpability for change)
(Miller, made in, light)
(Miller, made, clear)
(appropriate occasions, sentencing juveniles to, possible penalty)
(occasions, sentencing juveniles to, harshest possible penalty)
(Miller, made in, light of children 's diminished culpability for change)
(occasions, sentencing, juveniles)
(Miller, made in, light of children 's diminished culpability)
(occasions, sentencing juveniles to, possible penalty)
(juvenile offender, has, youth)
(penological justifications, is in, light of distinctive attributes of youth)
(sentencer, consider, offender 's youth)
(sentencer, consider, juvenile offender 's youth)
(it, established, that)
(court, Even considers, child 's age)
(court, sentencing, him)
(crime, reflects, transient immaturity)
(sentence, still violates, Eighth Amendment)
(court, considers, child 's age)
(sentence, violates, Eighth Amendment)
(court, sentencing, lifetime)
(crime, reflects, immaturity)
(crime, reflects, unfortunate yet transient immaturity)
(crime, reflects, unfortunate transient immaturity)
(crime, reflects, unfortunate immaturity)
(court, sentencing, lifetime in prison)
(crime, reflects, yet transient immaturity)
(child, has, age)
(lifetime, is in, prison)
(crime, reflects, corruption)
(crime, reflects, irreparable corruption)
(330, at Penry is, 492 U. S.)
(Miller, announced, rule of constitutional law)
(Miller, announced, substantive rule)
(Miller, announced, rule)
(Miller, announced, substantive rule of constitutional law)
(Miller, announced rule As, result)
(Miller, announced, rule of law)
(Miller, announced, substantive rule of law)
(Miller, is retroactive Like, substantive rules)
(Miller, is retroactive Like, other rules)
(Miller, is retroactive Like, rules)
(Miller, is retroactive Like, other substantive rules)
(Miller, is, retroactive)
(352, at Schriro is, 542 U. S.)
(sentencing courts, take, children 's age)
(children, has, age)
(it, instead required, sentencing courts)
(them, die in, prison)
(it, required, sentencing courts)
(we, did for, example)
(we, did in, Roper)
(we, as did in, Roper)
(we, as did for, example)
(Miller, to, statement)
(offender, has, youth)
(certain process, considering, attendant characteristics)
(certain process, considering, offender 's youth)
(sentencer, considering, offender 's youth)
(process, considering, attendant characteristics)
(sentencer, imposing, penalty)
(process, considering, offender 's youth)
(process, considering, characteristics)
(certain process, considering, characteristics)
(sentencer, follow, certain process)
(sentencer, considering, characteristics)
(sentencer, imposing, particular penalty)
(sentencer, only follow, certain process)
(sentencer, considering, attendant characteristics)
(sentencer, follow, process)
(sentencer, only follow, process)
(___, at Miller is, supra)
(it, is, true)
(Miller, did however, bar life)
(Miller, did bar life however for, all)
(Miller, did bar life for, all)
(Miller, did, bar life)
(Miller, did bar life without, parole)
(Miller, did bar life however without, parole)
(juvenile, be sentenced without, parole)
(juvenile, be, sentenced)
(juvenile, be, sentenced to life without parole)
(juvenile, convicted, could sentenced)
(juvenile, convicted Before, Miller)
(juvenile, be sentenced to, life)
(juvenile, convicted, could sentenced to life without parole)
(juvenile, convicted, could sentenced to life)
(juvenile, convicted of, homicide offense)
(juvenile, convicted, could sentenced without parole)
(crimes, reflect, corruption)
(Miller, is on, hand)
(Miller, is on, other hand)
(crimes, reflect, immaturity)
(crimes, reflect, transient immaturity)
(crimes, reflect, irreparable corruption)
(Miller, drew, line)
(life, be sentence for, kind)
(life, be proportionate sentence for, latter kind)
(life, be, proportionate)
(life, be, sentence)
(life, be proportionate sentence for, latter kind of juvenile offender)
(life, be sentence for, latter kind of juvenile offender)
(life, be, proportionate sentence)
(life, be sentence for, latter kind of offender)
(life, be sentence for, kind of offender)
(life, be proportionate sentence for, kind of offender)
(life, be proportionate sentence for, kind of juvenile offender)
(life, be proportionate sentence for, kind)
(life, be sentence for, kind of juvenile offender)
(life, be sentence for, latter kind)
(life, be proportionate sentence for, latter kind of offender)
(Miller 's holding, has component, sure)
(Miller, has, holding)
(Miller 's holding, has, procedural component)
(Miller 's holding, has, component)
(Miller, requires, sentencer)
(sentencer, consider, attendant characteristics)
(life, is, sentence)
(life, is, proportionate sentence)
(sentencer, consider, determining)
(life, is, proportionate)
(sentencer, consider characteristics, determining)
(juvenile offender, has, youth)
(sentencer, consider, characteristics)
(sentencer, consider, offender 's youth)
(sentencer, consider, juvenile offender 's youth)
(it, set, rule)
(it, set, procedural rule)
(Miller, requires, process)
(it, set forth, rule)
(it, set forth, procedural rule)
(argument, however conflates, requirement)
(argument, however conflates, procedural requirement)
(argument, however conflates, requirement necessary)
(argument, conflates, procedural requirement)
(argument, conflates, requirement necessary)
(argument, however conflates, procedural requirement necessary)
(argument, conflates, procedural requirement necessary)
(argument, conflates, requirement)
(substantive guarantee, is with, rule)
(defendant, has, culpability)
(353, at Schriro is, supra)
(he, falls within, category)
(substantive change, is in, law)
(substantive change, must, must attended)
(change, must, must attended)
(n. 7, opinion of, Harlan)
(government, must prove, fits within definition)
(prisoner 's conduct, fits within, modified definition)
(government, must prove, fits within modified definition)
(prisoner 's conduct, still fits within, modified definition)
(element, is, when deemed)
(government, must prove, fits within modified definition of crime)
(prisoner 's conduct, fits within, definition)
(government, must prove, still fits within modified definition)
(prisoner, has, conduct)
(government, must prove, still fits within definition of crime)
(prisoner 's conduct, still fits within, definition)
(prisoner 's conduct, still fits within, definition of crime)
(prisoner 's conduct, still fits within, modified definition of crime)
(element, is, deemed)
(government, must prove, fits)
(government, must prove, fits within definition of crime)
(element, is deemed, unconstitutional)
(government, must prove, still fits within modified definition of crime)
(prisoner 's conduct, fits within, modified definition of crime)
(government, must prove, still fits)
(government, must prove, prisoner 's conduct)
(prisoner 's conduct, fits within, definition of crime)
(government, must prove, still fits within definition)
(prisoner, convicted under, offense)
(he, belongs to, class)
(Constitution, prohibits form for, class of persons)
(Constitution, prohibits, particular form of punishment)
(he, belongs to, protected class)
(Constitution, form of, punishment)
(Constitution, prohibits, form)
(Constitution, particular form of, punishment)
(Constitution, prohibits, particular form)
(Constitution, prohibits, form of punishment)
(Constitution, prohibits form for, class)
(particular individual, is with, intellectual disability within range of offenders)
(sentencing factors, is, necessary)
(youth, are, where considered)
(youth, are, considered)
(Miller, to, substantive holding)
(hearing, gives, effect)
(hearing, rather gives, effect)
(life, is, excessive)
(hearing, gives effect to, Miller 's holding)
(crimes, reflect, immaturity)
(hearing, rather gives effect to, Miller 's substantive holding)
(life, is, excessive sentence)
(life, is, sentence)
(crimes, reflect, transient immaturity)
(hearing, rather gives effect to, Miller 's holding)
(hearing, gives effect to, Miller 's substantive holding)
(trial courts, make, finding)
(child, has, incorrigibility)
(trial courts, make, finding of fact)
(rule, is, When established)
(new rule, is, When established)
(rule, is, established)
(Court, is, careful)
(substantive rule, is, When established)
(new rule, is, established)
(new substantive rule, is, When established)
(new substantive rule, is, established)
(substantive rule, is, established)
(e, leave to, State s)
(ways, enforce restriction upon, their execution)
(appropriate ways, enforce, constitutional restriction)
(ways, enforce, restriction)
(ways, enforce, constitutional restriction)
(ways, enforce restriction upon, their execution of sentences)
(appropriate ways, enforce restriction upon, their execution)
(appropriate ways, enforce, restriction)
(appropriate ways, enforce restriction upon, their execution of sentences)
(Fidelity, demean, substantive character of federal right at issue)
(crime, immaturity without, parole)
(crime, reflects, transient immaturity)
(crime, reflects, transient immaturity to life without parole)
(crime, reflects, immaturity to life)
(crime, reflects, transient immaturity to life)
(crime, immaturity to, life)
(crime, transient immaturity to, life)
(crime, reflects, immaturity)
(crime, transient immaturity without, parole)
(crime, reflects, transient immaturity without parole)
(crime, reflects, immaturity without parole)
(crime, reflects, immaturity to life without parole)
(punishment, is disproportionate under, Eighth Amendment)
