(April 24 2017, Decided at_time, June 26 2017)
(it, exercised, particularly right to assistance of trial counsel)
(it, particularly right to, effective assistance of trial counsel)
(defendant, has, trial rights)
(it, particularly right to, effective assistance)
(it, exercised, its equitable discretion)
(it, exercised right in, view)
(it, exercised, right to effective assistance)
(it, right to, assistance of trial counsel)
(it, right to, assistance)
(it, particularly right to, assistance)
(Court, made, clear)
(it, exercised, particularly right to effective assistance)
(it, exercised, particularly right)
(it, exercised, its discretion)
(it, exercised, particularly right to effective assistance of trial counsel)
(it, exercised, particularly right to assistance)
(it, exercised, right to assistance of trial counsel)
(it, exercised, right)
(Court, is in, Martinez)
(it, exercised, right to assistance)
(it, exercised, right to effective assistance of trial counsel)
(it, particularly right to, assistance of trial counsel)
(it, right to, effective assistance)
(it, right to, effective assistance of trial counsel)
(bedrock principle, is in, our justice system)
(Petitioner, has, rule)
(first time, is in, state postconviction proceedings)
(review, is in, State)
(Martinez, was, concerned)
(trial attorney, has, performance)
(it, assess, trial attorney 's performance)
(it, is, difficult)
(State, prisoner, wait)
(State, requires, prisoner wait)
(trial counsel, preserved, error)
(trial counsel, preserved error, objecting)
(trial counsel, preserved error, properly objecting)
(11, at Martinez is, 566 U. S.)
(trial counsel, preserve, error)
(petitioner, has, proposed rule)
(trial counsel, preserve error at, trial)
(will stronger ground, is In, most cases)
(Postconviction Remedies, §, 35:19)
(petitioner, of, expanded Martinez exception)
(prisoner, legitimate claim of, assistance)
(prisoner, has, claim of ineffective assistance of appellate counsel)
(prisoner, legitimate claim of, ineffective assistance of appellate counsel)
(prisoner, claim of, ineffective assistance)
(prisoner, has, claim of assistance)
(prisoner, has, legitimate claim of ineffective assistance of counsel)
(prisoner, has, legitimate claim)
(prisoner, claim of, assistance of appellate counsel)
(prisoner, has, legitimate claim of ineffective assistance of appellate counsel)
(prisoner, has, legitimate claim of assistance of counsel)
(prisoner, has claim based on, something other)
(prisoner, legitimate claim of, assistance of appellate counsel)
(prisoner, claim of, ineffective assistance of appellate counsel)
(prisoner, has, legitimate claim of ineffective assistance)
(prisoner, legitimate claim of, ineffective assistance)
(prisoner, has, claim of assistance of appellate counsel)
(prisoner, has, claim of ineffective assistance)
(prisoner, has, legitimate claim of assistance of appellate counsel)
(prisoner, has, legitimate claim of assistance)
(prisoner, has claim based on, something)
(prisoner, has claim based on, something other than trial error)
(petitioner, has, proposed rule)
(prisoner, has claim based on, something other than preserved trial error)
(prisoner, claim of, ineffective assistance of counsel)
(prisoner, claim of, assistance of counsel)
(prisoner, has, claim of assistance of counsel)
(prisoner, legitimate claim of, ineffective assistance of counsel)
(prisoner, legitimate claim of, assistance of counsel)
(prisoner, has, claim of ineffective assistance of counsel)
(prisoner, claim of, assistance)
(prisoner, has, claim)
(appellate counsel, was, required)
(counsel, was, constitutionally required)
(appellate counsel, was, constitutionally required)
(counsel, was, required)
(appellate counsel, raise, it)
(unpreserved trial error, was, so obvious)
(trial error, was, so obvious)
(trial error, was, obvious)
(unpreserved trial error, was, obvious)
(counsel, raise, it)
(prisoner, likely could invoke Martinez In, circumstance)
(prisoner, likely could invoke Coleman In, circumstance)
(Coleman, obtain, review)
(prisoner, could invoke, Martinez)
(Coleman, obtain, review of trial counsel 's failure object)
(trial counsel, of, failure object)
(prisoner, likely could invoke, Martinez)
(prisoner, could invoke Coleman In, circumstance)
(prisoner, could invoke Martinez In, circumstance)
(prisoner, could invoke, Coleman)
(prisoner, likely could invoke, Coleman)
(trial error, claim of was, assistance)
(claim, was, assistance)
(claim, was assistance of, trial counsel premised)
(claim, was assistance of, trial counsel)
(claim, was ineffective assistance of, trial counsel premised on something)
(claim, was ineffective assistance of, trial counsel)
(claim, was ineffective assistance of, trial counsel premised on something other than failure object)
(claim, was ineffective assistance of, trial counsel premised)
(claim, was, ineffective assistance)
(trial error, claim of was, ineffective assistance)
(claim, was assistance of, trial counsel premised on something)
(claim, was assistance of, trial counsel premised on something other than failure object)
(claim, was assistance of, trial counsel premised on something other)
(claim, was ineffective assistance of, trial counsel premised on something other)
(trial errors, are, reviewed)
(Petitioner 's proposed rule, is, unnecessary)
(Petitioner 's rule, is, thus unnecessary)
(Petitioner, has, proposed rule)
(Petitioner 's proposed rule, is thus unnecessary, ensuring)
(Petitioner 's proposed rule, is unnecessary, ensuring)
(Petitioner 's rule, is, unnecessary)
(Petitioner 's rule, is unnecessary, ensuring)
(Petitioner 's rule, is thus unnecessary, ensuring)
(Petitioner 's proposed rule, is, thus unnecessary)
(trial errors, are reviewed by, at least one court)
(Court, is in, Martinez)
(counsel, is, constitutionally guaranteed)
(Constitution, right to, counsel)
(counsel, is, where constitutionally guaranteed)
(counsel, is, where guaranteed)
(Constitution, guarantees, right)
(Constitution, guarantees, right to counsel)
(State, cho In, Martinez)
(counsel, is, guaranteed)
(State, deliberately cho In, Martinez)
(State, move, trial-ineffectiveness claims)
(State, move, claims)
(State, had chosen framework in, Trevino)
(State, had chosen, procedural framework)
(State, Similarly had chosen, framework)
(State, Similarly had chosen framework in, Trevino)
(State, had chosen, framework)
(State, Similarly had chosen, procedural framework)
(Court, acknowledged in, Martinez)
(State, about, choice)
(it, be, inequitable)
(State, had channeled, that)
(they, must, must heard)
(they, must, necessarily must heard)
(claims, are, considered)
(State, of, deliberat)
(equitable concerns, raised in, Martinez)
(concerns, raised in, Martinez)
(its exception, impose, significant costs)
(its exception, impose, costs)
(its exception, was, unlikely)
(its narrow exception, impose, systemic costs)
(its exception, impose, systemic costs)
(its exception, impose, significant systemic costs)
(Court, is in, Martinez)
(Court, Finally grounded, its decision)
(belief, is in, part)
(its narrow exception, impose, significant costs)
(its narrow exception, impose, significant systemic costs)
(Court, grounded, its decision)
(its narrow exception, was, unlikely)
(its narrow exception, impose, costs)
(federal courts, Adopting, petitioner 's argument)
(could flood, is with, defaulted claims of appellate ineffectiveness)
(courts, Adopting, petitioner 's argument)
(petitioner, has, argument)
(we, applied Martinez to, claims)
(we, however would bring State, necessarily must heard)
(claims, must, necessarily must heard in collateral proceedings)
(claims, must, must heard)
(we, would bring State, must heard in collateral proceedings)
(we, however would bring State, must heard in collateral proceedings)
(claims, must, necessarily must heard)
(Martinez, within, ambit)
(we, would bring State, necessarily must heard in collateral proceedings)
(we, however would bring State, necessarily must heard in collateral proceedings)
(we, however would bring, State)
(we, applied Martinez to, claims of appellate ineffectiveness)
(we, applied Martinez to, claims of ineffectiveness)
(claims, must, must heard in collateral proceedings)
(we, would bring State within, Martinez 's ambit)
(we, however would bring State, must heard)
(we, would bring, State)
(we, applied, Martinez)
(we, would bring State, must heard)
(we, would bring State, necessarily must heard)
(claims, could serve as, gateway to federal review of host of trial errors)
(claims, could serve as, gateway to federal review)
(claims, could serve as, gateway)
(claims, could serve as, gateway to federal review of host)
(claims, could serve as, gateway to review of host)
(claims, could serve as, gateway to review)
(Martinez, covers, only one trial error)
(claims, could serve as, gateway to review of host of trial errors)
(he, is, ordinarily entitled)
(he, ordinarily is entitled to, new trial)
(prisoner, can establish, ineffective assistance of trial counsel)
(prisoner, can establish assistance under, Martinez)
(he, is, entitled)
(he, is entitled to, new trial)
(prisoner, assistance of, trial counsel)
(prisoner, can establish, ineffective assistance)
(prisoner, ineffective assistance of, trial counsel)
(prisoner, can establish, assistance of trial counsel)
(he, ordinarily is entitled to, trial)
(prisoner, can establish, assistance)
(he, is entitled to, trial)
(defaulted trial error, result in, trial)
(defaulted trial error, result in, new trial)
(he, rely on, claim)
(Court, held In, Carpenter)
(appellate counsel, to, ineffectiveness)
(Prisoners, use, ineffectiveness)
(Prisoners, use, reviewable ineffectiveness)
(postconviction counsel, has, inadequacy)
(ineffectiveness, claims as, cause)
(reviewable ineffectiveness, claims as, cause)
(domino effect, Expanding, Martinez)
(appellate ineffectiveness, claims as, cause)
(Prisoners, use, reviewable appellate ineffectiveness)
(Prisoners, use, newly reviewable appellate ineffectiveness)
(reviewable appellate ineffectiveness, claims as, cause)
(Prisoners, could assert, their postconviction counsel 's inadequacy)
(Prisoners, use, appellate ineffectiveness)
(Prisoners, use, newly reviewable ineffectiveness)
(domino effect, Expanding Martinez, petitioner suggests)
(Petitioner 's rule, thus could knock down, procedural barriers to federal habeas review of nearly defaulted claim of trial error)
(Petitioner 's rule, thus could ultimately knock down, barriers)
(Petitioner 's rule, could knock down, barriers to habeas review of nearly defaulted claim of trial error)
(Petitioner 's rule, thus could ultimately knock down, procedural barriers to federal habeas review of nearly defaulted claim of trial error)
(Petitioner 's rule, could ultimately knock down, barriers to federal habeas review of defaulted claim of trial error)
(Petitioner 's rule, could knock down, barriers to habeas review of defaulted claim of trial error)
(Petitioner 's rule, thus could knock down, barriers to habeas review of nearly defaulted claim of trial error)
(Petitioner 's rule, could knock down, procedural barriers to habeas review of nearly defaulted claim of trial error)
(Petitioner 's rule, could ultimately knock down, barriers to habeas review of defaulted claim of trial error)
(Petitioner 's rule, thus could ultimately knock down, procedural barriers)
(Petitioner 's rule, thus could knock down, procedural barriers to habeas review of defaulted claim of trial error)
(Petitioner, has, rule)
(Petitioner 's rule, thus could knock down, barriers to federal habeas review of defaulted claim of trial error)
(Petitioner 's rule, could ultimately knock down, procedural barriers to federal habeas review of nearly defaulted claim of trial error)
(Petitioner 's rule, could ultimately knock down, procedural barriers to federal habeas review of defaulted claim of trial error)
(Petitioner 's rule, could knock down, barriers to federal habeas review of defaulted claim of trial error)
(Petitioner 's rule, thus could knock down, procedural barriers to habeas review of nearly defaulted claim of trial error)
(Petitioner 's rule, thus could ultimately knock down, procedural barriers to habeas review of defaulted claim of trial error)
(Petitioner 's rule, thus could ultimately knock down, barriers to habeas review of nearly defaulted claim of trial error)
(Petitioner 's rule, thus could ultimately knock down, barriers to federal habeas review of nearly defaulted claim of trial error)
(Petitioner 's rule, could ultimately knock down, barriers to habeas review of nearly defaulted claim of trial error)
(Petitioner 's rule, thus could ultimately knock down, procedural barriers to habeas review of nearly defaulted claim of trial error)
(Petitioner 's rule, could knock down, procedural barriers to federal habeas review of defaulted claim of trial error)
(Petitioner 's rule, could knock down, procedural barriers)
(Petitioner 's rule, thus could knock down, barriers to federal habeas review of nearly defaulted claim of trial error)
(Petitioner 's rule, could knock down, procedural barriers to habeas review of defaulted claim of trial error)
(Petitioner 's rule, thus could knock down, barriers)
(Petitioner 's rule, could ultimately knock down, barriers)
(Petitioner 's rule, could ultimately knock down, procedural barriers)
(Petitioner 's rule, thus could ultimately knock down, procedural barriers to federal habeas review of defaulted claim of trial error)
(Petitioner 's rule, thus could knock down, barriers to habeas review of defaulted claim of trial error)
(Petitioner 's rule, thus could knock down, procedural barriers)
(Petitioner 's rule, could knock down, barriers to federal habeas review of nearly defaulted claim of trial error)
(Petitioner 's rule, could ultimately knock down, procedural barriers to habeas review of defaulted claim of trial error)
(Petitioner 's rule, thus could ultimately knock down, barriers to habeas review of defaulted claim of trial error)
(Petitioner 's rule, could ultimately knock down, barriers to federal habeas review of nearly defaulted claim of trial error)
(Petitioner 's rule, could knock down, barriers)
(Petitioner 's rule, thus could ultimately knock down, barriers to federal habeas review of defaulted claim of trial error)
(Petitioner 's rule, could ultimately knock down, procedural barriers to habeas review of nearly defaulted claim of trial error)
(Petitioner 's rule, could knock down, procedural barriers to federal habeas review of nearly defaulted claim of trial error)
(Petitioner 's rule, thus could knock down, procedural barriers to federal habeas review of defaulted claim of trial error)
(it, established, its exception)
(it, established, its narrow exception)
(concerns, are overstated, will meritless)
(concerns, are, overstated)
(courts, would still have, even true)
(courts, would still have, true)
(courts, would have, true)
(courts, would have, even true)
(claims, is in, petition)
(district court, review, prisoner 's trial record)
(district court, review state postconviction record, determine)
(prisoner, has, record)
(district court, review, state postconviction record)
(claim, has, viability)
(district court, review, briefing)
(district court, review, appellate briefing)
(additional claim, would require, district court)
(district court, review briefing, determine)
(effort, could, could repeated at level of federal review)
(Federal, habeas, review)
(Federal, habeas, review of state convictions)
(it, disturbs, State 's interest in repose for litigation)
(It, degrades, prominence of trial)
(Engle, disturbs, State 's significant interest for litigation)
(it, disturbs, State 's significant interest)
(State 's significant interest, is in, repose)
(Engle, disturbs, State 's interest in repose for concluded litigation)
(It, degrades, prominence)
(103, at Harrington is, supra)
(it, disturbs, State 's significant interest for concluded litigation)
(Engle, disturbs, State 's significant interest)
(it, disturbs, State 's interest for concluded litigation)
(it, disturbs, State 's interest in repose for concluded litigation)
(it, disturbs, State 's interest in repose)
(127, at Engle is, supra)
(Engle, disturbs, State 's significant interest in repose)
(it, disturbs, State 's significant interest in repose for litigation)
(State, has, significant interest in repose for concluded litigation)
(Engle, disturbs, State 's significant interest for concluded litigation)
(Engle, disturbs, State 's interest in repose for litigation)
(it, disturbs, State 's significant interest in repose)
(Engle, disturbs, State 's significant interest in repose for concluded litigation)
(Engle, disturbs, State 's interest)
(Engle, disturbs, State 's interest in repose)
(Engle, disturbs, State 's interest for concluded litigation)
(it, disturbs, State 's interest for litigation)
(Engle, disturbs, State 's significant interest in repose for litigation)
(it, disturbs, State 's interest)
(It, prominence of, trial)
(it, disturbs, State 's significant interest in repose for concluded litigation)
(Engle, disturbs, State 's interest for litigation)
(it, disturbs, State 's significant interest for litigation)
(petitioner 's proposed rule, would also undermine, doctrine of procedural default)
(petitioner 's rule, Apart would also undermine, doctrine of default)
(petitioner 's proposed rule, Apart would undermine, doctrine of default)
(petitioner 's proposed rule, Apart would also undermine, doctrine of procedural default)
(petitioner 's proposed rule, Apart would undermine, doctrine)
(petitioner 's rule, would also undermine, doctrine of default)
(petitioner 's proposed rule, Apart would also undermine, doctrine of default)
(petitioner 's proposed rule, Apart would also undermine, doctrine)
(petitioner 's rule, would undermine, doctrine)
(petitioner 's rule, Apart would also undermine, doctrine of procedural default)
(petitioner 's proposed rule, would also undermine, doctrine of default)
(petitioner 's rule, Apart would undermine, doctrine of procedural default)
(petitioner 's proposed rule, would also undermine, doctrine)
(petitioner 's proposed rule, would undermine, doctrine of procedural default)
(petitioner 's rule, would undermine, doctrine of procedural default)
(petitioner 's rule, would also undermine, doctrine of procedural default)
(petitioner 's proposed rule, would undermine, doctrine of default)
(petitioner 's proposed rule, Apart would undermine, doctrine of procedural default)
(petitioner, has, proposed rule)
(petitioner 's rule, Apart would also undermine, doctrine)
(petitioner 's proposed rule, would undermine, doctrine)
(petitioner 's rule, would also undermine, doctrine)
(petitioner 's rule, would undermine, doctrine of default)
(petitioner 's rule, Apart would undermine, doctrine of default)
(petitioner 's rule, Apart would undermine, doctrine)
(convictions, is in, state court)
(doctrine, is, designed)
(doctrine, ameliorate, injuries)
(493, at McCleskey is, supra)
(exception, announced in, Martinez)
(narrow exception, announced in, Martinez)
(128, at Engle is, supra)
(burdens, would, would severe)
(relief, is granted in, any of post-conviction assistance of appellate counsel cases)
(relief, is granted in, any of post-conviction ineffective assistance of appellate counsel cases)
(relief, is granted in, minute number)
(relief, is granted in, any)
(relief, is granted in, any of post-conviction ineffective assistance)
(Petitioner, has, counsel)
(relief, is granted in, any of ineffective assistance)
(relief, is granted in, any of post-conviction assistance)
(relief, is granted in, any of assistance of appellate counsel cases)
(relief, is granted in, any of ineffective assistance of appellate counsel cases)
(relief, is granted in, any of assistance)
(relief, is granted in, any of post-conviction ineffective assistance of counsel cases)
(relief, is granted in, any of post-conviction assistance of counsel cases)
(post-conviction ineffective assistance, of any is, very minute number)
(relief, is granted in, any of ineffective assistance of counsel cases)
(relief, is granted in, number)
(relief, is granted in, any of assistance of counsel cases)
(relief, is granted in, very minute number)
(number, is, small)
(number, is, infinitesimally small)
(petitioner, because of, proposed rule)
(prisoner, has, argument regarding)
(petitioner, has, proposed rule)
(we, affirm, judgment of Court of Appeals)
(we, affirm judgment For, reasons)
(we, affirm judgment For, foregoing reasons)
(we, affirm, judgment of Court)
(we, affirm, judgment)
(It, is, ordered)
(It, is, so ordered)
(ERICK DANIEL DAVILA, PETITIONER v., LORIE DAVIS)
(LORIE DAVIS, DEPARTMENT OF, CRIMINAL JUSTICE)
(Justice Ginsburg, join, dissenting)
(Justice Sotomayor, join, dissenting)
(Justice Kagan, join, dissenting)
(prisoner, has, failure raise at initial-review state collateral denying)
(initial-review collateral proceeding, was, in state ineffective)
(collateral proceeding, was, in state ineffective)
(initial-review collateral proceeding, was, ineffective)
(collateral proceeding, was, ineffective)
(we, held In, Martinez)
(prisoner, has, claim)
(claim, is, substantial)
(prisoner, claim of, assistance)
(prisoner, raises, constitutional claim of ineffective assistance of counsel)
(same exception, should apply In, my view)
(prisoner, constitutional claim of, assistance)
(prisoner, raises, constitutional claim of assistance of counsel)
(prisoner, claim of, ineffective assistance of counsel)
(exception, should apply In, my view)
(prisoner, claim of, assistance of counsel)
(prisoner, raises, claim of ineffective assistance of counsel)
(prisoner, constitutional claim of, ineffective assistance of appellate counsel)
(prisoner, raises, claim of ineffective assistance)
(prisoner, constitutional claim of, ineffective assistance of counsel)
(prisoner, raises, constitutional claim of assistance of appellate counsel)
(prisoner, constitutional claim of, assistance of counsel)
(same exception, is with, same qualifications)
(prisoner, raises, constitutional claim)
(prisoner, claim of, ineffective assistance of appellate counsel)
(prisoner, claim of, assistance of appellate counsel)
(prisoner, raises, claim)
(prisoner, constitutional claim of, assistance of appellate counsel)
(prisoner, raises, constitutional claim of ineffective assistance of appellate counsel)
(prisoner, raises, claim of assistance of counsel)
(prisoner, raises, constitutional claim of assistance)
(prisoner, raises, claim of assistance)
(prisoner, raises, constitutional claim of ineffective assistance)
(prisoner, constitutional claim of, ineffective assistance)
(prisoner, raises, claim of ineffective assistance of appellate counsel)
(prisoner, claim of, ineffective assistance)
(prisoner, raises, claim of assistance of appellate counsel)
(court, hear, claim)
(it, i.e. has merit Under, circumstances)
(federal court, hear, claim)
(it, i.e. has, merit)
(it, has, merit)
(claim, is, substantial)
(it, has merit Under, circumstances)
(14, at Martinez is, supra)
(prosecution, engaged in, misconduct)
(appellate lawyer, has, failure do so)
(appellate lawyer, has, ineffectiveness)
(prisoner, has, failure present during initial state habeas)
(he, brings, his case)
(prisoner, is in, first example)
(prisoner, can overcome, default)
(prisoner, can overcome, procedural default)
(prisoner, is in, second example)
(Court, in, view)
(prisoner, can overcome default Given, Martinez)
(law, should treat, prisoner)
(law, should treat differently, prisoner)
(law, should treat differently, second prisoner)
(law, should treat, second prisoner)
(It, guarantees, effective assistance during initial appeal)
(It, guarantees, assistance of counsel during initial appeal)
(It, guarantees, effective assistance during appeal)
(It, assistance of, counsel)
(It, guarantees, assistance during initial appeal)
(It, guarantees, effective assistance at trial during initial appeal)
(It, guarantees, assistance at trial)
(It, guarantees, effective assistance of counsel during initial appeal)
(It, assistance during, appeal)
(It, guarantees, assistance of counsel during appeal)
(It, assistance during, initial appeal)
(It, effective assistance during, appeal)
(It, guarantees, effective assistance)
(It, effective assistance at, trial)
(It, assistance at, trial)
(It, guarantees, effective assistance of counsel at trial during initial appeal)
(It, guarantees, assistance of counsel at trial during appeal)
(It, guarantees, effective assistance at trial)
(It, guarantees, them)
(It, effective assistance of, counsel)
(It, guarantees, effective assistance of counsel)
(It, guarantees, effective assistance at trial during appeal)
(It, guarantees, effective assistance of counsel at trial during appeal)
(It, effective assistance during, initial appeal)
(It, guarantees, assistance of counsel at trial during initial appeal)
(It, guarantees, effective assistance of counsel during appeal)
(It, guarantees, assistance at trial during initial appeal)
(It, guarantees, assistance)
(It, guarantees, assistance at trial during appeal)
(It, guarantees, assistance of counsel)
(It, guarantees, assistance during appeal)
(It, guarantees, effective assistance of counsel at trial)
(It, guarantees, assistance of counsel at trial)
(396, at Evitts is, supra)
(reasoning, Moreover applies to, situations)
(reasoning, applies to, situations)
(reasoning, applies similarly to, situations)
(reasoning, Moreover applies similarly to, situations)
(Court, stressed, importance of underlying right to effective assistance of trial counsel)
(Court, stressed, importance of right)
(Court, First stressed, importance of right to effective assistance)
(Court, First stressed, importance of constitutional right to effective assistance of trial counsel)
(Court, stressed, importance of constitutional right)
(Court, stressed, importance)
(Court, stressed, importance of underlying constitutional right to assistance of trial counsel)
(Court, stressed, importance of constitutional right to effective assistance of trial counsel)
(Court, First stressed, importance)
(Court, First stressed, importance of constitutional right to assistance)
(Court, stressed, importance of underlying right to effective assistance)
(Court, stressed, importance of underlying constitutional right to effective assistance)
(Court, stressed, importance of underlying right to assistance)
(Court, stressed, importance of constitutional right to assistance of trial counsel)
(Court, First stressed, importance of right)
(Court, First stressed, importance of underlying right)
(bedrock principle, is in, our justice system)
(Court, stressed, importance of right to assistance)
(Court, First stressed, importance of constitutional right to assistance of trial counsel)
(Court, First stressed, importance of underlying right to assistance)
(Court, First stressed, importance of right to assistance)
(Court, stressed, importance of underlying constitutional right to effective assistance of trial counsel)
(Court, stressed, importance of right to effective assistance of trial counsel)
(Court, First stressed, importance of underlying constitutional right to assistance)
(Court, stressed, importance of underlying constitutional right)
(Court, First stressed, importance of underlying constitutional right to effective assistance of trial counsel)
(Court, stressed, importance of underlying right to assistance of trial counsel)
(Court, stressed, importance of right to assistance of trial counsel)
(Court, stressed, importance of right to effective assistance)
(Court, First stressed, importance of underlying constitutional right)
(Court, describing, it)
(Court, stressed, importance of underlying constitutional right to assistance)
(Court, First stressed, importance of underlying right to effective assistance)
(Court, First stressed, importance of underlying constitutional right to effective assistance)
(Court, stressed, importance of constitutional right to assistance)
(Court, stressed, importance of underlying right)
(Court, First stressed, importance of underlying right to assistance of trial counsel)
(Court, First stressed, importance of underlying right to effective assistance of trial counsel)
(Court, First stressed, importance of constitutional right to effective assistance)
(Court, First stressed, importance of constitutional right)
(Court, stressed, importance of constitutional right to effective assistance)
(Court, First stressed, importance of underlying constitutional right to assistance of trial counsel)
(Court, First stressed, importance of right to effective assistance of trial counsel)
(Court, First stressed, importance of right to assistance of trial counsel)
(constitutional right, is, also important)
(right, is, also important)
(Our cases, make, important)
(Our cases, make, also important)
(right, is, critically important)
(right, is, important)
(right, is, also critically important)
(constitutional right, is, critically important)
(Our cases, make, critically important)
(constitutional right, is, important)
(Our cases, make, also critically important)
(constitutional right, is, also critically important)
(Court, wrote in, 357 1963)
(merits, are decided without, benefit)
(Court, wrote in, Douglas)
(merits, are, where decided without benefit)
(merits, are, where decided)
(merits, are, where decided without benefit of counsel)
(merits, are, decided)
(merits, are decided without, benefit of counsel)
(merits, are decided as of, right)
(appellant, effective assistance of, attorney)
(appellant, assistance of, attorney)
(promise, be, futile gesture)
(promise, be, futile)
(promise, be, gesture)
(promise, be futile gesture, it comprehended)
(it, comprehended, appeal)
(promise, be gesture, it comprehended)
(prisoner, been denied process, ineffective)
(prisoner, been denied, fair process)
(prisoner, been denied, process)
(we, stated in, Martinez)
(attorney, is, ineffective)
(we, stated, itself)
(396, at Evitts is, supra)
(357-358, at Douglas is, supra)
(third, are, overturned)
(third, are overturned according to, Department of Justice statistics)
(fact, suggests, importance of appeal right)
(third, are overturned according to, Department)
(fact, suggests, importance of appeal right in capital case)
(fact, suggests, importance)
(fact, suggests, importance of appeal right particularly in capital case)
(third, are overturned at, stage of review)
(third, are overturned at, stage)
(convictions, is in, capital cases)
(Justice, of Dept. is, rev. Dec. 2014)
(Dept., rev. at_time, Dec. 2014)
(we, Second pointed out in, Martinez)
(we, pointed out in, Martinez)
(prisoner, of, direct appeal)
(prisoner, raise, claim on direct appeal)
(we, applied Martinez In, Trevino)
(prisoner, ineffective-assistance-of-trial-counsel claim on, appeal)
(prisoner, raise, claim on appeal)
(prisoner, ineffective-assistance-of-trial-counsel claim on, direct appeal)
(we, applied Martinez despite, theoretical possibility)
(prisoner, raise, claim)
(prisoner, raise, ineffective-assistance-of-trial-counsel claim)
(we, applied, Martinez)
(prisoner, raise, ineffective-assistance-of-trial-counsel claim on direct appeal)
(prisoner, claim on, appeal)
(prisoner, claim on, direct appeal)
(prisoner, raise, ineffective-assistance-of-trial-counsel claim on appeal)
(them, raise, claim)
(first time, is in, state collateral review proceedings)
(prisoners, bring, claims)
(it, required, them)
(prisoners, bring claims on, appeal)
(prisoners, bring, ineffective-assistance claims)
(it, required in, effect)
(them, raise, claim for first time)
(them, raise, claim for time in state collateral review proceedings)
(them, raise, claim for time)
(them, raise, claim for first time in state collateral review proceedings)
(State, has, procedural system)
(claim, is, where assistance)
(constitutional claim, is, where assistance of counsel)
(constitutional claim, is, assistance)
(claim, is ineffective assistance of, counsel)
(claim, is, where ineffective assistance of counsel)
(constitutional claim, is, ineffective assistance)
(constitutional claim, is, where ineffective assistance)
(claim, is, where assistance of counsel)
(claim, is, where assistance of appellate counsel)
(claim, is, ineffective assistance)
(constitutional claim, is assistance of, appellate counsel)
(constitutional claim, is, where ineffective assistance of counsel)
(claim, is ineffective assistance of, appellate counsel)
(constitutional claim, is, where assistance of appellate counsel)
(constitutional claim, is ineffective assistance of, appellate counsel)
(claim, is assistance of, counsel)
(claim, is, assistance)
(claim, is, where ineffective assistance of appellate counsel)
(claim, is assistance of, appellate counsel)
(constitutional claim, is ineffective assistance of, counsel)
(claim, is, where ineffective assistance)
(constitutional claim, is assistance of, counsel)
(constitutional claim, is, where assistance)
(constitutional claim, is, where ineffective assistance of appellate counsel)
(424, at Trevino is, supra)
(19-20, at Martinez is, 566 U. S.)
(prisoner, claims, ineffective assistance of appellate counsel)
(prisoner, claims, ineffective assistance)
(prisoner, claims, assistance of appellate counsel)
(prisoner, assistance of, counsel)
(prisoner, claims, assistance of counsel)
(prisoner, ineffective assistance of, appellate counsel)
(prisoner, assistance of, appellate counsel)
(prisoner, ineffective assistance of, counsel)
(prisoner, claims, ineffective assistance of counsel)
(prisoner, claims, assistance)
(same, is, true)
(Court, argues to, contrary)
(trial counsel, was, ineffective)
(prisoner, has, complaint)
(prisoner 's complaint, is about, ineffectiveness of his counsel)
(prisoner 's complaint, is about, ineffectiveness of his appellate counsel)
(prisoner 's complaint, is about, ineffectiveness)
(counsel, in, failure appeal)
(ineffectiveness, could consist for, example)
(ineffectiveness, could consist in, counsel 's failure appeal)
(trial court, made, decisions)
(they, are, erroneous)
(it, forms, basis of his ineffectiveness claim)
(it, forms basis To, contrary)
(it, forms, basis)
(prisoners, is in, similar cases)
(claim, is in, manner prescribed by state law)
(underlying claim, is, substantial)
(Martinez, limiting, conditions)
(underlying claim, is, where substantial)
(claim, is, where substantial)
(prisoner, has, merit)
(prisoner, i.e. has, merit)
(claim, is, substantial)
(counsel, is in, initial-review collateral proceedings)
(prisoners, default, substantial claims)
(States, provide, prisoners)
(States, provide prisoners with, counsel)
(many States, provide prisoners with, counsel)
(many States, provide, prisoners)
(prisoners, default, claims)
(many States, provide prisoners with, counsel in collateral proceedings)
(prisoner, have, meritorious claim)
(prisoners, default, substantial ineffective-assistance claims)
(prisoners, default, ineffective-assistance claims)
(States, provide prisoners with, counsel in collateral proceedings)
(prisoner, have, claim)
(it, is, unlikely)
(States, provide prisoners with, counsel in initial-review collateral proceedings)
(many States, provide prisoners with, counsel in initial-review collateral proceedings)
(it, is, Moreover unlikely)
(It, therefore seems, unlikely)
(strain, applying, Martinez)
(significant strain, applying, Martinez)
(strain, applying Martinez to, ineffective-assistance-of-appellate-counsel claims)
(significant strain, applying Martinez to, claims)
(It, seems, unlikely)
(significant strain, applying Martinez to, ineffective-assistance-of-appellate-counsel claims)
(strain, applying Martinez to, claims)
(limitations, would apply here, I have said)
(limitations, would apply, I have said)
(same limitations, would apply, I have said)
(same limitations, would apply here, I have said)
(Court, has, fear triggering)
(ineffective assistance, is with, merit flooding)
(his attorney 's actions, were outside, wide range of professionally competent assistance)
(actions, effect on, judgment)
(his attorney 's actions, were outside, wide range)
(his attorney 's actions, were outside, range of competent assistance)
(actions, had, effect)
(his attorney 's actions, were outside, range of assistance)
(actions, had, effect on judgment)
(his attorney 's actions, were outside, wide range of assistance)
(his attorney 's actions, were outside, range)
(attorney, has, actions)
