(February 29 2016, Decided at_time, June 9 2016)
(prosecutor 's role, might, might have limited to aspect of prosecution)
(prosecutor 's immediate role, might, might have limited to particular aspect of prosecution)
(claim, is in, case)
(prosecutor 's immediate role, is, called)
(prosecutor 's immediate role, might, might have limited to aspect)
(earlier involvement, is in, prosecution)
(prosecutor 's role, is, called)
(prosecutor 's immediate role, is, called upon)
(prosecutor 's immediate role, might, might have limited to aspect of prosecution)
(prosecutor 's role, is, called upon)
(prosecutor 's role, might, might have limited to aspect)
(prosecutor 's role, might, might have limited)
(factual differences explained, are, applicable)
(constitutional principles, explained in, Murchison)
(factual differences explained, are, fully applicable)
(constitutional principles explained, are, fully applicable)
(constitutional principles, notwithstanding explained in, Murchison)
(differences, notwithstanding explained in, Murchison)
(differences, explained in, Murchison)
(factual differences principles explained, are, applicable)
(judge, had, role)
(factual differences, explained in, Murchison)
(differences constitutional principles explained, are, applicable)
(differences principles explained, are, fully applicable)
(differences principles explained, are, applicable)
(principles explained, are, applicable)
(differences explained, are, applicable)
(factual differences constitutional principles explained, are, fully applicable)
(differences constitutional principles explained, are, fully applicable)
(judge, had, direct personal role)
(constitutional principles explained, are, applicable)
(principles, explained in, Murchison)
(differences explained, are, fully applicable)
(defendant, in, prosecution)
(factual differences, notwithstanding explained in, Murchison)
(judge, had, direct role)
(principles, notwithstanding explained in, Murchison)
(judge, had, personal role)
(factual differences principles explained, are, fully applicable)
(judge, had role in, defendant 's prosecution)
(principles explained, are, fully applicable)
(factual differences constitutional principles explained, are, applicable)
(proceedings, taking place over, period)
(case, may, may litigated through proceedings)
(other actors, involvement of are, consequences)
(single case, may, may litigated through proceedings)
(involvement, are, consequences)
(case, may, may litigated)
(proceedings, taking, place)
(single case, may, may litigated through multiple proceedings)
(multiple proceedings, taking place over, period years)
(multiple proceedings, taking, place)
(single case, may, may litigated)
(case, may, may litigated through multiple proceedings)
(actors, involvement of are, consequences)
(proceedings, taking place over, period years)
(multiple proceedings, taking place over, period)
(context, heightens, need)
(context, only heightens, need)
(context, heightens, need for rules)
(context, heightens, need for objective rules)
(context, only heightens, need for rules)
(context, only heightens, need for objective rules)
(case, force of, his decision)
(case, may implicate effects, decades intervene)
(case, continuing force of, his decision)
(case, may implicate effects, Even decades intervene)
(former prosecutor, revisits, matter)
(case, continuing force of, his original decision)
(former prosecutor, revisits matter as, jurist)
(case, force of, his original decision)
(case, may implicate, effects)
(judge, be, influenced)
(Chief Justice Castille, has, authorization seek)
(significant personal involvement, is in, critical trial decision)
(it, was, significant personal involvement)
(it, was, significant involvement)
(Chief Justice Castille, has, failure recuse from case)
(it, was, involvement)
(it, was, personal)
(Williams, from, case)
(it, was, personal involvement)
(it, was, significant)
(critical choice, is in, adversary process)
(decision, is, critical)
(prosecutor, be, can called upon)
(defendant, has, life)
(prosecutor, be, can called)
(Chief Justice Castille, had, significant role)
(Chief Justice Castille, had, role)
(Chief Justice Castille, had role in, decision)
(Commonwealth, pursue, death sentence against Williams)
(it, be, exercise)
(responsible prosecutor, deem, it)
(it, be, most significant exercise)
(it, be, significant exercise)
(it, be exercise of, his official discretion)
(prosecutor, deem, it)
(it, be most significant exercise of, his official discretion)
(it, be, significant)
(it, be exercise of, his discretion)
(it, be significant exercise of, his discretion)
(it, be most significant exercise of, his discretion)
(it, be significant exercise of, his official discretion)
(large district attorney, of, office in city)
(large district attorney 's office, is in, city)
(his approval, amounted According to, Pennsylvania)
(his approval, amounted to, brief administrative act limited)
(Williams, in, case)
(trial prosecutor, of, request pursue in case)
(it, read, one-and-a-half-page memo)
(his approval, amounted to, act limited)
(his approval, amounted to, administrative act limited)
(his approval, amounted to, administrative act)
(his approval, amounted to, brief act)
(his approval, amounted to, brief act limited)
(his approval, amounted to, act)
(it, read, memo)
(his approval, amounted to, brief administrative act)
(Court, In, view)
(mere ministerial role, is in, capital sentencing decisions)
(Chief Justice Castille, has, own comments running for judicial office)
(Commonwealth, has, claim)
(multiple news outlets, reported, his statement)
(he, sent, 45 people)
(chief justice, During, election campaign)
(news outlets, reported, his statement)
(State Voters, Must Choose Next Supreme Court Member at_time, Oct. 28 1993)
(State Voters, Must Choose Next Supreme Court Member at_time, pp. 1 12)
(State Voters, Must Choose, Next Supreme Court Member)
(State Voters, Must Choose, Legal Intelligencer)
(Chief Justice Castille, has, willingness take)
(he, played, role)
(he, played role in, his view)
(he, played role in, sentencing decisions)
(he, played role in, his own view)
(he, played, meaningful role)
(he, played role in, decisions)
(former prosecutor, be judge in, own case)
(former prosecutor, be, judge)
(PCRA court, has, ruling)
(judge, is in, own case)
(former prosecutor, be judge in, case)
(trial prosecutor, engaged in, multiple intentional Brady violations)
(Chief Justice Castille, has, former subordinate in office)
(district attorney, in, office)
(trial prosecutor, engaged in, intentional Brady violations)
(trial prosecutor, engaged during, Williams 's prosecution)
(trial prosecutor, engaged in, Brady violations)
(trial prosecutor, engaged in, multiple Brady violations)
(Williams, during, prosecution)
(Chief Justice Castille 's former subordinate, is in, district attorney 's office)
(it, would, would difficult)
(judge, is in, his position)
(PCRA court, by, findings)
(890, at Caperton is, 556 U. S.)
(due process, outer boundaries of, judicial disqualifications)
(process, only outer boundaries of, judicial disqualifications)
(process, demarks, boundaries)
(due process, demarks, only outer boundaries)
(process, boundaries of, judicial disqualifications)
(process, demarks, only boundaries of judicial disqualifications)
(due process, demarks, boundaries)
(process, outer boundaries of, disqualifications)
(due process, outer boundaries of, disqualifications)
(process, demarks, only boundaries of disqualifications)
(due process, demarks, only boundaries)
(process, demarks, only outer boundaries of disqualifications)
(due process, demarks, outer boundaries)
(due process, demarks, outer boundaries of judicial disqualifications)
(due process, only outer boundaries of, judicial disqualifications)
(due process, only outer boundaries of, disqualifications)
(process, only boundaries of, judicial disqualifications)
(process, demarks, only boundaries)
(due process, demarks, boundaries of judicial disqualifications)
(process, demarks, boundaries of judicial disqualifications)
(process, only boundaries of, disqualifications)
(process, demarks, outer boundaries of judicial disqualifications)
(due process, demarks, outer boundaries of disqualifications)
(due process, boundaries of, disqualifications)
(due process, only boundaries of, disqualifications)
(process, demarks, boundaries of disqualifications)
(due process, demarks, only boundaries of disqualifications)
(due process, demarks, only boundaries of judicial disqualifications)
(process, demarks, outer boundaries)
(due process, demarks, only outer boundaries of judicial disqualifications)
(process, demarks, outer boundaries of disqualifications)
(due process, demarks, boundaries of disqualifications)
(due process, boundaries of, judicial disqualifications)
(It, is, important)
(due process, demarks, only outer boundaries of disqualifications)
(process, demarks, only outer boundaries)
(process, demarks, only outer boundaries of judicial disqualifications)
(due process, only boundaries of, judicial disqualifications)
(process, boundaries of, disqualifications)
(process, outer boundaries of, judicial disqualifications)
(process, only outer boundaries of, disqualifications)
(rules, already require disqualification in, jurisdictions)
(detailed rules, disqualification under, circumstances of case)
(detailed ethical rules, already require disqualification in, many jurisdictions)
(rules, disqualification under, circumstances)
(ethical rules, disqualification under, circumstances)
(detailed rules, already require disqualification in, jurisdictions)
(rules, disqualification under, circumstances of case)
(detailed ethical rules, require disqualification in, jurisdictions)
(detailed rules, require disqualification in, many jurisdictions)
(detailed ethical rules, disqualification under, circumstances)
(detailed ethical rules, disqualification under, circumstances of case)
(ethical rules, require disqualification in, many jurisdictions)
(detailed rules, disqualification under, circumstances)
(ethical rules, require disqualification in, jurisdictions)
(detailed ethical rules, already require disqualification in, jurisdictions)
(detailed rules, already require disqualification in, many jurisdictions)
(rules, require disqualification in, many jurisdictions)
(ethical rules, already require disqualification in, many jurisdictions)
(rules, require disqualification in, jurisdictions)
(ethical rules, already require disqualification in, jurisdictions)
(ethical rules, disqualification under, circumstances of case)
(rules, already require disqualification in, many jurisdictions)
(detailed ethical rules, require disqualification in, many jurisdictions)
(detailed rules, require disqualification in, jurisdictions)
(ABA Model Judicial Code, of Comparison is, Dec. 14 2015)
(judge, has, impartiality)
(Pennsylvania, has, Code of Judicial Conduct)
(today, has, decision)
(most jurisdictions, have rules in, place)
(today 's decision, significant change in, recusal practice)
(jurisdictions, have rules in, place)
(Chief Justice Castille 's significant personal involvement, gave rise to, risk)
(critical decision, is in, Williams 's case)
(Chief Justice Castille 's involvement, gave rise to, risk of bias)
(Chief Justice Castille 's personal involvement, gave rise to, unacceptable risk of bias)
(Chief Justice Castille 's significant personal involvement, gave rise to, unacceptable risk)
(Chief Justice Castille 's involvement, gave, rise)
(Chief Justice Castille 's significant involvement, gave rise to, risk)
(Chief Justice Castille 's significant involvement, gave rise to, risk of actual bias)
(Chief Justice Castille 's personal involvement, gave rise to, risk)
(Chief Justice Castille 's significant involvement, gave rise to, unacceptable risk of bias)
(Chief Justice Castille 's significant personal involvement, gave, rise)
(Chief Justice Castille 's significant involvement, gave rise to, unacceptable risk of actual bias)
(Chief Justice Castille 's significant personal involvement, gave rise to, unacceptable risk of actual bias)
(Chief Justice Castille 's personal involvement, gave rise to, unacceptable risk of actual bias)
(Chief Justice Castille 's involvement, gave rise to, unacceptable risk)
(Chief Justice Castille 's personal involvement, gave rise to, risk of actual bias)
(Chief Justice Castille 's significant involvement, gave, rise)
(Chief Justice Castille 's significant personal involvement, gave rise to, risk of bias)
(Chief Justice Castille 's involvement, gave rise to, risk)
(Williams, in, case)
(Chief Justice Castille 's involvement, gave rise to, unacceptable risk of actual bias)
(Chief Justice Castille 's significant personal involvement, gave rise to, risk of actual bias)
(Chief Justice Castille, has, significant personal involvement in critical decision in case)
(Chief Justice Castille 's personal involvement, gave rise to, unacceptable risk)
(Chief Justice Castille 's significant personal involvement, is in, critical decision)
(Chief Justice Castille 's involvement, gave rise to, risk of actual bias)
(Chief Justice Castille 's personal involvement, gave, rise)
(Chief Justice Castille 's involvement, gave rise to, unacceptable risk of bias)
(Chief Justice Castille 's personal involvement, gave rise to, risk of bias)
(Chief Justice Castille 's significant involvement, gave rise to, unacceptable risk)
(Chief Justice Castille 's significant personal involvement, gave rise to, unacceptable risk of bias)
(Chief Justice Castille 's significant involvement, gave rise to, risk of bias)
(risk, endangered, appearance of neutrality)
(his participation, be forbidden, guarantee is)
(risk, endangered, appearance)
(guarantee, be, implemented)
(risk, so endangered, appearance of neutrality)
(his participation, is in, case)
(guarantee, is, implemented)
(his participation, be forbidden, guarantee of process is)
(risk, so endangered, appearance)
(his participation, be, forbidden)
(guarantee, be, adequately implemented)
(his participation, be forbidden, guarantee of due process is)
(guarantee, is, adequately implemented)
(47, at Withrow is, 421 U. S.)
(Chief Justice Castille 's participation, violated, due process)
(Williams, is entitled to, relief)
(Williams, is, entitled)
(Chief Justice Castille, has, participation)
(Chief Justice Castille 's participation, violated, process)
(member, has, vote)
(interest, is in, outcome of case)
(Court, holds For, reasons discussed below)
(structural error, unconstitutional failure, recuse)
(Court, holds For, reasons)
(error, unconstitutional failure, recuse)
(Court, holds For, reasons discussed)
(structural error, failure, recuse)
(deciding vote, judge in, question)
(error, failure, recuse)
(judge, is in, question)
(due process violation, arising from, participation)
(due process violation, is defect regardless to, review)
(due process violation, is, defect)
(Court, has, little trouble concluding)
(due process violation, arising from, participation judge)
(process violation, is defect to, harmless-error review)
(process violation, arising from, participation)
(process violation, is, defect)
(Court, has, little trouble)
(Court, has, trouble)
(due process violation, is, defect regardless)
(process violation, arising from, participation interested judge)
(judge, has, vote)
(due process violation, is defect to, harmless-error review)
(due process violation, arising from, participation interested judge)
(process violation, is defect regardless to, review)
(Court, has, trouble concluding)
(due process violation, is defect regardless to, harmless-error review)
(due process violation, is defect to, review)
(process violation, arising from, participation judge)
(process violation, is, defect regardless)
(process violation, is defect regardless to, harmless-error review)
(process violation, is defect to, review)
(deliberations, are, confidential)
(deliberations, are confidential as, rule)
(deliberations, are confidential as, general rule)
(jurist, is in, question)
(jurist, influenced views during, decisionmaking process)
(jurist, influenced, views of his colleagues)
(views, jurist in, question)
(jurist, influenced, views)
(it, is possible As, result)
(jurist, influenced during, decisionmaking process)
(it, is, possible)
(jurist, views of, his colleagues)
(they, reexamine, ideas)
(they, reexamine, old ideas)
(Justice Brennan, wrote in, his Lavoie concurrence)
(judges, exchanged, ideas)
(judges, exchanged, arguments)
(It, reflects, fact)
(judges, deciding, case)
(issues, must, must addressed)
(issues, must, must addressed importantly)
(they, must, must addressed)
(issues, must, must addressed more importantly)
(court, has, perceptions)
(they, must, how must addressed)
(influence, is in, process)
(member 's involvement, plays, part)
(experience, teaches, us)
(involvement, plays, part)
(member 's involvement, shaping, court 's disposition)
(member 's involvement, shaping, court 's ultimate disposition)
(involvement, shaping, court 's disposition)
(court, has, ultimate disposition)
(involvement, shaping, court 's ultimate disposition)
(interested judge, has, vote)
(reality, are necessary to, legitimacy of judicial pronouncements)
(reality, are, necessary)
(reality, are necessary to, legitimacy of pronouncements)
(reality, are necessary to, public legitimacy)
(reality, are necessary to, public legitimacy of pronouncements)
(reality, are necessary to, public legitimacy of judicial pronouncements)
(reality, are necessary to, legitimacy)
(objective risk, rises to, unconstitutional level)
(objective risk, rises to, level)
(risk, rises to, unconstitutional level)
(risk, rises to, level)
(Commonwealth, points out, that)
(Allowing, will permit judges to, probe lines)
(appellate panel, reconsider case without, participation of member)
(they, constrained, avoid in their first deliberations)
(panel, reconsider case without, participation of member)
(appellate panel, reconsider case without, participation)
(Allowing, will permit, judges)
(they, constrained, avoid)
(panel, reconsider case without, participation)
(panel, reconsider case without, participation of interested member)
(judges, Allowing, panel)
(appellate panel, reconsider, case)
(judges, Allowing, appellate panel)
(they, constrained, avoid in their deliberations)
(panel, reconsider, case)
(appellate panel, reconsider case without, participation of interested member)
(Allowing, will permit judges to, probe lines of analysis)
(Williams, in, case)
(Chief Justice Castille 's participation, is in, Williams 's case)
(State Supreme Court, has, whole adjudicatory framework)
(Chief Justice Castille, has, participation in case)
(court, unburdened by, possible temptation)
(judge, has had, earlier significant involvement as prosecutor)
(critical decision, is in, defendant 's case)
(actual bias, is in, judicial proceeding)
(judge, significant personal involvement as, prosecutor)
(judge, has had, significant involvement as prosecutor)
(judge, has had, significant involvement)
(judge, earlier significant personal involvement as, prosecutor)
(judge, has had, earlier significant personal involvement as prosecutor)
(judge, personal involvement as, prosecutor)
(risk, rises to, level)
(judge, significant involvement as, prosecutor)
(judge, has had, significant personal involvement)
(judge, has had involvement in, critical decision)
(judge, has had, earlier significant personal involvement)
(judge, has had, involvement)
(judge, has had involvement in, decision in defendant 's case)
(defendant, in, case)
(judge, has had, significant personal involvement as prosecutor)
(judge, earlier significant involvement as, prosecutor)
(judge, has had, involvement as prosecutor)
(judge, has had, personal involvement as prosecutor)
(judge, involvement as, prosecutor)
(judge, has had, earlier significant involvement)
(judge, has had involvement in, critical decision in defendant 's case)
(judge, has had involvement in, decision)
(judge, has had, personal involvement)
(Due process, entitles, Terrance Williams)
(process, entitles, Terrance Williams)
(he, may present, his case)
(case, is, remanded)
(judgment, is, vacated)
(It, is, ordered)
(It, is, so ordered)
(TERRANCE WILLIAMS, PETITIONER v., PENNSYLVANIA)
(JUSTICE ALITO, joins, dissenting)
(Ronald Castille, Attorney of, Philadelphia)
(prosecutor, is in, his office)
(he, later participated, deciding)
(he, later participated as, Chief Justice)
(he, later participated as, Chief Justice of Pennsylvania Supreme Court)
(Williams, has, fifth habeas petition)
(he, participated, deciding)
(prosecution, to, decision seek)
(he, participated as, Chief Justice)
(he, participated as, Chief Justice of Pennsylvania Supreme Court)
(Chief Justice Castille, made, critical decision)
(Chief Justice Castille, made, decision)
(prosecutor, is in, Williams 's case)
(he, would, would so psychologically wedded)
(Williams, in, case)
(he, would, would wedded to his previous decision)
(he, would, would wedded)
(he, would, would psychologically wedded)
(Chief Justice Castille, made, critical decision as prosecutor)
(Chief Justice Castille, made, decision as prosecutor in Williams 's case)
(it, violate, the Due)
(he, would, would psychologically wedded to his decision)
(he, would, would psychologically wedded to his previous decision)
(Chief Justice Castille, critical decision as, prosecutor)
(Chief Justice Castille, critical decision as, prosecutor in Williams 's case)
(it, violate, the)
(he, would, would wedded to his decision)
(he, would, would so psychologically wedded to his previous decision)
(Chief Justice Castille, decision as, prosecutor in Williams 's case)
(Chief Justice Castille, made, decision as prosecutor)
(he, would, would so psychologically wedded to his decision)
(Chief Justice Castille, decision as, prosecutor)
(Chief Justice Castille, made, critical decision as prosecutor in Williams 's case)
(majority opinion, rests on, proverb)
(presumption, is in, those serving as adjudicators)
(majority, relies at_time, presumption)
(Process Clause, is, violated)
(Due Process Clause, is, violated)
(judge, adjudicates, question)
(judge, adjudicates, same question)
(grand juror, is in, same case)
(petitioner Terrance Williams, stood trial In, 1986)
(petitioner Terrance Williams, stood, trial for murder of Amos Norwood)
(petitioner Terrance Williams, stood, trial)
(petitioner Terrance Williams, stood, trial for murder)
(petitioner Terrance Williams, stood In, 1986)
(Andrea Foulkes, prepared, one-and-a-half page memo for her superiors)
(Philadelphia Assistant District Attorney, prosecuting, case)
(Andrea Foulkes, prepared, page memo)
(Andrea Foulkes, prepared, page memo for her superiors)
(Andrea Foulkes, prepared, one-and-a-half page memo)
(memo briefly, described, Williams 's prior felonies including previous murder conviction)
(Williams, has, prior felonies including previous murder conviction)
(memo briefly, described, facts of case)
(memo briefly, described, Williams 's felonies including previous murder conviction)
(memo briefly, described, Williams 's prior felonies including murder conviction)
(memo briefly, described, Williams 's prior felonies)
(memo briefly, described, Williams 's felonies)
(memo briefly, described, facts)
(memo briefly, described, Williams 's felonies including murder conviction)
(Gottlieb, passed, it)
(note, recommending, death penalty)
(Gottlieb, read, memo)
(Castille, Approved, proceed on death penalty)
(Castille, wrote, Approved)
(Castille, Approved, proceed)
(Castille, wrote at, bottom)
(Castille, wrote at, bottom of memo)
(Williams, testified At, trial)
(jury, sentenced, him)
(jury, hearing, evidence)
(jury, convicted, him)
(extensive evidence, linking Williams to, crime)
(evidence, linking, Williams)
(evidence, linking Williams to, crime)
(extensive evidence, linking, Williams)
(jury, hearing, extensive evidence)
(A., 2d, 79-80 1990)
(570 A., 2d, 79-80 1990)
(his trial counsel, failing to, present evidence)
(his trial counsel, failing to, evidence of his childhood sexual abuse)
(his trial counsel, failing to, mitigating evidence of his childhood sexual abuse)
(Williams, filed habeas petition in, Pennsylvania state court)
(his trial counsel, failing to, evidence)
(his trial counsel, been ineffective, failing to mitigating evidence)
(Williams, filed, habeas petition)
(his trial counsel, been ineffective, failing to present mitigating evidence of his childhood abuse)
(his trial counsel, been ineffective, failing to present evidence)
(his trial counsel, been ineffective, failing to present mitigating evidence)
(his trial counsel, been ineffective among, other claims)
(Williams, filed habeas petition In, 1995)
(his trial counsel, been ineffective, failing to mitigating evidence of his childhood abuse)
(his trial counsel, failing to, mitigating evidence)
(his trial counsel, been ineffective among, claims)
(his trial counsel, been ineffective, failing to mitigating evidence of his childhood sexual abuse)
(his trial counsel, been ineffective, failing to evidence of his childhood abuse)
(his trial counsel, been, ineffective)
(his trial counsel, been ineffective, failing to present evidence of his childhood abuse)
(his trial counsel, failing to, evidence of his childhood abuse)
(his trial counsel, failing to, present mitigating evidence of his childhood sexual abuse)
(his trial counsel, been ineffective, failing to evidence of his childhood sexual abuse)
(his trial counsel, failing to, present evidence of his childhood abuse)
(his trial counsel, failing to, present evidence of his childhood sexual abuse)
(his trial counsel, failing to, present mitigating evidence)
(his trial counsel, failing to, mitigating evidence of his childhood abuse)
(his trial counsel, been ineffective, failing to evidence)
(his trial counsel, failing to, present mitigating evidence of his childhood abuse)
(his trial counsel, been ineffective, failing)
(his trial counsel, been ineffective, failing to present mitigating evidence of his childhood sexual abuse)
(his trial counsel, been ineffective, failing to present evidence of his childhood sexual abuse)
(Williams, acknowledged At, hearing related)
(Williams, acknowledged At, hearing related to petition)
(he, knew, Norwood)
(Williams, acknowledged At, hearing)
(A., 3d, 1240 2014)
(105 A., 3d, 1240 2014)
(petition, was, denied)
(Williams, out of, fifth habeas petition)
(he, filed in, state court)
(he, filed in, 2012)
(Norwood, was, sexually involved with boys around age at time of his murder)
(Norwood, was sexually involved with, boys)
(Norwood, was, sexually involved with boys at time)
(he, was, entitled)
(Norwood, was involved at, time)
(he, was entitled, prosecution at trial had failed)
(Norwood, was, involved with boys at time)
(Norwood, was involved at, time of his murder)
(Norwood, was, involved)
(Norwood, was, sexually involved)
(Norwood, was, sexually involved with boys around age at time)
(Williams, argued In, petition)
(prosecution, turn over, certain evidence)
(Norwood, was sexually involved with, boys around age)
(prosecution, turn over, evidence)
(Norwood, was, involved with boys around age at time of his murder)
(Norwood, was, sexually involved with boys at time of his murder)
(Norwood, was, involved with boys around age at time)
(Norwood, was sexually involved at, time of his murder)
(he, was entitled to, new sentencing proceeding)
(prosecution, turn over, evidence suggesting)
(Norwood, was involved with, boys)
(Norwood, was, involved with boys at time of his murder)
(Norwood, was sexually involved at, time)
(Norwood, was involved with, boys around age)
(he, was entitled, prosecution had failed)
(prosecution, turn over, certain evidence suggesting)
(he, was entitled to, sentencing proceeding)
(Williams, has, fifth habeas petition)
(Williams 's fifth habeas petition, is under, untimely Pennsylvania law)
(Williams 's habeas petition, is under, untimely Pennsylvania law)
(It, is, undisputed)
(Williams 's fifth habeas petition, is under, Pennsylvania law)
(Williams 's habeas petition, is under, Pennsylvania law)
(time bar, required, Williams)
(time bar, required, show)
(1240, at ___ is, 105 A. 3d)
(Williams, access, statements)
(Amos Norwood, was, inappropriate)
(Williams, was, unable until)
(Amos Norwood, was, sexually inappropriate)
(Williams, was, unable)
(Williams, met, burden)
(Williams, filed, motion)
(his Office, seek, death penalty)
(he, authorized, his Office)
(he, personally authorized, his Office)
(Chief Justice Castille, recuse, himself)
(Williams, filed, motion requesting)
(his Office, seek earlier, death penalty)
(Commonwealth, appealed to, Pennsylvania Supreme Court)
(Chief Justice Castille, denied, motion)
(six-member Pennsylvania Supreme Court, hear, case)
(Chief Justice Castille, summarily denied, motion)
(Chief Justice Castille, summarily denied, recusal motion)
(Pennsylvania Supreme Court, hear, case)
(Chief Justice Castille, denied, recusal motion)
(court, reinstated, Williams 's sentence)
(Williams, has, sentence)
(court, unanimously reinstated, Williams 's sentence)
(Williams, knew, sufficient)
(Williams, conduct before, trial)
(Williams, make, threshold showing)
(Williams, conduct well with, boys)
(Williams, conduct well with, teenage boys)
(Williams, conduct with, teenage boys)
(Williams, failed, was evidence)
(Williams, failed, was abundant evidence)
(Williams, knew of, Norwood 's homosexuality)
(Norwood, of, homosexuality)
(Williams, failed According to, Pennsylvania Supreme Court)
(Williams, conduct well before, trial)
(Williams, make, threshold)
(Williams, conduct with, boys)
(1241, at ___ is, 105 A. 3d)
(court, pointed out, that)
(Norwood, of, abuse)
(Williams, raised claims in, his state habeas proceeding)
(Williams, raised claims in, his first state habeas proceeding)
(Williams, claims of, abuse)
(Williams, raised, claims)
(Williams, raised claims in, his state habeas)
(Williams, raised, claims of abuse)
(Williams, raised claims in, his first state habeas)
(Williams, raised, similar claims of abuse)
(Williams, similar claims of, abuse)
(Williams, raised, similar claims)
(Chief Justice Castille, criticizing court, failing)
(Williams, has, petition)
(Chief Justice Castille, criticizing, lower court)
(Chief Justice Castille, criticizing, court)
(Due Process Clause, requires States In, context)
(Process Clause, requires States In, context of criminal proceeding)
(Process Clause, requires States In, context of proceeding)
(Due Process Clause, requires States In, context of proceeding)
(Due Process Clause, requires, States)
(Process Clause, requires States In, context)
(Due Process Clause, requires States In, context of criminal proceeding)
(Process Clause, requires, States)
(appeal, is, one right)
(fair trial, is, one right)
(trial, is, one such right)
(appeal, is, one such right)
(fair trial, is, one such right)
(trial, is, one right)
(it, ensuring, right)
(judge, is with, interest)
(interest, is in, case)
(Court, to, decision we had declined)
(practice, must, must forbidden)
(guarantee, be, implemented)
(Court, framed, inquiry)
(guarantee, be, adequately implemented)
(guarantee, is, adequately implemented)
(guarantee, is, implemented)
(Chief Justice Castille, has, recusal)
(Williams, in, case)
(significant personal involvement, is in, critical trial decision)
(critical trial decision, is in, Williams 's case)
(Court, from, analysis in In re Murchison)
(his conclusion, follows from, Court 's analysis in In re Murchison)
(Court 's analysis, is In, in re Murchison)
(his conclusion, follows In, majority 's view)
(his conclusion, follows from, Court 's analysis in In Murchison)
(his conclusion, follows from, Court 's analysis)
(majority, In, view)
(one-man grand jury, is in, same case)
(person, sit as, judge)
(same person, sit as, judge)
(two witnesses, is in, corruption case)
(second witness, answer, questions)
(witness, answer, questions)
(testimony, persuaded, judge)
(judge, charged, witnesses)
(judge, presided over, trial)
(judge, accordingly charged witnesses with, contempt)
(judge, accordingly charged, witnesses)
(judge, accordingly charged witnesses with, criminal contempt)
(judge, charged witnesses with, criminal contempt)
(judge, convicted, them)
(judge, charged witnesses with, contempt)
(trial, violated, Due Clause)
(trial, violated, Due Process Clause)
(trial, violated, Process Clause)
(trial, violated, Clause)
(We, reversed, holding)
(Court, fails in, fact)
(Murchison, First found, process violation)
(judge, sitting as, judge)
(judge, accused, witnesses)
(judge, witnesses of, contempt)
(Murchison, found, process violation)
(judge, accused, witnesses of contempt)
(only issue, is in, case)
(judge, had made up, his mind)
(such prejudgment, violated, Due Clause)
(prejudgment, violated, Clause)
(such prejudgment, violated, Process Clause)
(such prejudgment, violated, Clause)
(prejudgment, violated, Due Clause)
(such prejudgment, violated, Due Process Clause)
(prejudgment, violated, Process Clause)
(prejudgment, violated, Due Process Clause)
(Murchison, Second expressed, concern)
(judge, has, recollection of testimony)
(Murchison, expressed, concern)
(judge, was at, risk calling)
(judge, calling on, his own personal knowledge)
(judge, was at, risk calling on his knowledge)
(evidence, presented by, parties)
(judge, calling on, his personal knowledge)
(judge, calling on, his own knowledge)
(judge, was at, risk calling on his personal knowledge)
(judge, calling on, his knowledge)
(evidence, presented to, him)
(judge, was at, risk calling on his own knowledge)
(process concerns, is, Neither present here)
(due process concerns, is, Neither present here)
(process concerns, is, present here)
(process concerns, Neither is present here of, those)
(due process concerns, is, present here)
(due process concerns, is, Neither present)
(due process concerns, Neither is present here of, those)
(process concerns, is, Neither present)
(due process concerns, is present here of, those)
(due process concerns, is present of, those)
(due process concerns, Neither is present of, those)
(process concerns, is present here of, those)
(process concerns, is, present)
(due process concerns, is, present)
(process concerns, Neither is present of, those)
(process concerns, is present of, those)
(Chief Justice Castille, was, involved)
(it, require, him)
(it, be, would reasonable)
(it, be, perhaps would reasonable)
(it, be, would reasonable under Murchison)
(it, be, perhaps would reasonable under Murchison)
(1240, at ___ is, 105 A. 3d)
(prosecution, turn over evidence at, trial)
(prosecution, turn over, certain evidence)
(Williams, overcome, timeliness bar)
(he, sought, raise)
(he, sought, raise on merits)
(he, raise on, merits)
(prosecution, turn over, evidence)
(problem, is in, Murchison)
(innocence, guilt of, defendants)
(Williams 's merits, claim in, contrast)
(Williams, has, merits)
(Williams 's merits, claim In, case)
(legal issues, were before, ever him)
(legal issues, were before, him)
(issues, were before, ever him as prosecutor)
(issues, were before, him)
(issues, were before, ever him)
(legal issues, were before, ever him as prosecutor)
(issues, were before, him as prosecutor)
(legal issues, were before, him as prosecutor)
(evidence, is in, his role as prosecutor)
(Chief Justice Castille, remembered, contents)
(Chief Justice Castille, remembered later, contents)
(Chief Justice Castille, remembered, contents of memo)
(Chief Justice Castille, contents of, memo)
(Chief Justice Castille, remembered later, contents of memo)
(majority, justify, its rule)
(judge, be, wedded to his position as prosecutor)
(judge, be, psychologically wedded to his previous position as prosecutor)
(judge, be, wedded)
(judge, be psychologically wedded to, his position)
(judge, be psychologically wedded as, prosecutor)
(judge, be so psychologically wedded as, prosecutor)
(judge, be, psychologically wedded to his position as prosecutor)
(judge, consciously or unconsciously avoid, appearance having erred)
(judge, be, so psychologically wedded)
(judge, be wedded as, prosecutor)
(judge, be wedded to, his position)
(judge, be so psychologically wedded to, his position)
(judge, be, wedded to his previous position as prosecutor)
(judge, avoid, appearance having erred)
(judge, be wedded to, his previous position)
(judge, be psychologically wedded to, his previous position)
