(March 30 2015, Decided at_time, June 18 2015)
(Louisiana Supreme Court, is in, Williams)
(he, has, substantial limitations)
(3d, will assume for, sake of simplicity)
(individual, may, may disabled)
(it, appears, most favorable)
(3d, will assume for, sake)
(individual, may, may intellectually disabled)
(it, appears, most favorable to State .6 Under standard)
(it, appears, most favorable Under standard)
(third, derived from, Louisiana statutory law)
(it, appears, favorable to State .6 Under standard)
(we, will assume for, sake of simplicity)
(he, has, limitations)
(he, has, functional limitations)
(it, appears, favorable Under standard)
(third, derived from, Louisiana law)
(he, has, substantial functional limitations)
(it, appears, favorable)
(it, appears, favorable to State .6)
(it, appears, most favorable to State .6)
(we, will assume for, sake)
(evidence, raise, question)
(Brumfield, met, criteria)
(sufficient evidence, raise, question)
(Brumfield, been, born)
(Brumfield, been born prematurely at, very low birth weight)
(Brumfield, has, mother)
(Brumfield, been, born prematurely)
(Brumfield, been born prematurely at, low birth weight)
(Brumfield, been born at, low birth weight)
(Brumfield, been born at, birth weight)
(Brumfield, been born prematurely at, birth weight)
(Brumfield, been born at, very low birth weight)
(Brumfield 's mother, testified During, sentencing hearing)
(he, been, taken)
(he, been taken out of, school)
(he, hospitalized due to, his behavior)
(he, suffered, seizure)
(he, been taken in, fifth grade)
(he, been taken in, grade)
(Social worker Dr. Guin, elaborated on, testimony)
(Brumfield, has, low birth weight)
(he, probably had, learning disability related)
(type, is in, motor development)
(disability, type of, physiological problem)
(disability, type of, problem)
(he, had, learning disability related to type of slowness)
(he, had, disability related to type of slowness in motor development)
(he, had, learning disability related to type)
(he, had, disability)
(he, probably had, learning disability)
(learning disability related, type of, problem)
(he, probably had, disability related to type in motor development)
(learning disability, type of, problem)
(he, probably had, disability)
(he, had, learning disability)
(he, had, disability related to type of slowness)
(he, type of, problem)
(he, probably had, disability related to type)
(he, probably had, disability related to type of slowness in motor development)
(he, had, disability related)
(learning disability related, type of, physiological problem)
(disability related, type of, physiological problem)
(he, probably had, disability related to type of slowness)
(he, had, disability related to type in motor development)
(he, probably had, learning disability related to type in motor development)
(he, probably had, learning disability related to type)
(he, had, learning disability related to type in motor development)
(disability related, type of, problem)
(he, type of, physiological problem)
(learning disability, type of, physiological problem)
(he, had, learning disability related to type of slowness in motor development)
(he, probably had, disability related)
(he, probably had, learning disability related to type of slowness in motor development)
(he, had, disability related to type)
(he, had, learning disability related)
(he, probably had, learning disability related to type of slowness)
(Brumfield, obviously have, a physiologically linked)
(Dr. Guin, reached, similar conclusion)
(Dr. Guin, reached, conclusion)
(Brumfield, obviously have, a linked)
(Brumfield, obviously have, a)
(he, was, born)
(he, was, born with)
(Brumfield, have, a physiologically linked)
(Brumfield, have, a)
(Brumfield, have, a linked)
(Brumfield, had, borderline general level)
(Brumfield, had, level of intelligence)
(Brumfield, had, borderline general level of intelligence)
(Brumfield, had, general level of intelligence)
(Brumfield, had, level)
(Brumfield, had, borderline level)
(Brumfield, had, general level)
(Brumfield, had, borderline level of intelligence)
(he, reached, level)
(His intellect, manifested, itself)
(His low intellect, manifested, itself)
(him, acquire, information)
(individuals, is with, history learning)
(deficiencies, frequently seen clearly in, individuals)
(deficiencies, seen in, individuals)
(him, acquire, new information)
(deficiencies, frequently seen in, individuals)
(deficiencies, seen clearly in, individuals)
(Brumfield 's birth weight, had, place)
(Brumfield 's low birth weight, had, place)
(medications, administered to, Brumfield)
(Brumfield 's birth weight, had, d)
(Brumfield, has, low birth weight)
(medications, were reserved for, severe cases)
(medications, were, generally reserved)
(medications, were, reserved)
(medications, were reserved for, cases)
(Brumfield 's low birth weight, had, d)
(medications, were generally reserved for, cases)
(medications, were generally reserved for, severe cases)
(All, told, evidence in record)
(substantial grounds, question, Brumfield 's adaptive functioning)
(Brumfield, has, adaptive functioning)
(grounds, question, Brumfield 's functioning)
(All, told, evidence in state-court record)
(evidence, is in, state-court record provided)
(grounds, question, Brumfield 's adaptive functioning)
(substantial grounds, question, Brumfield 's functioning)
(All, told, evidence)
(individual, barely read at, fourth-grade level)
(individual, was, suspected)
(individual, having, learning disability)
(individual, read at, fourth-grade level)
(individual, read at, level)
(individual, barely read at, level)
(individual, having, disability)
(Brumfield, well had, deficits)
(Brumfield, well had, significant deficits)
(Brumfield, had, significant deficits)
(Brumfield, had, deficits)
(state court, advancing, its contrary view of record)
(Dr. Bolter, described Brumfield as, someone with antisocial personality)
(state court, advancing, its view)
(someone, is with, antisocial personality)
(Dr. Bolter, described Brumfield as, someone with personality)
(state court, advancing, its view of record)
(state court, advancing, its contrary view)
(Dr. Bolter, described Brumfield as, someone)
(Dr. Bolter, described, Brumfield)
(diagnosis, should, should made regardless of addition to presence)
(diagnosis, should, therefore should made)
(Williams court, defining, disability)
(diagnosis, should, should made)
(Williams court, defining, intellectual disability)
(diagnosis, should, should made regardless of addition)
(diagnosis, should, therefore should made regardless)
(diagnosis, should, therefore should made regardless of addition)
(diagnosis, should, therefore should made regardless of addition to presence)
(diagnosis, should, should made regardless)
(individuals, is with, intellectual disability)
(dissent, post at, other evidence in record state court may have cut against Brumfield 's claim of intellectual disability)
(Brumfield, against, claim of intellectual disability)
(dissent, emphasizes, post)
(dissent, post at, evidence in record state court may have cut against Brumfield 's claim of intellectual disability)
(dissent, post at, evidence in record state court may have cut)
(dissent, post at, other evidence in record state court may have cut against Brumfield 's claim of disability)
(dissent, post at, other evidence in record state court may have cut)
(dissent, post at, evidence in record state court may have cut against Brumfield 's claim of disability)
(dissent, post at, evidence in record state court may have cut against Brumfield 's claim)
(dissent, post at, other evidence in record state court may have cut against Brumfield 's claim)
(other evidence, is in, record state court may have cut against Brumfield 's claim of intellectual disability)
(dissent, post at, other evidence)
(dissent, post at, evidence)
(Brumfield, appears, normal from perspective)
(Brumfield, appears, normal from neurocognitive perspective)
(Brumfield, appears, normal)
(facts, might provide, reason think)
(Brumfield, of, crime)
(facts, Likewise might provide, reason think)
(persons, strengths in, skill areas)
(persons, may have, strengths)
(persons, may have, strengths)
(persons, may have, strengths)
(persons, strengths in, capabilities)
(persons, may have, strengths in skill areas)
(strengths, strengths in, one aspect)
(disabled persons, strengths in, capabilities)
(disabled persons, strengths in, one aspect)
(disabled persons, strengths in, skill areas)
(strengths, is in, social capabilities)
(persons, strengths in, social capabilities)
(persons, may have, strengths in capabilities)
(strengths, is in, one aspect of adaptive skill)
(persons, strengths in, one aspect)
(strengths, is in, adaptive skill areas)
(strengths, strengths in, adaptive skill areas)
(persons, may have, strengths in adaptive skill areas)
(strengths, strengths in, skill areas)
(disabled persons, may have strengths at, 8)
(disabled persons, may have strengths at, 8)
(disabled persons, may have strengths at, 8)
(disabled persons, may have, strengths in capabilities)
(persons, may have, strengths in one aspect)
(disabled persons, may have, strengths)
(disabled persons, may have, strengths)
(disabled persons, may have, strengths)
(disabled persons, may have, strengths in skill areas)
(disabled persons, strengths in, social capabilities)
(persons, strengths in, adaptive skill areas)
(disabled persons, strengths in, adaptive skill areas)
(disabled persons, may have, strengths in one aspect)
(disabled persons, may have, strengths in adaptive skill areas)
(persons, may have strengths at, 8)
(persons, may have strengths at, 8)
(persons, may have strengths at, 8)
(Brumfield, seeking, evidentiary hearing)
(It, is, critical)
(Brumfield, seeking, hearing)
(Brumfield, raise, reasonable doubt)
(Brumfield, only raise, reasonable doubt)
(Brumfield, only raise, doubt)
(Brumfield, raise, doubt)
(defendant, was, entitled)
(threshold, how low was intended, be)
(defendant, was entitled to, hearing on his Atkins claim)
(defendant, was entitled to, hearing)
(threshold, was, low intended)
(Louisiana Supreme Court 's decision, is in, Williams)
(threshold, low was intended, be)
(threshold, was, intended)
(threshold, was intended, be)
(defense, has, own expert)
(threshold, was, how low intended)
(Louisiana Supreme Court, has, decision in Williams)
(defendant, was entitled to, hearing on his Atkins claim notwithstanding fact)
(Brumfield, of, deficiencies)
(he, was at, risk of trauma)
(he, was at, risk of neurological trauma at birth)
(he, was at, risk of trauma at birth)
(he, was at, risk)
(he, was at, risk of neurological trauma)
(facts, were, sufficient)
(facts, raise, doubt)
(facts, raise doubt as to, Brumfield 's adaptive impairments)
(facts, raise doubt as to, Brumfield 's impairments)
(Brumfield, as to, adaptive impairments)
(facts, were, alone sufficient)
(reason, investigate, evidence relating to disability)
(little reason, investigate, evidence)
(little reason, investigate, evidence relating)
(evidence, relating to, disability)
(little reason, investigate, evidence relating to intellectual disability)
(little reason, investigate, evidence relating to disability)
(reason, investigate, evidence)
(reason, investigate, evidence relating to intellectual disability)
(evidence, relating to, intellectual disability)
(reason, investigate, evidence relating)
(he, ran, risk)
(it, enhance, likelihood)
(321, at Atkins is, 536 U. S.)
(evidence, provided, reason think)
(evidence, provided, good reason think)
(such claim, is in, full evidentiary hearing)
(it, defined, standard)
(Louisiana Supreme Court, Indeed had made, clear)
(capital defendant, be accorded, benefit)
(capital defendant, be accorded, benefit of doubt)
(capital defendant, is in, Brumfield 's position)
(Brumfield, in, position)
(capital defendant, additional benefit of, doubt)
(capital defendant, be accorded, additional benefit of doubt)
(hearing, is, required)
(it, defined standard, assessing)
(Louisiana Supreme Court, had made, clear)
(capital defendant, be accorded, additional benefit)
(capital defendant, benefit of, doubt)
(intellectual disability, penalty-phase evidence of be, two-edged sword)
(trial, was, conducted prior to Atkins)
(defense, has, trial strategy)
(evidence, be, two-edged)
(trial, was, where conducted)
(Williams, Echoing, Atkins ' observation)
(disability, evidence of be, sword)
(penalty-phase evidence, be, two-edged sword)
(penalty-phase evidence, be, sword)
(evidence, be, sword)
(trial, was, conducted)
(trial, was, where conducted prior to Atkins)
(defense 's trial strategy, shift focus away from, diagnosis of mental retardation)
(intellectual disability, evidence of be, two-edged sword)
(disability, penalty-phase evidence of be, two-edged sword)
(intellectual disability, evidence of be, sword)
(trial, was, where conducted prior)
(disability, penalty-phase evidence of be, sword)
(trial, was, conducted prior)
(evidence, be, two-edged sword)
(intellectual disability, penalty-phase evidence of be, sword)
(disability, evidence of be, two-edged sword)
(Williams court, considered For, reason)
(Brumfield, has, intellectual disability)
(court, has, failure do so)
(decision, of affirmance is, State advances)
(Brumfield, has, attack on decision)
(facts, of determination is, Brumfield 's attack on state trial court 's decision)
(state trial court, on, decision)
(unreasonable determination, attack 's, Brumfield)
(unreasonable determination, attack on, state trial court 's decision)
(We, precise relationship between, d)
(decision, be supported by, invocation of statutory provision)
(decision, be, supported)
(decision, be supported by, invocation)
(decision, be supported by, invocation of provision)
(argument, is, properly deemed)
(argument, is, therefore deemed)
(argument, is, therefore properly deemed)
(argument, is, deemed)
(Court, has, Rule 15.2)
(Teamsters, quoting, Court 's Rule 15.2)
(he, was in, stage)
(Brumfield 's request, was, properly rejected)
(record evidence, failed, show)
(Brumfield, has, request for Atkins hearing)
(Brumfield 's request, was properly rejected, record evidence failed)
(he, was in, developmental stage)
(Brumfield, has, intellectual deficiencies)
(Brumfield 's request, was rejected, record evidence failed)
(Brumfield 's intellectual deficiencies, manifested in, stage)
(Brumfield 's deficiencies, manifested in, stage)
(Brumfield 's request, was, rejected)
(he, reached, adulthood)
(Brumfield 's deficiencies, manifested in, developmental stage)
(Brumfield 's intellectual deficiencies, manifested in, developmental stage)
(attorney, has, performance)
(state court, has, reasoned decision rejecting)
(Brumfield, about, intellectual shortcomings)
(Brumfield, has, disability)
(ample evidence, creating, doubt)
(Dr. Bolter, testified as, child)
(evidence, creating, doubt)
(evidence, creating as, reasonable doubt)
(Dr. Bolter, testified about, Brumfield 's intellectual shortcomings)
(evidence, creating, reasonable doubt)
(Dr. Bolter, testified at, length)
(ample evidence, creating as, reasonable doubt)
(evidence, creating as, doubt)
(ample evidence, creating as, doubt)
(Dr. Bolter, testified about, Brumfield 's shortcomings)
(ample evidence, creating, reasonable doubt)
(we, have made, clear)
(he, established, reason think)
(he, was, limited)
(he, was intellectually limited, we have made)
(he, was limited, we have made)
(he, was, intellectually limited)
(he, established, good reason think)
(Brumfield, presented, evidence suggest)
(he, also established, reason think)
(Brumfield, presented, sufficient evidence suggest)
(he, also established, good reason think)
(we, offer, words)
(we, Finally offer, few words)
(we, offer, additional words)
(we, Finally offer words in, response)
(we, offer words in, response to JUSTICE THOMAS ' dissent)
(we, Finally offer words in, response to JUSTICE THOMAS ' dissent)
(we, Finally offer, few additional words)
(we, Finally offer, additional words)
(we, offer, few words)
(we, offer, few additional words)
(we, Finally offer, words)
(we, offer words in, response)
(we, are, called)
(we, are called upon, today)
(we, resolve, issue)
(we, resolve, different issue)
(Brumfield, was thus entitled to, hearing)
(Eighth Amendment, permit, State)
(Brumfield, cleared, AEDPA 's hurdles)
(Brumfield, was thus entitled, show)
(question, take, his life)
(he, so lacked, capacity)
(Brumfield, was, entitled)
(law, has, sentence)
(he, so lacked, capacity for self-determination)
(law, has, severe sentence)
(he, lacked, capacity for self-determination)
(law, has, most severe sentence)
(he, lacked, capacity)
(Brumfield, was, thus entitled)
(Brumfield, was entitled to, hearing)
(AEDPA, has, procedural hurdles)
(Brumfield, was entitled, show)
(Eighth Amendment, permit State, impose)
(we, answer in, affirmative)
(Brumfield, requirements of, d)
(Brumfield, satisfied, requirements)
(case, is remanded for, further proceedings consistent)
(case, is remanded for, further proceedings)
(case, is remanded for, further proceedings consistent with opinion)
(case, is, remanded)
(judgment, is, therefore vacated)
(case, is remanded for, proceedings consistent)
(judgment, is, vacated)
(case, is remanded for, proceedings)
(case, is remanded for, proceedings consistent with opinion)
(It, is, ordered)
(It, is, so ordered)
(KEVAN BRUMFIELD, PETITIONER v., BURL CAIN)
(JUSTICE THOMAS, is with, whom)
(Federal collateral review, interrupts, enforcement of state criminal laws)
(undermines, finality of, judgments)
(Federal collateral review, undermines, finality of state-court judgments)
(undermines, finality of, state-court judgments)
(Federal collateral review, undermines, finality)
(Federal collateral review, undermines, finality of judgments)
(Federal collateral review, interrupts, enforcement)
(Federal collateral review, interrupts, enforcement of state laws)
(Court, oversteps, limits)
(Court, oversteps limits at_time, Today)
(study, is in, contrasts)
(case, is, study)
(case, is study in, contrasts)
(we, have Kevan Brumfield On, one hand)
(we, have, Kevan Brumfield)
(Warrick Dunn, son of, Corporal Smothers)
(majority, devotes sentence to, description)
(Louisiana jury, sentenced, Brumfield)
(majority, devotes, sentence)
(Louisiana jury, sentenced Brumfield to, death)
(majority, devotes, single sentence)
(she, was, murdered)
(she, was murdered after, midnight on January 7 1993)
(she, was, when murdered just after midnight on January 7 1993)
(she, was murdered after, just midnight on January 7 1993)
(she, was, when murdered just after midnight)
(she, was, when murdered after midnight)
(she, was, when murdered after midnight on January 7 1993)
(she, was, when murdered)
(she, was murdered after, just midnight)
(Corporal Smothers, veteran of, Baton Rouge Police Department)
(she, was murdered after, midnight)
(she, served as, security officer)
(Corporal Smothers, reported Following, 10-hour shift at department on January 6)
(she, served as, security officer with official authorization of department)
(she, served as, uniformed security officer with authorization)
(Corporal Smothers, reported Following, 10-hour shift at department)
(she, served as, security officer with authorization)
(she, served as, uniformed security officer)
(she, served as, uniformed security officer with official authorization)
(uniformed security officer, is with, official authorization of department)
(Corporal Smothers, reported Following, shift at department on January 6)
(Corporal Smothers, reported Following, 10-hour shift)
(she, served as, uniformed security officer with authorization of department)
(she, served as, security officer with authorization of department)
(she, served as, uniformed security officer with official authorization of department)
(Corporal Smothers, reported Following, shift at department)
(she, served as, security officer with official authorization)
(Corporal Smothers, reported Following, shift on January 6)
(Corporal Smothers, reported Following, shift)
(Corporal Smothers, reported Following, 10-hour shift on January 6)
(store, has, nightly deposit)
(She, monitored, security)
(She, monitored, security of grocery store)
(bank, at, night depository)
(they, arrived at, bank 's night depository)
(they, arrived after, midnight)
(they, arrived after, Shortly midnight)
(she, heard, racking of slide)
(Lee, make, deposit)
(she, heard, racking)
(Lee, leaned out of, passenger side door)
(his accomplice, opened fire on, two women)
(Brumfield, opened, fire)
(his, accomplice, Henri Broadway)
(Brumfield, opened fire on, two women)
(his accomplice, opened, fire)
(Broadway, fired, five rounds)
(Brumfield, fired, seven rounds)
(Brumfield, hit Corporal Smothers at_time, five times)
(Brumfield, hit, Corporal Smothers)
(Lee, was hit at_time, times as well)
(she, slide over on, bench seat)
(Lee, causing, 11 entrance)
(Lee, was hit at_time, times)
(Lee, was, hit)
(Lee, causing, exit wounds)
(she, was, where able)
(she, call for, help)
(she, was, able)
(Emergency responders, transported women to, hospital)
(Emergency responders, transported, women)
(Corporal Smothers, was pronounced, dead on arrival)
(Corporal Smothers, was pronounced, dead)
(Corporal Smothers, was, pronounced)
(Baton Rouge police, arrested Brumfield On, January 11 1993)
(Baton Rouge police, arrested Brumfield for, Corporal Smothers ' murder)
(Baton Rouge police, arrested, Brumfield)
(he, come up, riding around at night)
(he, come up, riding at night looking)
(he, riding around at, night looking for hustle)
(he, denied, involvement)
(he, denied involvement After, several hours of police interrogation)
(he, come up, riding)
(he, come up, riding around at night looking for hustle)
(he, come up, riding around)
(he, come up, riding around at night looking)
(he, come up, riding at night)
(involvement, is in, murder)
(he, denied involvement After, hours)
(he, denied involvement After, several hours)
(he, riding at, night looking)
(he, come up, riding at night looking for hustle)
(he, riding at, night)
(grocery store, has, deposit)
(he, riding around at, night)
(he, riding around at, night looking)
(he, denied involvement After, hours of police interrogation)
(he, riding at, night looking for hustle)
(Lee, looked, trying)
(Broadway, hid in, bushes)
(he, started, shooting)
(Lee, looked back, trying)
(Broadway, hid in, bushes waiting)
(he, fired, seven rounds)
(Brumfield, committing, robbery)
(Brumfield, committing robbery to, people)
(Brumfield, committing robbery in, weeks leading)
(State, introduced, evidence)
(Brumfield, committing robbery in, weeks leading up to murder)
(leading, up to, murder)
(Brumfield, committing robbery in, weeks)
(Brumfield, committing robbery in, weeks leading up)
(State, introduced evidence In addition to, his confession)
(Brumfield, committing robbery to, several people)
(State, introduced evidence In addition to, his videotaped confession)
(He, promised, his girlfriend)
(He, was facing sentencing on, unrelated charges)
(he, support, her)
(He, was facing, sentencing)
(He, was facing sentencing on, charges)
(He, promised, his pregnant girlfriend)
(he, obtain, money)
(Brumfield, told acquaintance right after, murder)
(State, also introduced, evidence)
(State, introduced, evidence)
(Brumfield, told, acquaintance right)
(State, sought, death sentence)
(State, sought death sentence At, penalty phase)
(Corporal Smothers, were for, attempted possession)
(Brumfield, of, other criminal acts .2)
(Corporal Smothers, were for, attempted possession of cocaine)
(It, reintroduced evidence along with, evidence)
(Corporal Smothers, were for, possession of cocaine)
(It, reintroduced evidence along with, evidence of Brumfield 's other acts)
(It, reintroduced evidence along with, evidence of Brumfield 's acts)
(It, reintroduced evidence along with, evidence of Brumfield 's other criminal acts)
(Corporal Smothers, were for, attempted possession of cocaine of gun)
(It, reintroduced, evidence from guilt phase)
(Corporal Smothers, were for, possession of cocaine of gun)
(Brumfield, was awaiting, sentencing)
(It, reintroduced evidence along with, evidence of Brumfield 's criminal acts)
(It, reintroduced, evidence)
(Corporal Smothers, were for, possession)
(he, found, drug)
(Brumfield, had worked in, his life)
(he, found drug, he had admitted)
(he, had admitted to, his psychologist)
(Brumfield, had worked at_time, only three months)
(Brumfield, had worked in, his adult life)
(he, found drug, he had admitted to his psychologist)
(he, had, had involved earlier in fatal shooting of drug dealer in deal gone)
(he, had, In fact had involved years earlier in fatal shooting of fellow drug dealer)
(he, had, had involved earlier in fatal shooting of drug dealer)
(he, had, In fact had involved few years earlier in shooting of fellow drug dealer in deal)
(he, had, had involved in fatal shooting of drug dealer in deal)
(he, had, In fact had involved in fatal shooting of drug dealer in deal gone)
(he, had, had involved few years earlier in shooting of fellow drug dealer)
(he, had, had involved years earlier in fatal shooting of fellow drug dealer in deal gone)
(he, had, had involved few years earlier in fatal shooting of fellow drug dealer)
(he, had, In fact had involved in fatal shooting)
(he, had, had involved earlier in fatal shooting of fellow drug dealer in deal)
(he, had, had involved earlier in fatal shooting of fellow drug dealer)
(he, had, had involved in shooting)
(he, had, had involved)
(he, had, In fact had involved few years earlier in fatal shooting of drug dealer)
(he, had, had involved years earlier in fatal shooting of drug dealer)
(he, had, In fact had involved few years earlier in fatal shooting of fellow drug dealer)
(he, had, had involved in shooting of drug dealer in deal gone)
(he, had, had involved years earlier in fatal shooting of drug dealer in deal)
(he, had, In fact had involved years earlier in fatal shooting of fellow drug dealer in deal)
(he, had, In fact had involved in fatal shooting of fellow drug dealer)
(he, had, had involved years earlier in shooting of fellow drug dealer in deal)
(he, had, had involved years earlier in shooting of drug dealer)
(he, had, In fact had involved years earlier in shooting)
(he, had, In fact had involved in shooting)
(he, had, In fact had involved few years earlier in fatal shooting of drug dealer in deal gone)
(he, had, In fact had involved years earlier in fatal shooting of drug dealer in deal gone)
(he, had, In fact had involved years earlier in fatal shooting of fellow drug dealer in deal gone)
(he, had, had involved years earlier in shooting of fellow drug dealer in deal gone)
(he, had, had involved years earlier)
(he, had, had involved in shooting of fellow drug dealer)
(he, had, In fact had involved earlier in fatal shooting of drug dealer)
(he, had, had involved earlier in shooting of fellow drug dealer)
(he, had, In fact had involved earlier in shooting of fellow drug dealer in deal gone)
(he, had, In fact had involved in fatal shooting of drug dealer in deal)
(he, had, had involved years earlier in shooting of drug dealer in deal gone)
(he, had, In fact had involved in shooting of drug dealer in deal)
(he, had, had involved earlier in fatal shooting of drug dealer in deal)
(he, had, In fact had involved few years earlier in shooting of fellow drug dealer in deal gone)
(he, had, In fact had involved years earlier in shooting of fellow drug dealer in deal gone)
(he, had, In fact had involved earlier in shooting of fellow drug dealer)
(he, had, In fact had involved earlier in fatal shooting)
(he, had, In fact had involved years earlier in fatal shooting of drug dealer)
(he, had, had involved earlier in shooting of fellow drug dealer in deal)
(he, had, had involved earlier in shooting of drug dealer in deal gone)
(he, had, had involved few years earlier in shooting of drug dealer in deal)
(he, had, had involved few years earlier in shooting of fellow drug dealer in deal gone)
(he, had, In fact had involved in fatal shooting of fellow drug dealer in deal)
(he, had, In fact had involved few years earlier in shooting of drug dealer)
(he, had, had involved years earlier in shooting of drug dealer in deal)
(he, had, In fact had involved earlier in fatal shooting of fellow drug dealer in deal)
(he, had, had involved in fatal shooting of drug dealer in deal gone)
(he, had, had involved in shooting of drug dealer in deal)
(he, had, had involved earlier in fatal shooting)
(he, had, had involved few years earlier in fatal shooting of drug dealer in deal gone)
(he, had, had involved earlier)
(he, had, had involved in fatal shooting of fellow drug dealer in deal gone)
(he, had, had involved in shooting of drug dealer)
(he, had, In fact had involved few years earlier in fatal shooting)
(he, had, had involved years earlier in fatal shooting of fellow drug dealer in deal)
(he, had, had involved few years earlier in shooting of drug dealer in deal gone)
(he, had, In fact had involved years earlier in shooting of fellow drug dealer in deal)
(he, had, had involved few years earlier in fatal shooting of drug dealer)
(he, had, In fact had involved earlier)
(he, had, had involved few years earlier in shooting of fellow drug dealer in deal)
(he, had, In fact had involved few years earlier in fatal shooting of fellow drug dealer in deal)
(he, had, In fact had involved in shooting of fellow drug dealer in deal gone)
(fellow drug dealer, is in, deal gone)
(he, had, had involved few years earlier in fatal shooting)
(he, had, had involved in shooting of fellow drug dealer in deal gone)
(he, had, In fact had involved in shooting of fellow drug dealer)
(he, had, In fact had involved years earlier in shooting of fellow drug dealer)
(he, had, In fact had involved in shooting of fellow drug dealer in deal)
(he, had, had involved in fatal shooting of fellow drug dealer)
(he, had, In fact had involved few years earlier in shooting of drug dealer in deal gone)
(he, had, In fact had involved earlier in fatal shooting of fellow drug dealer in deal gone)
(he, had, In fact had involved earlier in fatal shooting of drug dealer in deal)
(he, had, In fact had involved earlier in fatal shooting of drug dealer in deal gone)
(he, had, In fact had involved in shooting of drug dealer in deal gone)
(he, had, had involved in shooting of fellow drug dealer in deal)
(he, had, In fact had involved earlier in shooting of fellow drug dealer in deal)
(he, had, had involved earlier in fatal shooting of fellow drug dealer in deal gone)
(he, had, In fact had involved few years earlier in shooting of fellow drug dealer)
(he, had, In fact had involved years earlier in fatal shooting)
(he, had, In fact had involved earlier in fatal shooting of fellow drug dealer)
(he, had, In fact had involved few years earlier in fatal shooting of drug dealer in deal)
(he, had, In fact had involved years earlier in shooting of drug dealer in deal gone)
(he, had, had involved earlier in shooting of fellow drug dealer in deal gone)
(he, had, had involved few years earlier in shooting of drug dealer)
(he, had, In fact had involved few years earlier in shooting)
(he, had, had involved few years earlier in fatal shooting of fellow drug dealer in deal gone)
(he, had, In fact had involved few years earlier in fatal shooting of fellow drug dealer in deal gone)
(he, had, In fact had involved few years earlier in shooting of drug dealer in deal)
(he, had, had involved earlier in shooting of drug dealer)
(he, had, In fact had involved years earlier in fatal shooting of drug dealer in deal)
(he, had, In fact had involved earlier in shooting of drug dealer in deal)
(he, had, In fact had involved earlier in shooting of drug dealer)
(he, had, In fact had involved earlier in shooting of drug dealer in deal gone)
(he, had, had involved in fatal shooting of drug dealer)
(he, had, had involved in fatal shooting of fellow drug dealer in deal)
(he, had, had involved in fatal shooting)
(he, had, had involved years earlier in shooting)
(he, had, had involved few years earlier in fatal shooting of drug dealer in deal)
(he, had, had involved few years earlier in fatal shooting of fellow drug dealer in deal)
(he, had, In fact had involved in fatal shooting of fellow drug dealer in deal gone)
(he, had, In fact had involved earlier in shooting)
(he, had, In fact had involved years earlier in shooting of drug dealer in deal)
(he, had, had involved few years earlier)
(he, had, had involved years earlier in fatal shooting of fellow drug dealer)
(he, had, In fact had involved in shooting of drug dealer)
(he, had, In fact had involved in fatal shooting of drug dealer)
(he, had, had involved years earlier in shooting of fellow drug dealer)
(he, had, had involved years earlier in fatal shooting of drug dealer in deal gone)
(he, had, had involved earlier in shooting)
(he, had, In fact had involved)
(he, had, had involved few years earlier in shooting)
(he, had, In fact had involved years earlier)
(he, had, In fact had involved few years earlier)
(he, had, In fact had involved years earlier in shooting of drug dealer)
(he, had, had involved earlier in shooting of drug dealer in deal)
(he, had, had involved years earlier in fatal shooting)
(he, murdered, Corporal Smothers)
(Brumfield 's murder, was culmination of, 2-week crime spree)
(Brumfield, has, murder of Corporal Smothers)
(Brumfield 's murder, was culmination of, crime spree)
(Brumfield 's murder, was, culmination)
(Brumfield, robbed Anthony Miller On, Christmas Day 1992)
(Brumfield, giving, ride)
(Brumfield, robbed, Anthony Miller)
(Brumfield, giving, him)
(Brumfield, robbed Anthony Miller at, gunpoint)
(He, forced out of, car)
(He, forced Miller out of, car)
(He, put, gun)
(He, put gun to, Miller 's head)
(He, forced, Miller)
(Miller, to, head)
(He, pulled, trigger)
(Brumfield, pointed shotgun at, Perry)
(Brumfield, pulled alongside, them)
(Brumfield, pointed, shotgun)
(Brumfield, pointed at, Perry)
(Brumfield, pointed, sawed-off shotgun)
(Perry, turned over, her purse)
(deceased son, from, funeral)
(Perry, pleaded with, Brumfield)
(she, carried in, purse)
(He, responded courteously, none)
(He, responded courteously, drove)
(He, responded, none)
(He, responded, drove)
(He, responded courteously, drove away)
(He, responded, Bitch)
(He, responded, drove away)
(He, responded too courteously, drove away)
(He, responded too courteously, Bitch)
(He, responded too courteously, drove)
(He, responded courteously, Bitch)
(He, responded too courteously, none)
(State, introduced, evidence about murder 's impact)
(State, also introduced, evidence about murder 's impact)
(State, also introduced, evidence)
(murder, about, broader impact)
(State, introduced, evidence)
(State, also introduced, evidence about murder 's broader impact)
(State, introduced, evidence about murder 's broader impact)
(Corporal Smothers, was, serving as police officer mother to six children at local track club)
(Corporal Smothers, was, serving single mother to six children)
(Smothers, was, single)
(Corporal Smothers, was, serving as police officer single mother at track club)
(Corporal Smothers, was, serving single mother at local track club)
(Corporal Smothers, was, serving mother at track club)
(Corporal Smothers, was, serving mother to six children at track club)
(Corporal Smothers, was, serving single mother at track club)
(Corporal Smothers, was single mother, serving as police officer)
(Corporal Smothers, was, serving as police officer mother at local track club)
(Corporal Smothers, was, serving mother to six children at local track club)
(Corporal Smothers, was mother, serving as police officer)
(Corporal Smothers, was, serving single mother to six children at track club)
(Corporal Smothers, was, serving as police officer single mother to six children at track club)
