(April 19 2017, Decided at_time, June 22 2017)
(error, was harmless beyond, reasonable doubt)
(error, results in, unfairness)
(error, always results in, fundamental unfairness)
(error, results in, fundamental unfairness)
(error, has, has deemed)
(error, always results in, unfairness)
(indigent defendant, is denied, judge fails)
(defendant, is denied, attorney)
(trial, is, unfair)
(indigent defendant, is denied, attorney)
(judge, give, instruction)
(judge, give, reasonable-doubt instruction)
(defendant, is denied, judge fails)
(It, would, would futile)
(It, would, therefore would futile)
(government, show, harmlessness)
(may part, is In, particular case)
(violation, is, structural)
(right, violation of is, error)
(violation, is, error)
(violation, is error, noted)
(violation, is, structural error)
(violation, is structural error, noted)
(violation, is error, noted above)
(violation, is structural error, noted above)
(right, violation of is, structural error)
(It, is, relevant)
(question, is In, particular)
(closure, was, unjustified)
(closure, was, where justified)
(Court, noted, it recognized)
(circumstances, be, rare)
(closure, was, justified)
(such circumstances, be, rare)
(closure, is in, question)
(same evidence, was, found)
(evidence, was found in, renewed pretrial proceeding)
(evidence, was found in, pretrial proceeding)
(same evidence, was found in, proceeding)
(evidence, was found, admissible)
(same evidence, was found in, renewed proceeding)
(same evidence, was found in, pretrial proceeding)
(evidence, was found in, proceeding)
(evidence, was found in, renewed proceeding)
(same evidence, was found, admissible)
(evidence, was, found)
(same evidence, was found in, renewed pretrial proceeding)
(Court, issued, its curiam ruling in Presley)
(its curiam ruling, is in, Presley)
(Court, issued, its curiam ruling)
(courtroom, was closed as, here)
(courtroom, was, closed to public during jury voir dire)
(courtroom, was, In case as here closed during jury voir dire)
(courtroom, was, as here closed to public during jury voir dire)
(courtroom, was, In case closed during jury voir dire)
(courtroom, was, In case as here closed to public)
(courtroom, was, closed)
(courtroom, was, In case as here closed to public during jury voir dire)
(courtroom, was, In case closed to public during jury voir dire)
(courtroom, was closed to, public)
(courtroom, was, as here closed during jury voir dire)
(courtroom, was closed In, case)
(courtroom, was closed during, jury voir dire)
(courtroom, was, In case as here closed)
(courtroom, was, In case closed to public)
(courtroom, was, as here closed to public)
(trial objection, was Unlike, here)
(issue, was raised on, appeal)
(trial objection, however was Unlike, here)
(issue, was, raised)
(issue, was raised on, direct appeal)
(state court 's reasoning, allow, courtroom)
(she, fill courtroom with, potential jurors)
(state court, has, reasoning)
(state court 's reasoning, allow, closed)
(Court, expressed concern On, review of State Supreme Court 's decision)
(Court, expressed, concern)
(she, fill, courtroom)
(Court, expressed concern On, review of State Supreme Court 's decision allowing)
(Court, expressed concern On, review)
(State Supreme Court, of, decision allowing)
(courtroom, be, closed)
(courtroom closure, be ordered in, circumstances)
(Court, also stated, Court expressly noted)
(it, was incumbent upon, trial court)
(it, consider, reasonable alternatives to closure)
(it, was, still incumbent)
(it, was still incumbent upon, trial court)
(Court, stated, Court noted)
(it, was, incumbent)
(courtroom closure, be, ordered)
(Court, stated, Court expressly noted)
(Court, also stated, Court noted)
(it, is, justified)
(courtroom closure, is, avoided)
(courtroom closure, be, avoided)
(it, is, when justified)
(seats, are, when scarce)
(closures, are, necessary)
(seats, are, scarce)
(judge, want, give to venire)
(judge, want, give as whole)
(judge, give as, whole)
(judge, give to, venire)
(judge, want, give to venire as whole)
(judge, want, give)
(instructions, are For, example)
(preliminary instructions, are For, example)
(accused, of family is, members)
(family, members of, press)
(accused, of family is, family)
(family, family of, victim)
(right, is, structural)
(it, is subject to, exceptions)
(it, is subject, structural)
(right, is, So structural)
(it, is, subject)
(public-trial right, is, structural)
(public-trial right, is, So structural)
(it, is subject, So structural)
(Simonson, Audience in, Post-Trial World)
(Criminal Court Audience, is in, Post-Trial World)
(trial court, may order, courtroom closure)
(judge, may deprive, defendant of his right to open courtroom)
(judge, may deprive, defendant of his right to courtroom)
(cases, should, should rare)
(judge, making, proper factual findings)
(judge, may deprive defendant, should rare)
(judge, making findings in, support of decision do)
(judge, making findings in, support of decision do so)
(judge, may deprive, defendant of his right)
(judge, making, proper findings)
(judge, making, findings)
(judge, making findings in, support)
(judge, making, factual findings)
(judge, may deprive, defendant)
(right, is, subject)
(public-trial right, is subject to, exceptions)
(public-trial right, is, subject)
(right, is subject to, exceptions)
(findings, might, even might have supported by evidence)
(trial court, simply omits, even might have fully supported)
(trial court, omits, even might have fully supported)
(findings, might, might have fully supported)
(findings, might, might have supported)
(trial court, simply omits, might have supported)
(trial court, omits, might have fully supported)
(trial court, make, proper findings)
(trial court, simply omits, might have supported by evidence)
(findings, might, even might have fully supported)
(trial court, make, findings)
(trial court, omits, might have fully supported by evidence)
(findings, might, might have fully supported by evidence)
(public-trial violation, can occur in, it did Presley)
(trial court, simply omits, might have fully supported by evidence)
(violation, can occur moreover in, it did Presley)
(trial court, omits, even might have fully supported by evidence)
(trial court, simply omits, might have fully supported)
(public-trial violation, can occur moreover in, it did Presley)
(trial court, omits, even might have supported by evidence)
(trial court, simply omits, even might have fully supported by evidence)
(trial court, omits, might have supported)
(violation, can occur in, it did Presley)
(findings, might, even might have supported)
(trial court, simply omits, even might have supported)
(findings, might, even might have fully supported by evidence)
(trial court, simply omits, even might have supported by evidence)
(trial court, omits, even might have supported)
(findings, might, might have supported by evidence)
(trial court, omits, might have supported by evidence)
(trial, unfair, judge omitted)
(judge, announce, findings)
(judge, announce, factual findings)
(trial, fundamentally unfair, judge omitted)
(trial, fundamentally unfair, just judge omitted)
(It, would, would unconvincing)
(It, deem, trial unfair)
(trial, unfair, just judge omitted)
(It, deem, trial)
(It, deem, trial fundamentally unfair)
(it, would, As result would likewise unconvincing)
(it, would, As result would unconvincing)
(it, would, would likewise unconvincing)
(it, would, would unconvincing)
(49, at Waller is, supra)
(9, n. Waller is, supra)
(149, at Gonzalez-Lopez is, 548 U. S.)
(right, protects rights at, large)
(right, protects, rights)
(right, protects, rights of public)
(right, protects rights After, all)
(public-trial right, furthers, interests other)
(right, furthers, interests other)
(right, furthers, interests)
(public-trial right, furthers, interests)
(defendant, from, standpoint)
(public-trial right, is important for, fundamental reasons)
(closure, take place, important for reasons)
(trial, will, still will fair)
(trial, will, yet still will fundamentally fair from defendant 's standpoint)
(closure, take place, important)
(trial, will, yet still will fundamentally fair)
(closure, take, place)
(trial, will, yet will fundamentally fair from defendant 's standpoint)
(trial, will, yet will fundamentally fair)
(trial, will, will fair from defendant 's standpoint)
(trial, will, yet will fair from defendant 's standpoint)
(public-trial right, is important for, reasons)
(trial, will, yet still will fair from defendant 's standpoint)
(right, is important for, fundamental reasons)
(closure, take place in, cases)
(unlawful closure, take place in, cases)
(public-trial right, is, important)
(trial, will, still will fundamentally fair)
(unlawful closure, take place, important for reasons)
(trial, will, yet will fair)
(trial, will, will fair)
(right, is important for, reasons)
(trial, will, still will fundamentally fair from defendant 's standpoint)
(unlawful closure, take place, important)
(trial, will, still will fair from defendant 's standpoint)
(unlawful closure, take, place)
(unlawful closure, take place, important for fundamental reasons)
(trial, will, yet still will fair)
(right, is, important)
(trial, will, will fundamentally fair from defendant 's standpoint)
(trial, will, will fundamentally fair)
(closure, take place, important for fundamental reasons)
(Court, now turns to, proper remedy)
(Court, addressing, violation of right)
(Court, turns to, remedy)
(Court, addressing, violation)
(Court, turns to, proper remedy)
(Court, now turns to, remedy)
(Court, addressing, violation of structural right)
(24, at Chapman is, 386 U. S.)
(objection, is, raised on direct appeal)
(defendant, generally is entitled to, reversal)
(defendant, Thus is entitled in, case)
(defendant, Thus is entitled to, automatic reversal)
(defendant, is, Thus in case entitled to automatic reversal)
(defendant, is, Thus in case generally entitled to automatic reversal)
(defendant, Thus is entitled to, reversal)
(defendant, generally is entitled in, case)
(defendant, is, in case generally entitled to reversal)
(defendant, is, Thus entitled)
(defendant, is, entitled)
(defendant, generally is entitled to, automatic reversal)
(defendant, is entitled to, reversal)
(defendant, Thus generally is entitled in, case)
(defendant, is, Thus in case entitled to reversal)
(error, regardless of, actual effect on outcome)
(defendant, is, in case entitled to reversal)
(defendant, Thus generally is entitled to, automatic reversal)
(defendant, is entitled in, case)
(defendant, is entitled to, automatic reversal)
(defendant, is, generally entitled)
(defendant, is, in case generally entitled to automatic reversal)
(defendant, is, Thus generally entitled)
(defendant, is, in case entitled to automatic reversal)
(objection, is, raised)
(defendant, is, Thus in case generally entitled to reversal)
(objection, is, raised on appeal)
(defendant, Thus generally is entitled to, reversal)
(defendant, raises later, it)
(defendant, raises, it)
(defendant, obtain relief on, basis of assistance of counsel)
(defendant, obtain relief on, basis of ineffective assistance of counsel)
(defendant, bears, burden)
(defendant, obtain relief on, basis)
(defendant, obtain relief on, basis of ineffective assistance)
(defendant, obtain, relief)
(defendant, meet, two standards)
(defendant, obtain relief on, basis of assistance)
(attorney, has, error)
(defendant, First must show, deficient performance)
(defendant, First must show, performance)
(defendant, must show, deficient performance)
(defendant, must show, performance)
(attorney, has, error)
(attorney 's error, prejudiced, defense)
(right, right to, attorney)
(effective representation, to right is, right)
(147, at Gonzalez-Lopez is, 548 U. S.)
(result, been different for, counsel 's unprofessional errors)
(prejudice, means, reasonable probability)
(result, been, different)
(result, been different for, counsel 's errors)
(prejudice, means probability In, Strickland case)
(counsel, for, unprofessional errors)
(prejudice, means, probability)
(prejudice, means probability In, ordinary Strickland case)
(prejudice inquiry, be applied in, mechanical fashion)
(ultimate inquiry, must concentrate on, fairness of proceeding)
(inquiry, must concentrate on, fundamental fairness of proceeding)
(court, is evaluating, claim)
(ultimate inquiry, must concentrate on, fundamental fairness of proceeding)
(court, is evaluating, ineffective-assistance claim)
(ultimate inquiry, must concentrate on, fairness)
(inquiry, must concentrate on, fairness of proceeding)
(inquiry, must concentrate on, fundamental fairness)
(inquiry, must concentrate on, fairness)
(ultimate inquiry, must concentrate on, fundamental fairness)
(Petitioner, argues, that under proper interpretation of Strickland)
(Petitioner, argues, that under interpretation)
(Petitioner, therefore argues, that under interpretation of Strickland)
(Petitioner, therefore argues, that under interpretation)
(Petitioner, argues, that under proper interpretation)
(Petitioner, therefore argues, that under proper interpretation)
(Petitioner, therefore argues, that under proper interpretation of Strickland)
(Petitioner, therefore argues, that)
(Petitioner, argues, that under interpretation of Strickland)
(Petitioner, argues, that)
(Court, will assume For, purposes)
(petitioner, has, interpretation of Strickland)
(Court, will assume For, purposes of case)
(Court, will assume For, analytical purposes of case)
(Court, will assume For, analytical purposes)
(Court, of, ultimate holding)
(it, can, can said)
(defendant, raises violation via, ineffective-assistance-of-counsel claim)
(defendant, raises, public-trial violation)
(defendant, raises violation via, claim)
(defendant, raises, violation)
(particular public-trial violation, was so serious, render)
(violation, was so serious, render)
(particular violation, was, so serious)
(public-trial violation, was so serious, render)
(public-trial violation, was, serious)
(burden, show, probability of different outcome in his case at 11)
(burden, show, probability of outcome)
(burden, show, reasonable probability of different outcome)
(burden, show, reasonable probability)
(burden, show, probability of different outcome)
(burden, show, probability of outcome in his case at 11)
(burden, show, reasonable probability of outcome)
(particular public-trial violation, was, so serious)
(particular violation, was serious, render)
(particular public-trial violation, was serious, render)
(burden, show, reasonable probability of different outcome in his case)
(burden, show, reasonable probability of different outcome in his case at 11)
(public-trial violation, was, so serious)
(burden, show, probability)
(violation, was, serious)
(burden, is on, defendant)
(burden, show, probability of different outcome in his case)
(burden, show probability, show)
(particular violation, was, serious)
(burden, show, probability of outcome in his case)
(violation, was serious, render)
(burden, show, reasonable probability of outcome in his case at 11)
(particular violation, was so serious, render)
(public-trial violation, was serious, render)
(different outcome, is in, case)
(violation, was, so serious)
(burden, is on, Instead defendant)
(particular public-trial violation, was, serious)
(burden, show, reasonable probability of outcome in his case)
(defendant, is in, specific case)
(Court, has, precedents)
(eclectic normative objectives, protecting, defendant)
(normative objectives, protecting, defendant)
(administration, appear, disinterested)
(objectives, protecting defendant from, erroneous conviction)
(administration, reasonably appear, disinterested)
(eclectic normative objectives, protecting defendant from, erroneous conviction)
(eclectic objectives, protecting defendant from, erroneous conviction)
(quoting, Liljeberg v., Health Services Acquisition Corp.)
(eclectic objectives, protecting, defendant)
(normative objectives, protecting defendant from, erroneous conviction)
(quoting, Liljeberg v., 486 U. S. 847)
(objectives, protecting, defendant)
(261-264, at Vasquez is, 474 U. S.)
(precedents, include, 508 U. S.)
(278-279, at Sullivan is, 508 U. S.)
(precedents, include, Sullivan)
(Court, has granted, relief)
(race discrimination, is in, selection of petit jury)
(Court, has granted relief in, addition)
(Court, has granted, automatic relief)
(Court, label, errors structural)
(Court, label, errors)
(Court, label, errors structural in express terms)
(errors, structural in, terms)
(errors, structural in, express terms)
(Court, label, errors structural in terms)
(errors, necessitated reversal, preserved)
(errors, necessitated, automatic reversal)
(they, raised on, appeal)
(they, were, preserved)
(errors, necessitated, reversal)
(they, raised on, direct appeal)
(errors, is in, cases)
(difference, raised as, ineffective-assistance-of-counsel claim)
(difference, raised as, claim)
(defendant, objects to, courtroom closure)
(trial court, can order, explained above)
(trial court, can either order, explained above)
(trial court, can order, explained)
(courtroom, opened, reasons keeping)
(trial court, can either order, explained)
(trial court, is, however deprived)
(defendant, raises closure in, claim)
(defendant, first raises, closure)
(defendant, first raises closure in, claim)
(defendant, raises closure in, ineffective-assistance claim)
(defendant, raises, closure)
(trial court, is, deprived)
(defendant, first raises closure in, ineffective-assistance claim)
(errors, raised on, review)
(errors, raised on, direct review)
(errors, objected to, to trial)
(trial, is, ordered)
(new trial, is, ordered)
(new trial, is ordered on, direct review)
(trial, is ordered on, review)
(trial, is ordered on, direct review)
(new trial, is ordered on, review)
(instruction, Reviewing courts in, regular course of appellate process)
(instruction, Reviewing courts in, course of appellate process)
(instruction, Reviewing courts in, course of process)
(instruction, Reviewing courts in, regular course of process)
(instruction, Reviewing, courts)
(instruction, Reviewing courts in, regular course)
(instruction, Reviewing courts in, course)
(claim, is, When raised)
(costs, are greater, more time will have elapsed in cases)
(claim, is, raised)
(uncertainties, are, greater)
(uncertainties, are greater, more time will have elapsed in most cases)
(ineffective-assistance-of-counsel claim, is, raised)
(ineffective-assistance-of-counsel claim, is raised in, postconviction proceedings)
(ineffective-assistance-of-counsel claim, is, When raised in postconviction proceedings)
(claim, is raised in, postconviction proceedings)
(costs, are greater, time will have elapsed in cases)
(uncertainties, are greater, more time will have elapsed in cases)
(costs, are greater, time will have elapsed in most cases)
(costs, are, greater)
(ineffective-assistance-of-counsel claim, is, When raised)
(uncertainties, are greater, time will have elapsed in cases)
(claim, is, When raised in postconviction proceedings)
(uncertainties, are greater, time will have elapsed in most cases)
(costs, are greater, more time will have elapsed in most cases)
(direct review, often has given, at least one opportunity for appellate review of trial proceedings)
(profound importance, is in, criminal proceedings)
(it, is raised on, review)
(alleging, assistance of, counsel)
(error, depending, raised)
(structural error, depending, raised on review)
(it, is raised on, direct review)
(error, depending, raised on review)
(it, is, raised)
(structural error, depending, raised on direct review)
(structural error, depending, raised)
(alleging, ineffective assistance of, counsel)
(it, raised in, claim)
(it, raised instead in, claim)
(error, depending, raised on direct review)
(n ineffective-assistance claim, undermining, finality)
(n ineffective-assistance claim, thus undermining, finality of jury verdicts)
(n ineffective-assistance claim, undermining, finality of jury verdicts)
(n ineffective-assistance claim, can function In, sum)
(n ineffective-assistance claim, thus undermining, finality)
(rules, must, must applied)
(rules, must, For reason must applied with scrupulous care)
(rules, governing, ineffective-assistance claims)
(rules, must, For reason must applied with care)
(rules, must, must applied with scrupulous care)
(rules, governing, claims)
(rules, must, must applied with care)
(rules, must, For reason must applied)
(122, at Premo is, 562 U. S.)
(inquiry, concerns claim in, case)
(final inquiry, concerns, ineffective-assistance claim)
(final inquiry, concerns claim in, case)
(final inquiry, concerns, claim)
(inquiry, concerns, ineffective-assistance claim)
(inquiry, concerns, claim)
(petitioner, shown, deficient performance)
(petitioner, shown, deficient performance by counsel)
(case, comes on, assumption)
(petitioner, shown, performance by counsel)
(petitioner, shown, performance)
(It, is of, course possible)
(petitioner 's family, had, had present)
(potential jurors, behaved, had present)
(potential jurors, behaved differently, had present)
(petitioner, has, family)
(it, is, true)
(presence, had, bearing)
(presence, had, bearing on juror reaction)
(bearing, presence of, public)
(result, might obtain In, circumstances)
(different result, might obtain In, other circumstances)
(result, might obtain In, other circumstances)
(different result, might obtain In, circumstances)
(defendant, show prejudice with, detail)
(defendant, show prejudice with, little more detail)
(defense counsel, errs for, instance)
(defense counsel, failing, object)
(defendant, show prejudice with, more detail)
(defense counsel, errs, failing)
(government 's witness, testifies in, secret)
(government, has, main witness)
(government 's main witness, testifies in, secret)
(defendant, might, might able)
(burden, make, prejudice showing)
(prejudice, be shown by, demonstration of fundamental unfairness)
(prejudice, be shown by, demonstration of unfairness)
(counsel, has, failure object)
(prejudice, be, shown)
(prejudice, be shown by, demonstration)
(petitioner 's mother, were, excluded from courtroom for two days)
(petitioner, has, mother)
(petitioner 's mother, were, excluded for two days)
(petitioner 's mother, were, indeed excluded from courtroom for two days during jury selection)
(petitioner 's mother, were, excluded from courtroom for two days during jury selection)
(petitioner 's mother, were, excluded from courtroom)
(petitioner 's mother, were, indeed excluded)
(petitioner 's mother, were, indeed excluded from courtroom)
(petitioner 's mother, were, indeed excluded for two days)
(petitioner 's mother, were, excluded for two days during jury selection)
(petitioner 's mother, were, indeed excluded from courtroom for two days)
(petitioner, has, trial)
(petitioner 's mother, were, indeed excluded for two days during jury selection)
(petitioner 's mother, were, excluded)
(Cf., is In, re Oliver)
(closure decision, was, made)
(closure decision, was, apparently made)
(closure decision, apparently was made by, court officers)
(closure decision, was made by, court officers)
(It, is, true)
(case, comes on, assumption)
(case, comes here on, assumption)
(closure, was, Sixth Amendment violation)
(open trials, allow, press)
(open trials, ensure, respect for justice system)
(open trials, respect for, justice system)
(it, must, must recognized)
(trials, respect for, justice system)
(trials, ensure, respect for justice system)
(Nation, in, courts)
(open trials, ensure, respect)
(trials, ensure, respect)
(trials, allow, press)
(violation, lead to, unfairness)
(violation, lead to, basic unfairness)
(constant unending duty, is, seek)
(duty, is, seek)
(unending duty, is In, criminal justice system)
(unending duty, is, seek)
(constant unending duty, is In, criminal justice system)
(unending duty, is In, justice system)
(duty, is In, criminal justice system)
(constant unending duty, is In, justice system)
(duty, is In, justice system)
(error, is, preserved)
(defendant, in, favor)
(structural error, is, When preserved)
(error, raised on, direct review)
(new trial, will, generally will granted as matter)
(structural error, raised on, review)
(trial, will, will granted as matter of right)
(structural error, raised on, direct review)
(error, is, When preserved)
(trial, will, generally will granted)
(new trial, will, will granted)
(new trial, will, will granted as matter of right)
(balance, is in, defendant 's favor)
(new trial, will, generally will granted)
(new trial, will, will granted as matter)
(trial, will, will granted)
(trial, will, will granted as matter)
(structural error, is, preserved)
(error, raised on, review)
(trial, will, generally will granted as matter)
(new trial, will, generally will granted as matter of right)
(trial, will, generally will granted as matter of right)
(structural error, is, When raised)
(structural error, is raised in, context of ineffective-assistance claim)
(structural error, is, When raised in context of claim)
(finality concerns, are, however pronounced)
(structural error, is raised in, context)
(finality concerns, are, however far more pronounced)
(error, is raised in, context of ineffective-assistance claim)
(error, is raised in, context)
(structural error, is raised in, context of claim)
(error, is, raised)
(error, is, When raised)
(finality concerns, are, far more pronounced)
(structural error, is, When raised in context of ineffective-assistance claim)
(structural error, is, raised)
(finality concerns, are, more pronounced)
(structural error, is, When raised in context)
(error, is, When raised in context of claim)
(finality concerns, are, pronounced)
(finality concerns, are, however more pronounced)
(error, is raised in, context of claim)
(error, is, When raised in context)
(error, is, When raised in context of ineffective-assistance claim)
(petitioner, must show prejudice in, light of circumstances present in case)
(petitioner, must show prejudice in, light of other circumstances present in case)
(petitioner, must show prejudice in, light)
(petitioner, must show prejudice For, reason)
(petitioner, must show prejudice in, light of other circumstances)
(petitioner, obtain, new trial)
(petitioner, must show prejudice in, light of circumstances present)
(petitioner, must show, prejudice)
(petitioner, must show prejudice in, light of other circumstances present)
(petitioner, must show prejudice in, light of circumstances)
(petitioner, obtain, trial)
(judgment, is, affirmed)
(It, is, ordered)
(It, is, so ordered)
(KENTEL MYRONE WEAVER, PETITIONER v., MASSACHUSETTS)
(Justice Gorsuch, joins, concurring)
(Court, of, holding)
(I, write with, two observations about scope)
(I, write separately with, two observations)
(I, write separately with, two observations about scope of Court 's holding)
(I, write with, two observations)
(I, write separately with, two observations about scope)
(I, write with, two observations about scope of Court 's holding)
(case, First comes on, parties ' assumption s)
(defense counsel, failing, object)
(defense counsel, provided, ineffective assistance)
(defense counsel, provided, assistance)
(courtroom, closure of was, Sixth Amendment violation)
(parties, on, assumption s)
(case, comes to, us)
(case, First comes to, us)
(defense counsel, provided assistance, failing)
(case, comes on, parties ' assumption s)
(closure, was, Sixth Amendment violation)
(defense counsel, failing, object to it)
(Court, previously held in, per opinion)
(Sixth Amendment right, extends to, jury selection)
(Court, previously held in, opinion)
(Court, held in, opinion)
(Court, held in, per opinion)
(we, are, asked)
(we, are asked, do)
(holding, is consistent with, original understanding)
(I, would, would open)
(holding, is consistent with, understanding of right)
(we, are asked, do so)
(holding, is consistent with, understanding of right to trial)
(holding, is consistent with, original understanding of right)
(holding, is consistent with, understanding)
(holding, is consistent with, understanding of right to public trial)
(holding, is consistent with, original understanding of right to trial)
(holding, is, consistent)
(holding, is consistent with, original understanding of right to public trial)
(I, reconsidering, it)
(attorney, has, error)
(Court, assume for, analytical purposes)
(Court, Second assume for, analytical purposes)
(Court, Second assume for, purposes of case)
(Court, Second assume for, purposes)
(Court, Second assume for, analytical purposes of case)
(Court, assume for, analytical purposes of case)
(Court, assume for, purposes)
(Court, assume for, purposes of case)
(defendant, may establish prejudice According to, Strickland)
(defendant, may establish, prejudice)
(counsel, for, unprofessional errors)
(defendant, showing, reasonable probability)
(defendant, showing, probability)
(15-16, at event is, ante)
(petitioner, during, jury selection)
(15-16, at event is, part of discussion about fundamental unfairness)
(event, part of, discussion about fundamental unfairness)
(Alito, concurring in, judgment)
(KENTEL MYRONE WEAVER, PETITIONER v., MASSACHUSETTS)
(Justice Gorsuch, joins, concurring)
(Justice Gorsuch, joins, concurring in judgment)
(Justice Gorsuch, concurring in, judgment)
(his claim, must, therefore must rejected)
(his claim, must, must rejected)
(criminal defendant, has, right have for defence)
(counsel, has, performance)
(counsel 's performance, was, deficient)
(right, is, violated)
(counsel 's performance, was, when deficient in relevant sense)
(counsel 's performance, was deficient in, sense)
(counsel 's performance, was, when deficient in sense)
(performance, prejudiced, defense)
(counsel 's performance, was deficient in, relevant sense)
(deficient performance, prejudiced, defense)
(counsel 's performance, was, when deficient)
(counsel 's performance, was, when deficient in sense of term)
(counsel 's performance, was deficient in, relevant sense of term)
(counsel 's performance, was, when deficient in relevant sense of term)
(counsel 's performance, was deficient in, sense of term)
(687, at Strickland is, supra)
(Strickland 's definition, is, based)
(Strickland, has, definition of prejudice)
(Strickland 's definition, is based on, reli-ability of underlying proceeding)
(Strickland 's definition, is based on, reli-ability)
(Strickland 's definition, is based on, reli-ability of proceeding)
(counsel 's conduct, undermined, functioning)
(counsel 's conduct, undermined, proper functioning)
(counsel 's conduct, so undermined, functioning)
(counsel 's conduct, so undermined, proper functioning)
(counsel, has, conduct)
(defendant, has, assistance necessary)
(he purpose, is, ensure)
(defendant, has, assistance)
(691-692, at Strickland is, 466 U. S.)
(attorney, has, error)
(Weaver, makes, much)
(Weaver, makes, much of Strickland Court 's statement)
(Strickland Court, of, statement)
(Court, had reliability in, mind)
(Court, had namely reliability in, mind)
(Court, had namely, reliability)
(Court, reliability of, proceeding)
(Court, had, reliability of proceeding)
(Court, had, reliability)
(Court, had namely, reliability of proceeding)
(result, is, despite strong presumption unreliable)
(concern, is, despite presumption unreliable)
(concern, is, despite strong presumption of reliability unreliable)
(result, is, despite presumption of reliability unreliable)
(result, is, despite presumption unreliable)
(concern, is, despite strong presumption unreliable)
(proper concern, is, despite strong presumption of reliability unreliable)
(proper concern, is, unreliable)
(proper concern, is, despite presumption of reliability unreliable)
(result, is, unreliable)
(Court, explains In, sentence)
(concern, is, despite presumption of reliability unreliable)
(concern, is, unreliable)
(proper concern, is, despite presumption unreliable)
(proper concern, is, despite strong presumption unreliable)
(result, is, despite strong presumption of reliability unreliable)
(focus, is consistent In, other words)
(focus, is, consistent)
(focus, is consistent In, words)
(focus, is consistent throughout, Strickland opinion)
(focus, is, In other words consistent throughout Strickland opinion)
(focus, is, In words consistent throughout Strickland opinion)
(defendant, must demonstrate, reasonable probability)
(defendant, ordinarily must demonstrate, reasonable probability)
(result, been different for, counsel 's unprofessional errors)
(defendant, ordinarily must demonstrate, probability)
(result, been, different)
(result, been different for, counsel 's errors)
(defendant, must demonstrate, probability)
(counsel, for, unprofessional errors)
(counsel, has, error)
(defendant, show, probability)
(absent errors, had, doubt)
(factfinder, had, reasonable doubt)
(errors, had, reasonable doubt)
(errors, had, doubt)
(factfinder, had, doubt)
(absent errors, had, reasonable doubt)
(defendant, show, reasonable probability)
(Court, make showing in, only narrow set)
(counsel, interference with, counsel 's assistance)
(Court, make, showing)
(Court, make showing in, set)
(Court, make showing in, very narrow set)
(state interference, is with, counsel 's assistance)
(Court, make, affirmative showing)
(Court, make showing in, only very narrow set)
(counsel, with, assistance)
(Court, make showing in, only set)
(Court, make showing in, narrow set)
(Prejudice, can, can presumed)
(they, are, so likely)
(they, are, likely)
(showing, is, unnecessary)
(defendant, must demonstrate, it belongs)
(defendant, must demonstrate, it belongs to class)
(individualized showing, is, unnecessary)
(defendant, must demonstrate, it belongs to narrow class)
(defendant, must demonstrate, prejudicial)
(Weaver, escape framework, stressing)
(this, is irrelevant under, Strickland)
(Weaver, escape, framework)
(deprivation, been, described)
(deprivation, been described as, error)
(deprivation, been described as, structural error)
(it, is, when established)
(error, was, harmless)
(it, is, established)
(concept, comes into, play)
(it, must, must decided)
(error, occurred at, trial level)
(prejudice prong, is, different)
(prejudice prong, is, entirely different)
(attorney, has, deficient performance)
(attorney, has, error)
(attorney 's error, be, prejudicial)
(it, implies on, outcome of his trial)
(Weaver, has, theory conflicts with Strickland)
(it, implies on, outcome)
(Weaver 's theory conflicts, is with, Strickland)
(691, at Strickland is, supra)
(result, was, unreli-able)
(Weaver, obtain, relief)
(Weaver, obtain relief under, Strickland)
(He, demonstrating, likelihood)
(He, demonstrating, reasonable likelihood)
(his counsel 's error, affected, verdict)
(counsel, has, error)
(error, falls within, very short list)
(error, falls within, list)
(error, falls within, short list)
(his claim, must, must rejected)
(I, would affirm, judgment of Supreme Judicial Court of Massachusetts)
(I, would affirm judgment on, ground)
(I, would affirm, judgment of Supreme Judicial Court)
(I, would affirm, judgment)
(KENTEL MYRONE WEAVER, PETITIONER v., MASSACHUSETTS)
(Justice Kagan, joins, dissenting)
(Strickland 's prejudice inquiry, be applied in, mechanical fashion)
(Strickland, has, prejudice inquiry)
(it, follows in, my view)
(it, follows from, principle)
(attorney, has, constitutionally deficient performance)
(Court, has divided In, its cases)
(Court, has divided, errors)
(Court, has divided errors In, its harmless-error cases)
(Court, has divided errors into, two classes)
(Court, has divided into, two classes)
(Court, has divided, constitutional errors)
(Court, has divided errors In, its cases)
(Court, has divided In, its harmless-error cases)
(Trial errors, are, mistakes)
(Trial errors, are, discrete mistakes)
(presentation, during occu is, r)
(them, defy analysis by, harmless-error standards)
(them, defy, analysis)
(It, has therefore categorically exempted, errors)
(trial errors, are, subjected)
(It, has exempted, structural errors)
(It, has therefore exempted, structural errors)
(It, has exempted, errors)
(It, has categorically exempted, structural errors)
(It, has categorically exempted, errors)
(It, has therefore categorically exempted, structural errors)
(It, has therefore exempted, errors)
(It, views, structural errors)
(It, simply views, structural errors)
(It, assumes, that)
(showing, satisfy, Strickland)
(I, draw, distinction)
(showing, is, sufficient)
(them, defy, analysis)
(them, defy analysis by, harmless-error standards)
(309, at Fulminante is, supra)
(structural errors, defy, actual-prejudice analysis under Strickland)
(structural errors, defy, actual-prejudice analysis)
(errors, been, labeled)
(public-trial error, is in, case)
(errors, been labeled, structural)
(they, have, effects)
(majority, concludes For, instance)
